 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,3,1,3,1,20,0.399,1,0,1.034
2,1,0,2,0,15,0.716,0,0,0.716
3,1,0,2,0,34,1.647,0,0,1.647
4,1,0,2,0,49,2.514,0,0,2.514
5,3,1,3,3,37,0.736,1,0,1.714
6,1,0,2,0,35,1.831,0,0,1.831
7,0,0,1,0,0,0.000,0,0,0.000
8,1,0,2,0,2,0.145,0,0,0.145
9,1,0,2,0,32,1.650,0,0,1.650
10,1,0,2,0,7,0.411,0,0,0.411
11,1,0,2,0,0,0.043,0,0,0.043
12,1,0,2,0,13,0.648,0,0,0.648
13,1,0,2,0,7,0.358,0,0,0.358
14,1,0,2,0,16,0.829,0,0,0.829
15,1,0,2,0,28,1.463,0,0,1.463
16,1,0,2,0,2,0.145,0,0,0.145
17,1,0,2,0,13,0.666,0,0,0.666
18,1,0,2,0,5,0.273,0,0,0.273
19,1,0,2,0,18,1.020,0,0,1.020
20,1,0,2,0,9,0.478,0,0,0.478
21,1,0,2,0,0,0.060,0,0,0.060
22,1,0,2,0,11,0.651,0,0,0.651
23,0,0,1,0,0,0.000,0,0,0.000
24,1,0,2,0,9,0.566,0,0,0.566
25,1,0,2,0,22,1.154,0,0,1.154
26,1,0,2,0,55,2.734,0,0,2.734
27,1,0,2,0,27,1.420,0,0,1.420
28,3,1,3,1,58,1.065,1,0,2.071
29,1,0,2,0,8,0.489,0,0,0.489
30,1,0,2,0,2,0.180,0,0,0.180
