 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,1,0.085,0,0,0.085
2,1,0,2,0,22,1.207,0,0,1.207
3,1,0,2,0,17,0.907,0,0,0.907
4,1,0,2,0,6,0.333,0,0,0.333
5,5,2,4,2,19,0.254,2,0,0.386
6,1,0,2,0,0,0.060,0,0,0.060
7,0,0,1,0,0,0.000,0,0,0.000
8,1,0,2,0,10,0.538,0,0,0.538
9,1,0,2,0,0,0.043,0,0,0.043
10,3,1,3,1,16,0.340,1,0,0.754
11,1,0,2,0,22,1.119,0,0,1.119
12,1,0,2,0,6,0.351,0,0,0.351
13,1,0,2,0,15,0.839,0,0,0.839
