 ,Value,Count
1,0,3328044
2,1,289855
3,2,100230
4,3,57680
5,4,37962
6,5,28196
7,6,22175
8,7,18042
9,8,15297
10,9,13610
11,10,12126
12,11,11007
13,12,10189
14,13,9107
15,14,8343
16,15,7747
17,16,7167
18,17,6665
19,18,6339
20,19,5918
21,20,5652
22,21,5364
23,22,5136
24,23,4920
25,24,4757
26,25,4626
27,26,4328
28,27,4335
29,28,4227
30,29,3982
31,30,3898
32,31,3588
33,32,3735
34,33,3540
35,34,3470
36,35,3381
37,36,3293
38,37,3219
39,38,3045
40,39,3051
41,40,2986
42,41,2792
43,42,2783
44,43,2719
45,44,2710
46,45,2591
47,46,2483
48,47,2511
49,48,2445
50,49,2224
51,50,2258
52,51,2244
53,52,2193
54,53,2202
55,54,2071
56,55,2034
57,56,2002
58,57,1957
59,58,2011
60,59,1937
61,60,1800
62,61,1851
63,62,1734
64,63,1668
65,64,1725
66,65,1690
67,66,1614
68,67,1592
69,68,1517
70,69,1532
71,70,1510
72,71,1468
73,72,1440
74,73,1463
75,74,1479
76,75,1393
77,76,1310
78,77,1294
79,78,1211
80,79,1241
81,80,1230
82,81,1183
83,82,1108
84,83,1141
85,84,1165
86,85,1011
87,86,1074
88,87,1074
89,88,964
90,89,1008
91,90,990
92,91,945
93,92,870
94,93,850
95,94,926
96,95,821
97,96,898
98,97,806
99,98,784
100,99,790
101,100,726
102,101,747
103,102,739
104,103,664
105,104,701
106,105,655
107,106,643
108,107,668
109,108,631
110,109,587
111,110,610
112,111,538
113,112,554
114,113,511
115,114,509
116,115,503
117,116,472
118,117,474
119,118,417
120,119,386
121,120,404
122,121,422
123,122,424
124,123,372
125,124,376
126,125,345
127,126,367
128,127,346
129,128,307
130,129,331
131,130,336
132,131,259
133,132,300
134,133,264
135,134,253
136,135,290
137,136,244
138,137,221
139,138,240
140,139,221
141,140,216
142,141,201
143,142,209
144,143,202
145,144,209
146,145,207
147,146,162
148,147,173
149,148,155
150,149,154
151,150,136
152,151,150
153,152,137
154,153,135
155,154,127
156,155,119
157,156,116
158,157,138
159,158,99
160,159,110
161,160,119
162,161,81
163,162,104
164,163,96
165,164,81
166,165,62
167,166,78
168,167,72
169,168,56
170,169,56
171,170,53
172,171,69
173,172,59
174,173,55
175,174,50
176,175,45
177,176,43
178,177,35
179,178,39
180,179,49
181,180,45
182,181,25
183,182,43
184,183,42
185,184,33
186,185,28
187,186,26
188,187,24
189,188,20
190,189,24
191,190,27
192,191,26
193,192,25
194,193,22
195,194,18
196,195,17
197,196,20
198,197,15
199,198,12
200,199,17
201,200,12
202,201,16
203,202,13
204,203,13
205,204,8
206,205,4
207,206,11
208,207,8
209,208,6
210,209,8
211,210,8
212,211,5
213,212,2
214,213,3
215,214,6
216,215,5
217,216,2
218,217,1
219,218,2
220,219,4
221,220,4
222,221,0
223,222,1
224,223,0
225,224,2
226,225,0
227,226,2
228,227,2
229,228,1
230,229,0
231,230,1
232,231,2
233,232,0
234,233,0
235,234,0
236,235,0
237,236,0
238,237,0
239,238,0
240,239,0
241,240,0
242,241,0
243,242,0
244,243,0
245,244,0
246,245,0
247,246,0
248,247,0
249,248,0
250,249,0
251,250,0
252,251,0
253,252,0
254,253,0
255,254,0
256,255,0
