Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,351.556,2792.507,489.856,6.419E-4,-587.500,4.741,48.145,1.906,31.673,0,4.800,21.957,16.315,1.962,21.957,16.315,1.962,21.703,11.603,2.721,-43.123,0.508,179.279,1.870,7.975,4.264,34.459,2.884,0.000,0.261
2,1.206,12.301,1.846,0.088,1.000,22.533,26.296,3.030,4.301,0,2.000,24.464,3.651,1.273,24.464,3.651,1.273,2.344,1.116,0.224,-14.267,-4.428,86.803,2.100,10.456,4.979,24.879,3.470,0.800,0.130
3,0.539,6.286,2.086,0.132,-1.500,45.066,47.900,6.696,7.918,0,1.200,46.538,7.311,0.474,46.538,7.311,0.474,1.824,0.786,0.300,-19.891,-6.658,89.547,2.321,6.074,2.617,46.092,7.478,0.000,0.130
4,0.087,1.183,0.442,0.517,2.000,25.514,26.003,7.234,7.772,0,1.200,25.787,7.571,0.455,25.787,7.571,0.455,0.705,0.307,0.233,-45.066,83.305,-94.908,2.296,3.021,1.316,25.808,7.478,0.000,0.114
5,0.136,1.405,0.420,0.751,1.000,31.331,32.064,7.820,8.212,0,0.800,31.695,7.999,0.383,31.695,7.999,0.383,0.611,0.416,0.235,-20.988,79.360,-117.685,1.468,2.594,1.767,31.575,7.967,0.000,0.130
6,0.208,2.210,0.998,0.455,1.000,13.490,14.126,7.674,8.896,0,0.800,13.784,8.335,0.440,13.784,8.335,0.440,0.759,0.578,0.275,-70.039,-23.523,104.980,1.312,2.757,2.101,13.686,8.554,0.000,0.130
7,5.836,44.441,7.817,0.044,-2.000,10.949,16.276,9.140,12.562,0,4.000,13.559,10.497,1.705,13.559,10.497,1.705,3.141,2.001,1.248,16.779,4.433,-86.727,1.570,2.515,1.603,15.250,10.460,0.000,0.179
8,0.857,5.821,0.913,0.421,3.000,33.726,35.143,9.385,10.411,0,1.200,34.360,9.907,0.645,34.360,9.907,0.645,0.875,0.800,0.490,-157.649,76.824,47.599,1.094,1.788,1.634,34.068,9.727,0.000,0.179
9,0.223,3.268,0.737,0.161,0.000,47.558,48.047,8.896,9.776,0,2.000,47.804,9.346,1.009,47.804,9.346,1.009,1.113,0.522,0.244,42.525,79.991,-44.892,2.133,4.566,2.141,47.852,9.531,0.000,0.114
10,0.186,1.864,0.555,0.606,1.000,6.012,6.892,9.482,10.069,0,1.200,6.451,9.756,0.463,6.451,9.756,0.463,0.790,0.414,0.250,-24.671,-60.098,80.602,1.908,3.156,1.655,6.403,9.678,0.000,0.130
11,0.191,2.651,0.734,0.222,1.000,28.398,29.376,9.580,10.558,0,1.600,28.999,9.959,0.770,28.999,9.959,0.770,0.969,0.707,0.194,-43.712,86.762,-85.598,1.371,4.985,3.636,29.180,9.678,0.000,0.114
