Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,137.470,1013.278,183.437,0.002,-260.500,4.399,30.109,0.782,24.732,0,4.800,14.400,11.242,1.986,14.400,11.242,1.986,17.799,12.462,2.608,-48.010,0.274,179.710,1.428,6.824,4.778,23.950,4.937,0.800,0.244
2,0.653,5.858,1.839,0.240,0.000,23.217,24.635,1.417,2.591,0,2.400,24.024,1.986,1.081,24.024,1.986,1.081,1.388,0.601,0.505,14.084,72.451,-20.529,2.311,2.748,1.189,24.146,1.564,0.000,0.081
3,0.672,6.117,2.060,0.223,-2.500,13.490,15.201,2.151,3.666,0,1.600,14.360,3.034,0.646,14.360,3.034,0.646,1.216,0.670,0.523,-30.801,-43.878,-166.972,1.815,2.327,1.283,14.272,3.128,0.000,0.130
4,0.192,1.994,0.626,0.527,1.000,7.527,8.456,3.519,4.155,0,1.200,8.007,3.815,0.594,8.007,3.815,0.594,0.956,0.341,0.299,18.342,-62.110,40.466,2.804,3.201,1.141,7.772,3.568,0.000,0.081
5,0.604,5.699,1.790,0.223,0.500,29.767,31.233,5.328,7.136,0,2.000,30.559,6.247,0.932,30.559,6.247,0.932,1.418,0.817,0.320,56.376,43.283,-85.249,1.734,4.424,2.551,30.940,6.647,0.000,0.130
6,0.099,1.138,0.421,0.757,1.000,7.772,8.309,7.772,8.309,0,0.800,8.018,8.046,0.438,8.018,8.046,0.438,0.621,0.344,0.231,-55.559,-72.006,109.445,1.807,2.690,1.489,7.918,8.114,0.000,0.130
7,0.770,6.627,1.543,0.231,1.000,21.604,23.950,9.629,11.193,0,1.200,22.852,10.465,0.568,22.852,10.465,0.568,1.741,0.815,0.314,-33.084,0.313,97.840,2.135,5.537,2.593,21.995,10.900,0.000,0.147
8,8.449,73.453,17.404,0.020,-11.000,11.095,13.979,7.283,17.987,0,4.800,12.369,13.318,2.688,12.369,13.318,2.688,6.287,2.662,0.693,-80.515,9.032,89.217,2.362,9.077,3.843,11.877,16.423,3.200,0.179
9,0.303,3.263,1.050,0.299,1.000,24.781,26.247,11.242,12.415,0,1.200,25.398,11.843,0.441,25.398,11.843,0.441,1.081,0.644,0.276,-33.794,-3.718,96.792,1.678,3.915,2.333,25.172,11.926,0.000,0.114
10,3.715,28.383,6.526,0.068,-2.000,15.494,21.018,11.389,14.175,0,2.800,18.038,12.799,1.141,18.038,12.799,1.141,4.017,1.651,1.184,4.564,3.958,130.976,2.433,3.391,1.394,16.325,13.050,1.600,0.179
11,0.190,2.044,0.882,0.479,1.000,7.772,8.603,11.682,12.611,0,0.800,8.260,12.061,0.393,8.260,12.061,0.393,0.738,0.454,0.327,36.819,46.212,-54.530,1.625,2.258,1.390,8.456,11.828,0.000,0.081
12,5.193,36.514,7.157,0.063,-15.000,24.195,27.860,11.682,16.032,0,2.400,26.194,13.417,0.985,26.194,13.417,0.985,2.618,1.329,1.007,-49.027,-13.202,-129.669,1.969,2.600,1.320,26.150,13.588,0.000,0.228
13,0.064,0.894,0.512,0.648,0.000,28.740,29.131,12.317,12.953,0,0.800,28.943,12.608,0.385,28.943,12.608,0.385,0.676,0.304,0.225,67.471,-60.079,-99.552,2.225,3.008,1.352,28.838,12.366,0.000,0.081
14,0.343,2.924,0.838,0.533,1.000,23.852,24.879,13.197,14.321,0,0.800,24.366,13.802,0.406,24.366,13.802,0.406,0.779,0.587,0.307,-47.951,-20.759,102.776,1.328,2.540,1.912,24.341,13.832,0.000,0.130
15,0.088,1.003,0.557,0.867,1.000,15.445,16.032,13.539,14.175,0,0.400,15.738,13.877,0.200,15.738,13.877,0.200,0.434,0.408,0.265,-46.488,-0.000,90.000,1.063,1.637,1.540,15.739,13.686,0.000,0.081
16,0.109,1.134,0.423,0.921,1.000,27.225,27.665,13.686,14.175,0,0.800,27.427,13.932,0.389,27.427,13.932,0.389,0.611,0.293,0.264,-27.452,81.197,22.628,2.086,2.312,1.108,27.372,13.832,0.000,0.130
17,0.292,2.645,0.536,0.522,1.000,16.863,17.645,13.735,14.468,0,1.200,17.231,14.112,0.603,17.231,14.112,0.603,0.844,0.535,0.245,-44.284,82.669,-97.025,1.577,3.439,2.181,17.205,14.077,0.000,0.147
18,15.673,118.033,25.282,0.017,-25.500,20.235,30.402,12.708,22.826,0,3.600,26.215,18.057,1.119,26.215,18.057,1.119,7.509,1.913,1.329,-52.942,-1.807,-136.052,3.925,5.649,1.439,26.736,15.299,0.000,0.212
19,0.548,5.545,2.050,0.199,0.000,18.574,19.405,15.348,17.743,0,1.200,19.028,16.565,0.406,19.028,16.565,0.406,1.582,0.656,0.386,88.474,-2.521,-98.467,2.412,4.096,1.698,18.867,15.494,0.000,0.130
20,0.235,2.208,1.129,0.580,1.000,7.772,8.896,17.010,18.623,0,0.400,8.288,17.906,0.200,8.288,17.906,0.200,1.155,0.408,0.295,57.740,-0.000,90.000,2.829,3.917,1.385,7.967,17.058,0.000,0.081
21,1.656,14.802,4.245,0.096,-5.000,3.812,6.403,16.130,18.623,0,3.200,5.371,17.505,1.633,5.371,17.505,1.633,2.123,1.227,0.546,-8.418,-46.727,39.226,1.729,3.889,2.248,4.057,17.547,0.000,0.130
22,0.142,1.533,0.467,0.636,1.000,13.979,14.517,17.645,18.085,0,1.200,14.252,17.866,0.528,14.252,17.866,0.528,0.794,0.308,0.268,-14.685,-81.361,85.034,2.575,2.967,1.152,14.175,17.792,0.000,0.130
23,1.227,7.518,1.425,0.401,0.500,19.649,21.751,18.329,19.747,0,1.600,20.701,19.076,0.558,20.701,19.076,0.558,1.232,0.783,0.488,-26.562,-13.000,98.560,1.573,2.527,1.606,21.360,18.623,0.000,0.179
24,0.522,4.196,0.920,0.417,1.000,16.325,17.401,18.720,19.600,0,1.600,16.859,19.204,0.784,16.859,19.204,0.784,1.087,0.567,0.357,-11.405,-83.742,78.509,1.916,3.045,1.589,16.765,19.209,0.000,0.179
25,0.492,4.768,1.200,0.253,-1.000,18.671,19.796,20.284,21.506,0,1.600,19.278,20.926,0.612,19.278,20.926,0.612,0.891,0.779,0.376,-100.017,70.270,134.091,1.144,2.370,2.072,19.062,21.213,0.000,0.130
26,0.586,5.819,0.714,0.197,3.000,14.419,15.494,20.627,21.751,0,2.000,14.886,21.089,1.050,14.886,21.089,1.050,1.046,0.783,0.409,98.795,77.596,-68.845,1.335,2.558,1.917,14.712,21.457,0.000,0.163
27,0.425,4.459,2.062,0.231,-1.000,6.256,7.820,23.315,25.368,0,0.800,7.218,24.385,0.439,7.218,24.385,0.439,1.313,0.782,0.406,-51.603,-3.180,139.275,1.679,3.235,1.927,7.625,23.608,0.000,0.114
28,0.791,6.701,1.910,0.235,1.000,14.419,16.276,2.688,4.106,0.400,3.200,15.314,3.441,2.109,15.314,3.441,2.109,1.985,0.635,0.405,-31.739,56.539,-79.603,3.126,4.898,1.567,14.908,3.617,2.400,0.130
29,0.066,0.971,0.512,0.537,0.500,21.311,22.093,5.523,6.110,0.400,0.800,21.671,5.843,0.600,21.671,5.843,0.600,0.547,0.408,0.194,-32.034,-3.806E-27,90.000,1.340,2.821,2.105,21.751,5.719,0.400,0.081
30,1.102,7.767,1.510,0.293,1.000,29.864,31.184,11.828,13.197,0.400,2.800,30.480,12.539,1.737,30.480,12.539,1.737,1.536,0.707,0.448,49.172,72.515,-82.841,2.173,3.430,1.578,30.402,12.513,1.600,0.163
31,0.184,2.395,1.256,0.280,-1.000,14.028,15.006,0.000,1.075,0.800,1.600,14.488,0.500,1.288,14.488,0.500,1.288,0.780,0.497,0.342,71.582,-33.356,55.740,1.569,2.281,1.454,14.126,0.000,0.800,0.081
32,0.204,2.903,1.231,0.192,-2.000,18.036,18.769,0.000,1.417,0.800,1.600,18.390,0.701,1.203,18.390,0.701,1.203,0.894,0.621,0.229,-71.362,2.022,103.961,1.440,3.910,2.716,18.671,0.098,0.800,0.081
33,0.057,0.778,0.452,0.788,0.500,8.505,8.896,12.171,12.757,0.800,1.200,8.693,12.441,1.000,8.693,12.441,1.000,0.408,0.352,0.236,81.186,-90.000,59.092,1.159,1.731,1.493,8.603,12.317,0.800,0.081
34,0.082,1.012,0.387,0.737,1.000,8.945,9.385,18.916,19.405,0.800,1.600,9.171,19.158,1.200,9.171,19.158,1.200,0.618,0.307,0.224,86.358,77.076,-42.561,2.016,2.762,1.370,9.042,19.111,0.800,0.081
35,0.057,0.791,0.446,0.751,1.000,9.824,10.460,19.649,20.235,0.800,1.200,10.168,19.949,1.000,10.168,19.949,1.000,0.514,0.408,0.189,39.103,-5.716E-27,90.000,1.260,2.725,2.163,9.922,19.747,0.800,0.081
36,0.957,7.395,2.564,0.256,-0.500,6.647,8.309,22.288,25.026,0.800,2.000,7.603,23.639,1.367,7.603,23.639,1.367,1.603,0.744,0.545,82.672,-20.967,-26.418,2.154,2.942,1.365,7.478,22.337,0.800,0.081
37,0.383,3.723,1.020,0.322,1.000,8.651,10.069,12.171,12.953,1.200,3.200,9.346,12.438,2.409,9.346,12.438,2.409,1.317,0.455,0.326,-12.348,56.718,-106.755,2.895,4.045,1.397,9.385,12.366,2.000,0.114
38,0.312,3.716,1.322,0.215,-4.500,18.427,19.209,0.000,1.613,1.600,2.400,18.810,0.818,2.002,18.810,0.818,2.002,0.991,0.614,0.282,-72.124,-9.130,-107.451,1.613,3.513,2.178,18.720,0.440,1.600,0.081
39,0.235,2.652,1.009,0.335,1.000,26.883,28.300,1.466,2.151,1.600,2.800,27.509,1.776,2.276,27.509,1.776,2.276,1.119,0.456,0.313,-8.824,-46.947,111.794,2.453,3.578,1.458,27.030,1.711,1.600,0.081
40,3.113,28.002,7.211,0.050,-7.000,21.555,25.954,1.564,4.106,1.600,4.800,23.798,2.805,3.370,23.798,2.805,3.370,3.032,1.431,1.131,7.896,19.852,-107.019,2.118,2.680,1.265,25.172,2.688,3.200,0.130
41,0.122,1.130,0.533,1.173,1.000,5.083,5.768,5.963,6.647,1.600,2.000,5.428,6.317,1.800,5.428,6.317,1.800,0.465,0.408,0.313,41.659,7.258E-27,90.000,1.139,1.487,1.306,5.181,6.061,1.600,0.081
42,0.096,1.292,0.674,0.479,2.000,28.203,28.691,7.332,8.114,1.600,2.400,28.436,7.719,1.896,28.436,7.719,1.896,0.628,0.359,0.261,-63.429,56.304,82.290,1.750,2.407,1.376,28.398,7.478,1.600,0.081
43,0.070,0.978,0.631,0.588,2.000,6.403,6.745,17.645,18.525,1.600,2.000,6.550,18.026,1.800,6.550,18.026,1.800,0.502,0.408,0.220,-86.182,5.513E-26,90.000,1.229,2.283,1.858,6.452,17.792,1.600,0.081
44,1.988,18.347,4.052,0.072,-3.000,9.971,11.731,9.824,13.832,2,4.800,10.992,11.465,3.927,10.992,11.465,3.927,2.153,1.333,0.613,-71.434,13.889,82.841,1.616,3.511,2.173,11.095,10.851,4.400,0.147
45,0.469,4.276,1.077,0.318,1.500,7.381,8.065,14.028,14.908,2,4.400,7.743,14.496,3.568,7.743,14.496,3.568,1.379,0.459,0.318,86.845,83.661,57.644,3.002,4.342,1.447,7.772,14.566,2.800,0.130
46,0.089,1.358,0.606,0.357,1.000,10.851,11.437,14.517,15.152,2,3.600,11.146,14.851,2.970,11.146,14.851,2.970,1.149,0.282,0.237,-58.281,72.200,-131.913,4.076,4.851,1.190,11.144,14.566,2.000,0.081
47,0.285,2.827,1.118,0.406,0.500,25.465,26.541,19.453,20.578,2,2.800,26.028,19.992,2.403,26.028,19.992,2.403,0.690,0.659,0.327,43.158,57.071,178.791,1.047,2.112,2.018,26.443,19.796,2.000,0.081
48,0.650,6.535,2.158,0.171,-3.500,21.115,21.995,0.831,2.346,2.400,4.400,21.528,1.744,3.479,21.528,1.744,3.479,1.196,0.789,0.431,-86.401,82.897,98.748,1.516,2.773,1.829,21.311,2.053,3.600,0.130
49,0.480,3.863,0.654,0.452,2.000,15.543,16.570,4.595,5.377,2.400,4.000,16.145,4.975,3.300,16.145,4.975,3.300,1.055,0.576,0.292,-27.383,83.888,-85.499,1.833,3.612,1.971,16.130,4.888,2.800,0.130
50,0.086,0.958,0.476,0.951,0.500,8.651,9.189,4.888,5.377,2.400,2.800,8.922,5.132,2.600,8.922,5.132,2.600,0.408,0.356,0.308,92.357,-90.000,-165.505,1.146,1.327,1.158,8.798,4.937,2.400,0.081
51,0.064,0.836,0.463,0.793,0.500,13.099,13.539,24.048,24.586,2.400,2.800,13.309,24.339,2.600,13.309,24.339,2.600,0.408,0.321,0.275,87.521,-90.000,73.694,1.272,1.484,1.166,13.197,24.195,2.400,0.081
52,1.254,10.125,2.392,0.171,0.000,14.761,17.938,2.737,4.986,2.800,4.800,16.405,3.822,4.105,16.405,3.822,4.105,2.208,0.877,0.415,-29.894,8.287,-104.914,2.518,5.326,2.115,16.716,3.519,4.400,0.130
53,0.078,1.251,0.573,0.355,0.000,11.242,11.633,12.366,13.002,2.800,4.000,11.441,12.691,3.254,11.441,12.691,3.254,0.778,0.274,0.259,73.013,-67.591,-126.814,2.841,3.002,1.057,11.291,12.513,2.800,0.081
54,0.228,2.632,1.165,0.324,-2.500,14.175,15.543,2.102,2.884,3.200,4.000,14.971,2.445,3.495,14.971,2.445,3.495,0.828,0.560,0.322,17.070,-20.263,59.988,1.479,2.573,1.740,14.615,2.200,3.200,0.081
55,0.064,0.756,0.431,1.075,1.000,11.437,11.877,3.617,4.204,3.200,3.600,11.660,3.891,3.400,11.660,3.891,3.400,0.408,0.370,0.251,98.234,-90.000,119.305,1.103,1.629,1.477,11.535,3.666,3.200,0.081
56,0.062,0.814,0.342,0.810,1.000,14.272,14.712,5.474,5.865,3.200,4.000,14.495,5.642,3.683,14.495,5.642,3.683,0.591,0.261,0.237,-39.923,75.651,75.634,2.264,2.490,1.100,14.517,5.523,3.200,0.081
57,0.377,4.589,1.830,0.167,0.500,13.881,14.712,5.914,7.576,3.200,4.800,14.329,6.693,4.283,14.329,6.693,4.283,1.135,0.857,0.279,-75.147,36.084,-91.140,1.325,4.064,3.066,14.468,6.061,4.400,0.098
58,0.058,0.782,0.477,0.804,1.000,29.718,30.207,10.704,11.389,3.200,3.600,29.970,11.041,3.400,29.970,11.041,3.400,0.427,0.408,0.221,50.946,9.741E-26,90.000,1.046,1.936,1.850,29.767,10.851,3.200,0.081
59,0.403,3.987,1.290,0.290,1.000,21.360,22.875,13.099,14.321,3.200,4.800,21.975,13.695,4.226,21.975,13.695,4.226,1.237,0.828,0.294,37.845,-38.240,80.905,1.494,4.208,2.816,21.604,13.490,4.400,0.130
60,0.549,5.660,1.202,0.188,3.000,23.950,26.247,15.348,16.179,3.200,4.800,25.210,15.637,4.307,25.210,15.637,4.307,1.328,0.713,0.360,-3.632,22.035,-97.081,1.864,3.690,1.980,25.123,15.494,4.400,0.130
61,0.562,5.402,2.013,0.226,0.500,15.006,17.205,5.230,7.283,3.600,4.800,16.018,6.123,4.514,16.018,6.123,4.514,1.800,0.588,0.432,-44.705,0.453,-89.516,3.063,4.166,1.360,16.521,5.474,4.400,0.130
62,0.074,1.081,0.669,0.484,-0.500,8.114,8.554,14.077,14.859,3.600,4.000,8.312,14.500,3.800,8.312,14.500,3.800,0.502,0.408,0.221,-69.235,2.843E-26,90.000,1.229,2.264,1.843,8.260,14.370,3.600,0.081
63,0.105,1.239,0.693,0.656,1.000,13.099,13.784,5.670,6.208,4,4.800,13.436,5.945,4.458,13.436,5.945,4.458,0.672,0.348,0.297,7.821,57.343,-37.425,1.930,2.262,1.172,13.637,5.816,4.000,0.081
64,0.067,0.858,0.388,0.800,1.000,12.904,13.393,16.374,16.863,4,4.800,13.141,16.613,4.537,13.141,16.613,4.537,0.534,0.338,0.226,-21.225,-74.666,64.604,1.580,2.361,1.495,12.953,16.619,4.000,0.081
65,0.098,1.045,0.500,0.960,1.000,11.486,12.268,7.625,8.212,4.400,4.800,11.866,7.927,4.600,11.866,7.927,4.600,0.543,0.408,0.251,29.781,2.781E-26,90.000,1.329,2.161,1.626,11.633,7.674,4.400,0.081
66,0.129,1.814,0.936,0.315,0.000,8.260,9.385,16.619,17.156,4.400,4.800,8.887,16.908,4.600,8.887,16.908,4.600,0.689,0.408,0.292,-11.422,-3.457E-26,90.000,1.688,2.360,1.398,8.749,16.716,4.400,0.081
255,1.734,60.737,41.228,0.002,139.500,5.328,30.989,0.000,24.243,0,4.800,16.499,11.267,2.045,16.499,11.267,2.045,16.679,13.719,3.112,-34.967,-0.503,175.079,1.216,5.359,4.408,8.016,3.519,0.000,0.065
