Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,124.297,839.496,139.871,0.003,-260.500,17.401,39.396,1.075,19.356,0,4.800,31.178,7.973,2.390,31.178,7.973,2.390,13.626,6.437,2.477,35.658,3.434,1.585,2.117,5.501,2.599,33.042,13.490,0.000,0.244
2,0.493,4.198,1.052,0.372,1.000,39.493,40.911,2.395,3.617,0,1.200,40.199,2.877,0.614,40.199,2.877,0.614,0.887,0.816,0.357,-72.968,-68.092,165.336,1.087,2.485,2.287,39.933,2.688,0.000,0.147
3,0.471,4.616,1.655,0.255,-2.000,16.961,18.427,3.030,4.595,0,1.200,17.768,3.636,0.613,17.768,3.636,0.613,1.034,0.739,0.501,47.445,30.807,-66.675,1.400,2.063,1.474,18.085,3.568,0.000,0.081
4,0.073,0.949,0.417,0.699,1.000,24.732,25.270,3.959,4.399,0,0.800,25.017,4.183,0.400,25.017,4.183,0.400,0.640,0.275,0.245,-27.179,-68.934,92.457,2.331,2.611,1.120,24.781,4.155,0.000,0.081
5,0.441,3.750,0.909,0.418,1.000,22.484,23.364,3.812,4.741,0,2.400,22.896,4.355,1.283,22.896,4.355,1.283,1.385,0.448,0.372,-40.945,-83.380,178.472,3.090,3.718,1.203,22.777,4.350,0.000,0.147
6,3.631,29.571,5.274,0.058,-4.500,8.456,12.171,5.034,8.309,0,3.200,10.265,6.497,1.439,10.265,6.497,1.439,2.664,1.748,0.606,-46.613,10.631,-99.882,1.523,4.393,2.883,10.704,5.914,0.000,0.179
7,1.197,7.065,1.126,0.460,1.000,17.205,18.476,6.256,7.381,0,2.400,17.868,6.767,1.104,17.868,6.767,1.104,1.460,0.635,0.435,4.660,-79.435,106.472,2.299,3.360,1.461,17.889,6.794,0.000,0.277
8,20.009,127.108,20.600,0.022,-15.000,30.060,33.970,7.674,16.619,0,4.800,32.105,11.946,2.342,32.105,11.946,2.342,5.245,2.857,1.497,-83.542,-4.649,-80.116,1.836,3.504,1.909,33.139,11.828,4.400,0.244
9,0.838,6.250,1.301,0.325,1.000,25.563,26.834,8.749,9.922,0,2.400,26.130,9.412,1.165,26.130,9.412,1.165,1.534,0.532,0.438,-60.135,-79.139,155.510,2.885,3.498,1.212,26.052,9.433,0.000,0.228
10,0.396,3.779,1.187,0.328,1.000,24.732,25.661,9.336,10.167,0,2.000,25.149,9.737,1.169,25.149,9.737,1.169,1.358,0.468,0.331,-19.215,-81.807,62.481,2.903,4.099,1.412,24.977,9.678,0.000,0.130
11,0.376,3.945,1.778,0.260,1.000,27.714,28.838,10.655,11.780,0,2.000,28.214,11.269,1.044,28.214,11.269,1.044,1.359,0.498,0.464,50.927,-67.977,67.273,2.731,2.930,1.073,28.105,10.753,0.000,0.081
12,0.247,2.089,0.594,0.754,1.000,20.675,21.213,11.193,11.877,0,1.200,20.928,11.505,0.664,20.928,11.505,0.664,0.857,0.376,0.302,36.640,-86.527,-135.626,2.281,2.837,1.244,20.871,11.437,0.000,0.179
13,0.653,5.648,1.388,0.267,1.000,18.720,20.578,11.926,13.050,0,1.200,19.669,12.694,0.646,19.669,12.694,0.646,1.120,0.875,0.401,-19.204,6.976,83.889,1.280,2.791,2.179,20.382,12.317,0.000,0.130
14,0.375,3.415,1.092,0.398,0.000,28.203,29.131,12.415,13.441,0,1.600,28.571,12.897,0.783,28.571,12.897,0.783,1.126,0.474,0.348,37.166,-65.225,-134.510,2.377,3.232,1.359,28.447,12.757,0.000,0.130
15,1.703,8.910,1.077,0.464,3.000,22.533,24.292,12.415,13.686,0,2.400,23.289,13.062,0.973,23.289,13.062,0.973,1.370,0.750,0.525,-1.561,-69.979,45.680,1.826,2.608,1.428,23.266,13.050,0.000,0.261
16,0.175,1.562,0.791,0.908,1.000,31.233,31.917,13.148,14.126,0,0.400,31.590,13.642,0.200,31.590,13.642,0.200,0.614,0.408,0.343,66.091,-0.000,90.000,1.504,1.787,1.189,31.331,13.197,0.000,0.081
17,12.509,76.990,10.767,0.039,-6.000,26.247,31.038,14.663,18.525,0,4.800,28.286,17.051,2.232,28.286,17.051,2.232,3.080,2.248,1.352,-8.461,49.467,-98.534,1.370,2.278,1.662,29.816,16.227,0.000,0.228
18,2.900,16.612,1.667,0.208,8.500,20.773,22.337,14.957,17.596,0,2.400,21.545,16.205,0.924,21.545,16.205,0.924,1.543,1.244,0.561,-66.641,-12.711,100.779,1.241,2.752,2.218,21.702,15.348,0.000,0.228
19,0.337,3.126,0.913,0.421,1.000,32.162,33.042,15.592,16.619,0,1.200,32.606,16.062,0.632,32.606,16.062,0.632,0.926,0.514,0.353,-79.210,66.124,-131.263,1.802,2.626,1.457,32.553,15.934,0.000,0.130
20,0.973,8.813,2.508,0.156,-2.500,19.453,21.409,15.445,17.010,0,2.400,20.243,16.271,1.097,20.243,16.271,1.097,1.729,0.893,0.410,-14.628,-59.293,47.112,1.937,4.216,2.177,19.796,16.521,0.000,0.179
21,2.748,16.585,2.735,0.187,3.500,24.977,26.834,15.201,18.623,0,2.400,25.797,16.907,1.071,25.797,16.907,1.071,2.260,1.374,0.476,-66.960,-7.493,-102.869,1.644,4.750,2.889,25.270,18.036,0.000,0.196
22,1.186,10.782,3.188,0.127,-0.500,35.876,37.685,17.498,19.209,0,2.800,36.894,18.415,1.673,36.894,18.415,1.673,1.770,0.826,0.686,-27.064,70.329,8.048,2.144,2.581,1.204,37.196,18.134,0.000,0.147
23,30.461,198.859,30.158,0.013,-37.000,9.091,17.840,17.596,26.834,0,4.000,12.961,22.745,1.793,12.961,22.745,1.793,6.592,2.620,2.004,47.486,-2.864,-13.793,2.516,3.290,1.307,10.216,18.231,0.000,0.277
24,50.316,329.751,51.843,0.008,-53.000,18.427,34.655,16.961,25.759,0,4.800,26.846,22.090,2.008,26.846,22.090,2.008,9.033,2.947,2.149,-18.528,3.891,147.560,3.065,4.204,1.371,32.504,21.018,0.000,0.310
25,0.353,3.341,0.770,0.377,2.500,28.643,29.327,18.720,19.502,0,2.000,28.944,19.102,0.918,28.944,19.102,0.918,1.193,0.389,0.328,49.012,-80.657,-141.422,3.067,3.634,1.185,28.838,18.818,0.000,0.130
26,0.271,2.357,0.583,0.636,1.000,23.461,24.146,19.307,19.991,0,1.200,23.816,19.653,0.646,23.816,19.653,0.646,0.873,0.418,0.294,19.046,88.711,-25.424,2.088,2.971,1.423,23.804,19.649,0.000,0.179
27,0.662,4.680,0.992,0.484,1.500,12.073,13.148,20.382,21.262,0,2.000,12.551,20.823,0.790,12.551,20.823,0.790,1.183,0.483,0.439,-26.951,-74.367,167.662,2.451,2.694,1.099,12.366,20.724,0.000,0.179
28,0.477,4.500,1.346,0.282,1.500,9.091,9.873,20.284,21.653,0,2.400,9.493,20.946,1.640,9.493,20.946,1.640,1.235,0.702,0.292,79.699,77.865,-73.995,1.759,4.231,2.405,9.385,20.578,1.600,0.130
29,0.499,3.938,0.989,0.461,1.000,3.715,4.790,21.115,22.142,0,1.600,4.260,21.611,0.839,4.260,21.611,0.839,1.138,0.556,0.361,66.648,68.197,-51.838,2.048,3.154,1.540,4.204,21.653,0.000,0.179
30,0.120,1.482,0.821,0.504,-1.000,23.266,23.950,21.653,22.435,0,0.400,23.610,22.057,0.200,23.610,22.057,0.200,0.490,0.408,0.312,-51.291,-0.000,90.000,1.200,1.569,1.308,23.461,21.897,0.000,0.081
