Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,282.740,1841.043,284.792,0.001,-339.500,2.151,30.549,2.444,28.154,0,4.800,19.783,15.319,2.375,19.783,15.319,2.375,17.226,13.052,2.874,51.708,-0.297,1.219,1.320,5.993,4.541,23.657,21.897,0.000,0.310
2,0.161,2.463,1.054,0.195,-1.000,5.963,6.892,6.794,7.674,0,1.200,6.374,7.207,0.595,6.374,7.207,0.595,0.814,0.519,0.354,-25.594,42.681,-72.422,1.568,2.300,1.467,6.696,7.136,0.000,0.081
3,1.820,12.379,2.482,0.197,-2.000,14.272,17.254,7.527,9.336,0,2.000,15.792,8.278,1.118,15.792,8.278,1.118,1.809,1.025,0.561,-25.352,25.769,-125.721,1.765,3.223,1.826,16.130,7.772,0.000,0.179
4,2.842,18.387,2.812,0.147,1.000,15.397,17.889,9.678,12.562,0,3.200,16.574,11.064,1.953,16.574,11.064,1.953,2.086,1.716,0.574,69.222,-44.506,68.856,1.215,3.635,2.991,16.374,9.971,0.000,0.228
5,0.176,1.857,0.427,0.546,1.000,8.798,9.336,9.873,10.362,0,1.600,9.052,10.116,0.830,9.052,10.116,0.830,1.051,0.286,0.237,-22.514,81.685,-71.293,3.679,4.443,1.208,9.091,10.069,0.000,0.130
6,0.094,1.148,0.537,0.655,1.000,23.999,24.292,10.460,11.242,0,0.800,24.150,10.905,0.457,24.150,10.905,0.457,0.632,0.394,0.203,83.110,63.426,86.036,1.605,3.116,1.941,24.146,10.998,0.000,0.130
7,0.749,5.375,0.956,0.409,1.000,18.378,19.405,11.095,12.220,0,2.000,18.916,11.708,0.963,18.916,11.708,0.963,1.350,0.553,0.393,-64.470,-83.433,172.332,2.442,3.438,1.408,18.671,11.633,0.000,0.212
8,10.499,63.108,8.785,0.050,-3.500,8.749,15.054,11.389,16.423,0,4.800,11.145,13.891,1.596,11.145,13.891,1.596,4.190,2.310,1.344,-29.916,14.716,79.260,1.814,3.118,1.719,9.922,13.979,0.000,0.261
9,0.536,4.197,0.831,0.440,1.000,15.494,16.472,12.073,12.953,0,2.000,15.965,12.550,1.010,15.965,12.550,1.010,1.249,0.446,0.359,-8.797,-73.689,-170.704,2.799,3.478,1.243,15.788,12.611,0.000,0.179
10,0.220,2.277,0.744,0.463,2.000,17.840,18.427,12.366,13.344,0,1.600,18.137,12.879,0.685,18.137,12.879,0.685,1.136,0.310,0.293,-75.296,-65.607,107.342,3.667,3.878,1.057,18.085,13.002,0.000,0.130
11,4.368,24.248,3.004,0.151,0.000,21.457,23.852,13.246,15.885,0,4.800,22.787,14.398,2.597,22.787,14.398,2.597,2.946,1.348,0.687,63.406,88.001,24.376,2.186,4.288,1.962,22.631,14.419,1.200,0.261
12,0.244,2.376,0.642,0.501,1.000,23.657,24.439,14.370,15.103,0,1.600,24.032,14.715,0.854,24.032,14.715,0.854,1.163,0.317,0.298,32.082,-70.406,-155.003,3.670,3.911,1.066,23.852,14.566,0.000,0.130
13,0.411,3.478,0.893,0.454,1.000,4.008,4.741,15.006,15.836,0,2.000,4.315,15.407,0.927,4.315,15.407,0.927,1.283,0.489,0.308,58.445,-87.320,90.363,2.624,4.170,1.589,4.252,15.299,0.000,0.179
14,0.336,3.163,0.644,0.404,1.000,8.212,8.896,15.739,16.570,0,1.600,8.563,16.113,0.811,8.563,16.113,0.811,1.101,0.399,0.356,87.484,-78.779,-35.038,2.757,3.094,1.122,8.505,16.032,0.000,0.179
15,7.202,40.218,4.227,0.090,5.000,28.105,31.624,15.494,18.329,0,4.800,30.184,16.844,2.691,30.184,16.844,2.691,2.955,1.272,1.060,-12.299,60.024,40.545,2.323,2.786,1.199,30.940,16.179,0.000,0.228
16,0.441,3.576,0.821,0.482,0.500,25.710,26.590,16.765,17.840,0,1.200,26.086,17.340,0.679,26.086,17.340,0.679,0.851,0.604,0.312,-67.231,-69.405,103.098,1.410,2.726,1.934,26.101,17.303,0.000,0.179
17,0.680,4.888,1.059,0.448,1.000,29.718,30.598,17.840,19.062,0,2.000,30.114,18.538,1.088,30.114,18.538,1.088,1.306,0.503,0.410,63.777,-75.013,-93.732,2.597,3.187,1.227,30.060,18.183,0.000,0.130
18,0.879,8.134,1.512,0.162,-0.500,4.057,5.328,18.769,20.089,0,2.000,4.697,19.470,1.110,4.697,19.470,1.110,1.319,0.801,0.430,-85.685,79.150,-142.463,1.646,3.067,1.863,4.692,19.405,0.000,0.179
19,0.546,4.054,0.890,0.505,1.000,13.637,14.517,19.014,20.040,0,1.600,14.097,19.475,0.840,14.097,19.475,0.840,1.112,0.499,0.393,-88.201,76.951,129.526,2.230,2.828,1.268,14.077,19.405,0.000,0.196
20,3.868,25.447,4.014,0.103,-1.000,8.798,11.584,20.969,24.488,0,4.000,10.035,22.954,1.580,10.035,22.954,1.580,2.263,2.059,0.697,-139.220,-49.381,-58.238,1.099,3.247,2.954,10.167,23.510,0.000,0.196
21,0.892,7.111,1.007,0.250,5.000,10.655,12.171,21.115,22.239,0,2.000,11.526,21.583,0.914,11.526,21.583,0.914,1.294,0.830,0.389,59.069,-68.141,33.435,1.558,3.325,2.133,11.828,21.555,0.000,0.163
22,0.213,2.450,0.708,0.349,1.500,8.163,8.945,21.262,22.093,0,1.200,8.545,21.710,0.589,8.545,21.710,0.589,0.877,0.491,0.221,-36.062,67.833,-68.689,1.785,3.964,2.221,8.603,21.604,0.000,0.098
23,0.327,2.870,0.980,0.511,0.500,13.832,15.788,23.022,23.657,0,0.800,14.740,23.289,0.213,14.740,23.289,0.213,1.249,0.436,0.323,-4.084,2.166,86.790,2.866,3.865,1.349,14.321,23.070,0.000,0.081
24,0.436,3.633,0.839,0.448,-1.000,10.509,11.535,26.834,27.616,0,1.600,11.011,27.210,0.889,11.011,27.210,0.889,1.150,0.418,0.358,-17.428,71.699,-5.024,2.748,3.211,1.169,11.095,27.127,0.000,0.130
25,0.057,0.773,0.336,0.804,1.000,17.352,17.840,6.452,6.843,0.400,1.200,17.603,6.651,0.960,17.603,6.651,0.960,0.492,0.290,0.244,-69.327,82.515,179.835,1.698,2.012,1.185,17.449,6.550,0.800,0.081
26,0.171,1.655,0.529,0.730,1.000,9.776,10.362,7.820,8.456,0.400,1.200,10.082,8.165,0.785,10.082,8.165,0.785,0.611,0.356,0.313,20.227,-80.072,19.856,1.717,1.952,1.137,9.922,7.967,0.400,0.081
27,2.249,15.885,2.516,0.143,1.000,18.427,21.506,12.171,14.615,0.400,4.400,20.077,13.448,2.371,20.077,13.448,2.371,2.219,0.981,0.596,33.179,-45.016,76.196,2.263,3.726,1.647,19.942,13.148,1.200,0.130
28,1.143,8.194,1.443,0.269,1.000,13.148,14.419,26.247,27.421,0.400,4.000,13.724,26.804,2.477,13.724,26.804,2.477,1.903,0.670,0.426,35.529,-86.594,3.753,2.840,4.469,1.573,13.686,26.932,2.400,0.179
29,0.829,5.925,0.934,0.374,3.000,8.114,9.482,5.670,6.696,0.800,3.200,8.764,6.103,1.925,8.764,6.103,1.925,1.405,0.611,0.363,57.605,-73.903,42.174,2.300,3.875,1.684,8.554,5.865,1.200,0.130
30,0.065,0.793,0.425,0.958,1.000,19.942,20.529,6.745,7.283,0.800,1.200,20.284,7.006,1.000,20.284,7.006,1.000,0.425,0.408,0.223,44.238,-3.543E-26,90.000,1.040,1.903,1.829,20.138,6.843,0.800,0.081
