Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
f_02_FinalTH.tif,46,11.878,0.258,3.156,255,2.442,0.840,0.396,90.932,0.614,0.787
