 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,o_20_FinalTH.tif,0.232,0,0,0,8.866,7.172,2.029,0.756,0.390,18.882,0.707,1.936,0.517,0.815,208,163
2,o_20_FinalTH.tif,1.304,0,0,0,10.148,8.746,10.020,2.810,0.591,119.116,0.163,4.754,0.210,0.483,226,174
3,o_20_FinalTH.tif,0.396,0,0,0,7.041,7.907,3.587,1.211,0.416,151.128,0.387,2.909,0.344,0.659,154,176
4,o_20_FinalTH.tif,0.208,0,0,0,8.322,7.883,2.174,0.797,0.332,168.563,0.553,2.397,0.417,0.764,192,181
5,o_20_FinalTH.tif,0.617,0,0,0,7.472,8.894,5.261,1.437,0.546,145.552,0.280,2.631,0.380,0.627,159,195
6,o_20_FinalTH.tif,0.411,0,0,0,8.766,9.068,3.888,1.067,0.490,83.875,0.341,2.176,0.460,0.617,207,197
7,o_20_FinalTH.tif,0.161,0,0,0,11.095,8.729,1.568,0.583,0.352,112.707,0.823,1.655,0.604,0.881,258,198
8,o_20_FinalTH.tif,0.074,0,0,0,9.403,8.788,1.027,0.403,0.234,77.902,0.884,1.718,0.582,0.882,220,202
9,o_20_FinalTH.tif,0.170,0,0,0,11.480,9.400,1.558,0.571,0.380,116.535,0.880,1.503,0.665,0.904,268,214
10,o_20_FinalTH.tif,0.422,0,0,0,9.640,9.812,2.946,1.040,0.516,145.775,0.610,2.016,0.496,0.810,215,223
11,o_20_FinalTH.tif,0.224,0,0,0,8.323,9.964,1.919,0.764,0.374,126.106,0.766,2.043,0.489,0.864,190,227
12,o_20_FinalTH.tif,0.213,0,0,0,11.493,10.150,1.693,0.565,0.481,133.261,0.936,1.175,0.851,0.933,266,233
13,o_20_FinalTH.tif,0.387,0,0,0,9.135,10.861,3.728,1.187,0.415,71.074,0.350,2.860,0.350,0.598,215,240
14,o_20_FinalTH.tif,0.092,0,0,0,10.369,10.483,1.097,0.371,0.317,63.466,0.963,1.168,0.856,0.872,243,242
15,o_20_FinalTH.tif,0.195,0,0,0,12.596,10.871,1.753,0.705,0.353,7.633,0.799,2.000,0.500,0.893,298,251
16,o_20_FinalTH.tif,0.300,0,0,0,10.102,11.256,2.274,0.914,0.418,11.487,0.730,2.184,0.458,0.902,232,260
17,o_20_FinalTH.tif,0.204,0,0,0,12.696,11.474,1.703,0.641,0.406,12.929,0.886,1.579,0.633,0.919,296,265
18,o_20_FinalTH.tif,0.105,0,0,0,10.771,11.516,1.172,0.448,0.298,11.913,0.960,1.502,0.666,0.928,252,267
19,o_20_FinalTH.tif,0.110,0,0,0,13.606,11.536,1.303,0.525,0.267,162.492,0.817,1.964,0.509,0.847,316,267
20,o_20_FinalTH.tif,0.183,0,0,0,10.360,11.786,1.558,0.572,0.406,123.278,0.946,1.409,0.710,0.922,240,271
21,o_20_FinalTH.tif,0.326,0,0,0,10.824,12.303,2.245,0.860,0.482,37.293,0.812,1.785,0.560,0.900,257,281
22,o_20_FinalTH.tif,0.161,0,0,0,9.810,12.293,1.463,0.471,0.436,22.500,0.946,1.081,0.925,0.922,228,284
23,o_20_FinalTH.tif,0.109,0,0,0,11.675,12.256,1.268,0.483,0.286,160.994,0.849,1.687,0.593,0.863,271,284
24,o_20_FinalTH.tif,0.087,0,0,0,12.637,12.277,1.072,0.371,0.298,124.400,0.949,1.243,0.805,0.857,296,284
25,o_20_FinalTH.tif,0.394,0,0,0,14.829,12.537,3.076,1.348,0.373,139.588,0.524,3.618,0.276,0.788,338,284
26,o_20_FinalTH.tif,1.212,0,0,0,12.252,13.680,9.203,1.644,0.939,135.717,0.180,1.752,0.571,0.416,281,294
