 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,o_29_FinalTH.tif,0.089,0,0,0,10.725,3.258,1.062,0.359,0.315,161.122,0.988,1.141,0.876,0.899,250,73
2,o_29_FinalTH.tif,0.096,0,0,0,4.254,3.388,1.182,0.424,0.288,33.059,0.862,1.475,0.678,0.862,99,76
3,o_29_FinalTH.tif,0.076,0,0,0,5.233,3.418,1.002,0.334,0.289,32.658,0.951,1.155,0.866,0.884,121,77
4,o_29_FinalTH.tif,0.259,0,0,0,4.943,3.738,2.465,0.908,0.363,148.538,0.535,2.501,0.400,0.757,110,79
5,o_29_FinalTH.tif,0.143,0,0,0,10.383,3.746,1.774,0.720,0.253,158.668,0.571,2.850,0.351,0.802,237,83
6,o_29_FinalTH.tif,0.248,0,0,0,4.020,4.057,2.135,0.842,0.375,133.332,0.684,2.246,0.445,0.835,91,87
7,o_29_FinalTH.tif,0.065,0,0,0,9.966,4.210,0.917,0.329,0.252,17.791,0.974,1.308,0.764,0.889,233,96
8,o_29_FinalTH.tif,0.092,0,0,0,4.859,4.316,1.097,0.371,0.317,116.534,0.963,1.168,0.856,0.872,113,97
9,o_29_FinalTH.tif,0.185,0,0,0,3.430,4.525,1.558,0.506,0.465,69.972,0.955,1.088,0.919,0.915,80,100
10,o_29_FinalTH.tif,0.127,0,0,0,4.587,4.771,1.303,0.441,0.365,135.000,0.938,1.208,0.828,0.881,106,107
11,o_29_FinalTH.tif,0.300,0,0,0,6.788,4.822,2.178,0.890,0.430,174.991,0.795,2.069,0.483,0.938,153,108
12,o_29_FinalTH.tif,0.284,0,0,0,10.083,5.052,2.599,1.126,0.321,72.201,0.528,3.507,0.285,0.822,238,108
13,o_29_FinalTH.tif,0.116,0,0,0,9.570,4.905,1.243,0.443,0.333,90.000,0.942,1.333,0.750,0.889,224,110
14,o_29_FinalTH.tif,0.242,0,0,0,10.732,5.106,2.174,0.897,0.344,63.308,0.645,2.609,0.383,0.870,255,110
15,o_29_FinalTH.tif,0.315,0,0,0,12.181,5.284,2.861,1.124,0.356,44.778,0.483,3.154,0.317,0.758,296,112
16,o_29_FinalTH.tif,0.308,0,0,0,3.486,5.336,2.840,1.008,0.388,24.130,0.479,2.595,0.385,0.725,88,116
17,o_29_FinalTH.tif,0.161,0,0,0,5.528,5.164,1.483,0.565,0.363,145.021,0.920,1.555,0.643,0.899,127,116
18,o_29_FinalTH.tif,0.128,0,0,0,13.685,5.604,1.328,0.485,0.337,77.127,0.916,1.439,0.695,0.899,321,126
19,o_29_FinalTH.tif,0.092,0,0,0,12.636,5.591,1.097,0.398,0.295,52.270,0.963,1.350,0.741,0.879,297,127
20,o_29_FinalTH.tif,0.157,0,0,0,10.981,5.842,1.463,0.526,0.381,16.669,0.925,1.380,0.725,0.926,256,133
21,o_29_FinalTH.tif,0.107,0,0,0,9.838,6.057,1.182,0.452,0.301,86.258,0.959,1.500,0.667,0.908,230,137
22,o_29_FinalTH.tif,0.384,0,0,0,3.294,6.191,3.031,0.944,0.517,161.540,0.525,1.824,0.548,0.774,75,138
23,o_29_FinalTH.tif,0.259,0,0,0,13.335,6.240,2.064,0.803,0.410,115.368,0.763,1.957,0.511,0.905,310,138
24,o_29_FinalTH.tif,0.128,0,0,0,10.333,6.402,1.317,0.477,0.343,71.848,0.930,1.391,0.719,0.922,243,145
25,o_29_FinalTH.tif,0.085,0,0,0,12.712,6.529,1.087,0.341,0.317,46.265,0.904,1.075,0.931,0.879,296,150
26,o_29_FinalTH.tif,0.590,0,0,0,13.315,7.769,4.583,2.040,0.368,110.595,0.353,5.541,0.180,0.733,305,159
27,o_29_FinalTH.tif,0.608,0,0,0,4.383,8.489,5.134,1.542,0.502,115.007,0.290,3.072,0.326,0.523,89,179
28,o_29_FinalTH.tif,0.546,0,0,0,11.583,8.972,4.172,1.730,0.402,81.174,0.394,4.303,0.232,0.707,272,192
29,o_29_FinalTH.tif,0.246,0,0,0,14.044,8.987,1.788,0.596,0.526,85.662,0.967,1.134,0.882,0.935,329,204
30,o_29_FinalTH.tif,0.337,0,0,0,5.100,9.961,3.226,1.302,0.329,108.147,0.406,3.957,0.253,0.675,115,220
31,o_29_FinalTH.tif,0.090,0,0,0,14.377,9.719,1.072,0.388,0.297,125.576,0.988,1.306,0.765,0.877,336,224
32,o_29_FinalTH.tif,0.052,0,0,0,5.479,9.722,0.807,0.280,0.239,119.073,1.000,1.171,0.854,0.853,128,225
33,o_29_FinalTH.tif,0.150,0,0,0,12.737,9.966,1.423,0.446,0.429,63.933,0.932,1.041,0.960,0.883,298,229
34,o_29_FinalTH.tif,0.065,0,0,0,12.687,10.523,0.892,0.317,0.262,139.705,1.000,1.211,0.826,0.878,296,244
35,o_29_FinalTH.tif,0.602,0,0,0,11.379,11.139,4.823,2.018,0.380,14.201,0.325,5.308,0.188,0.647,278,252
36,o_29_FinalTH.tif,0.219,0,0,0,11.934,11.932,1.763,0.643,0.433,62.832,0.885,1.484,0.674,0.920,282,273
37,o_29_FinalTH.tif,0.282,0,0,0,9.302,12.268,2.089,0.802,0.448,60.233,0.813,1.789,0.559,0.918,222,279
38,o_29_FinalTH.tif,0.476,0,0,0,14.478,12.690,3.676,1.642,0.369,110.062,0.442,4.451,0.225,0.766,334,281
39,o_29_FinalTH.tif,0.150,0,0,0,4.814,12.267,1.413,0.443,0.432,74.352,0.946,1.027,0.974,0.897,112,283
40,o_29_FinalTH.tif,0.407,0,0,0,8.041,12.527,2.440,0.902,0.575,38.036,0.859,1.569,0.637,0.922,190,286
