 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,o_17_FinalTH.tif,0.060,0,0,0,11.274,3.749,0.967,0.371,0.205,88.783,0.803,1.809,0.553,0.892,263,84
2,o_17_FinalTH.tif,0.159,0,0,0,14.187,5.158,1.558,0.569,0.356,96.169,0.824,1.599,0.626,0.876,333,114
3,o_17_FinalTH.tif,0.427,0,0,0,13.460,5.812,2.599,1.032,0.527,79.520,0.794,1.958,0.511,0.931,317,125
4,o_17_FinalTH.tif,0.081,0,0,0,9.148,5.645,1.218,0.487,0.213,158.427,0.690,2.290,0.437,0.811,212,129
5,o_17_FinalTH.tif,0.119,0,0,0,10.263,5.812,1.377,0.518,0.294,4.601,0.791,1.762,0.567,0.886,240,133
6,o_17_FinalTH.tif,0.210,0,0,0,11.705,5.886,2.734,1.203,0.222,2.020,0.353,5.414,0.185,0.725,286,135
7,o_17_FinalTH.tif,0.277,0,0,0,8.064,6.293,2.043,0.738,0.478,91.393,0.833,1.544,0.648,0.919,187,140
8,o_17_FinalTH.tif,0.299,0,0,0,10.334,6.547,2.450,1.034,0.368,148.610,0.625,2.814,0.355,0.835,235,146
9,o_17_FinalTH.tif,0.367,0,0,0,11.828,6.458,2.685,1.128,0.414,2.679,0.640,2.722,0.367,0.890,269,147
10,o_17_FinalTH.tif,0.054,0,0,0,8.455,6.740,0.807,0.293,0.236,117.126,1.000,1.245,0.804,0.870,197,155
11,o_17_FinalTH.tif,0.375,0,0,0,14.084,7.221,2.815,0.993,0.480,136.385,0.594,2.069,0.483,0.792,323,160
12,o_17_FinalTH.tif,0.244,0,0,0,7.437,7.187,2.489,1.010,0.308,28.071,0.495,3.283,0.305,0.748,181,162
13,o_17_FinalTH.tif,0.177,0,0,0,9.191,7.253,1.954,0.785,0.288,25.440,0.583,2.730,0.366,0.778,218,165
14,o_17_FinalTH.tif,0.791,0,0,0,7.992,8.418,6.311,2.748,0.366,74.168,0.249,7.503,0.133,0.666,195,168
15,o_17_FinalTH.tif,0.454,0,0,0,10.780,7.856,4.628,1.044,0.554,54.247,0.266,1.884,0.531,0.557,258,170
16,o_17_FinalTH.tif,0.232,0,0,0,11.858,7.605,1.799,0.651,0.453,4.760,0.900,1.435,0.697,0.911,278,173
17,o_17_FinalTH.tif,0.253,0,0,0,12.839,7.837,2.054,0.836,0.386,66.900,0.755,2.170,0.461,0.897,303,175
