 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,o_08_FinalTH.tif,0.081,0,0,0,22.127,1.101,1.037,0.380,0.273,42.235,0.951,1.391,0.719,0.882,520,22
2,o_08_FinalTH.tif,0.257,0,0,0,22.499,1.633,2.099,0.844,0.388,128.163,0.733,2.177,0.459,0.853,525,30
3,o_08_FinalTH.tif,0.069,0,0,0,21.572,1.582,0.942,0.349,0.251,13.619,0.974,1.390,0.720,0.894,506,34
4,o_08_FinalTH.tif,0.230,0,0,0,21.372,2.258,2.269,0.864,0.339,125.415,0.561,2.551,0.392,0.747,499,43
5,o_08_FinalTH.tif,0.168,0,0,0,21.945,2.024,1.714,0.651,0.329,158.714,0.720,1.980,0.505,0.827,511,43
6,o_08_FinalTH.tif,0.536,0,0,0,20.515,3.397,4.794,1.932,0.353,58.080,0.293,5.476,0.183,0.638,493,56
7,o_08_FinalTH.tif,0.861,0,0,0,21.812,3.655,5.641,2.465,0.445,60.393,0.340,5.543,0.180,0.706,527,60
8,o_08_FinalTH.tif,0.239,0,0,0,21.205,3.330,2.039,0.852,0.357,51.516,0.722,2.389,0.419,0.895,502,70
9,o_08_FinalTH.tif,1.976,0,0,0,18.354,5.997,15.272,3.991,0.630,36.811,0.106,6.333,0.158,0.548,475,103
10,o_08_FinalTH.tif,0.420,0,0,0,20.912,5.303,3.436,1.472,0.363,79.047,0.447,4.055,0.247,0.844,494,109
11,o_08_FinalTH.tif,0.914,0,0,0,19.960,6.445,6.678,2.292,0.508,65.684,0.257,4.515,0.221,0.694,477,124
12,o_08_FinalTH.tif,0.096,0,0,0,20.653,6.691,1.207,0.466,0.262,71.638,0.827,1.782,0.561,0.876,485,152
13,o_08_FinalTH.tif,0.250,0,0,0,17.901,7.241,1.954,0.780,0.408,141.521,0.822,1.914,0.523,0.890,416,163
14,o_08_FinalTH.tif,0.291,0,0,0,19.893,7.939,2.294,0.941,0.394,58.880,0.695,2.386,0.419,0.882,470,177
15,o_08_FinalTH.tif,0.593,0,0,0,16.185,8.335,3.717,1.558,0.485,35.666,0.540,3.213,0.311,0.879,394,183
16,o_08_FinalTH.tif,0.834,0,0,0,17.228,9.413,6.676,2.452,0.433,92.927,0.235,5.661,0.177,0.581,403,188
17,o_08_FinalTH.tif,1.091,0,0,0,15.144,9.462,8.711,1.868,0.744,96.217,0.181,2.513,0.398,0.471,355,189
18,o_08_FinalTH.tif,0.217,0,0,0,18.140,8.557,2.379,1.029,0.269,158.530,0.482,3.832,0.261,0.764,416,196
19,o_08_FinalTH.tif,0.262,0,0,0,19.667,8.843,2.801,1.069,0.313,28.233,0.420,3.419,0.292,0.714,464,201
20,o_08_FinalTH.tif,0.065,0,0,0,14.307,8.773,0.942,0.358,0.232,42.113,0.923,1.541,0.649,0.889,336,203
21,o_08_FinalTH.tif,1.902,0,0,0,17.843,11.655,13.697,4.708,0.514,81.519,0.127,9.157,0.109,0.420,416,205
22,o_08_FinalTH.tif,0.423,0,0,0,16.444,10.286,2.971,1.277,0.422,61.901,0.603,3.023,0.331,0.846,391,228
23,o_08_FinalTH.tif,0.128,0,0,0,13.453,10.454,1.388,0.495,0.331,138.737,0.838,1.497,0.668,0.866,315,240
24,o_08_FinalTH.tif,0.150,0,0,0,19.535,10.583,1.558,0.598,0.320,99.726,0.777,1.870,0.535,0.878,458,242
25,o_08_FinalTH.tif,0.168,0,0,0,14.139,10.649,1.558,0.594,0.360,166.861,0.871,1.649,0.606,0.912,329,246
26,o_08_FinalTH.tif,0.143,0,0,0,18.691,11.000,1.413,0.502,0.362,55.693,0.900,1.385,0.722,0.903,439,253
27,o_08_FinalTH.tif,0.067,0,0,0,17.083,11.271,0.977,0.333,0.256,80.486,0.881,1.304,0.767,0.841,400,261
28,o_08_FinalTH.tif,0.098,0,0,0,12.484,11.314,1.353,0.585,0.213,162.471,0.671,2.749,0.364,0.824,289,262
29,o_08_FinalTH.tif,0.235,0,0,0,16.387,11.454,2.139,0.660,0.454,162.713,0.646,1.456,0.687,0.793,382,262
30,o_08_FinalTH.tif,0.575,0,0,0,16.668,12.431,3.923,1.663,0.441,54.652,0.470,3.774,0.265,0.757,398,278
31,o_08_FinalTH.tif,0.233,0,0,0,13.505,13.451,1.738,0.546,0.544,5.860E-12,0.970,1.003,0.997,0.921,315,310
32,o_08_FinalTH.tif,0.179,0,0,0,12.750,13.642,1.533,0.494,0.461,92.970,0.958,1.072,0.933,0.908,298,315
33,o_08_FinalTH.tif,0.423,0,0,0,11.570,14.212,2.641,1.095,0.492,136.561,0.763,2.226,0.449,0.903,266,324
34,o_08_FinalTH.tif,0.145,0,0,0,15.194,14.167,1.413,0.490,0.376,93.739,0.911,1.301,0.769,0.894,356,327
35,o_08_FinalTH.tif,0.233,0,0,0,18.782,14.656,1.813,0.623,0.477,47.022,0.892,1.306,0.765,0.918,442,338
36,o_08_FinalTH.tif,0.273,0,0,0,16.717,14.897,1.969,0.754,0.462,113.233,0.886,1.633,0.613,0.926,389,342
37,o_08_FinalTH.tif,0.534,0,0,0,15.515,15.497,4.612,1.406,0.483,119.322,0.315,2.909,0.344,0.544,358,343
38,o_08_FinalTH.tif,0.116,0,0,0,11.368,14.895,1.218,0.413,0.357,68.532,0.981,1.155,0.866,0.889,266,345
39,o_08_FinalTH.tif,0.072,0,0,0,13.690,15.036,1.027,0.401,0.230,71.813,0.862,1.749,0.572,0.879,322,349
40,o_08_FinalTH.tif,0.302,0,0,0,14.539,15.355,2.089,0.761,0.505,45.245,0.870,1.507,0.664,0.918,342,353
41,o_08_FinalTH.tif,0.163,0,0,0,11.915,15.518,1.473,0.508,0.408,113.764,0.943,1.243,0.805,0.905,278,359
42,o_08_FinalTH.tif,0.226,0,0,0,13.128,15.722,1.738,0.554,0.520,68.732,0.940,1.067,0.938,0.912,308,363
43,o_08_FinalTH.tif,0.212,0,0,0,13.779,16.128,2.429,1.035,0.260,108.065,0.451,3.974,0.252,0.765,322,368
44,o_08_FinalTH.tif,0.946,0,0,0,17.126,17.042,6.603,1.541,0.782,29.400,0.273,1.972,0.507,0.573,416,383
45,o_08_FinalTH.tif,0.152,0,0,0,11.815,16.839,1.438,0.498,0.388,85.467,0.924,1.284,0.779,0.913,277,390
46,o_08_FinalTH.tif,0.076,0,0,0,16.275,16.896,1.027,0.347,0.279,28.004,0.906,1.246,0.802,0.884,381,394
47,o_08_FinalTH.tif,0.123,0,0,0,11.553,17.953,1.268,0.420,0.373,78.524,0.962,1.124,0.890,0.895,270,417
48,o_08_FinalTH.tif,0.288,0,0,0,11.175,19.148,2.159,0.878,0.417,50.877,0.775,2.105,0.475,0.906,266,441
49,o_08_FinalTH.tif,0.273,0,0,0,15.854,19.647,2.124,0.759,0.459,60.782,0.761,1.655,0.604,0.880,376,452
50,o_08_FinalTH.tif,1.095,0,0,0,14.214,20.135,9.456,2.048,0.680,163.462,0.154,3.010,0.332,0.421,300,457
51,o_08_FinalTH.tif,0.177,0,0,0,12.154,20.444,1.508,0.502,0.450,164.503,0.980,1.117,0.896,0.912,284,475
52,o_08_FinalTH.tif,0.244,0,0,0,12.085,21.454,2.410,1.072,0.290,48.460,0.528,3.699,0.270,0.828,291,494
53,o_08_FinalTH.tif,0.675,0,0,0,10.535,21.552,5.711,1.403,0.612,24.387,0.260,2.292,0.436,0.691,267,495
54,o_08_FinalTH.tif,0.300,0,0,0,13.331,21.722,3.137,1.380,0.277,52.576,0.384,4.978,0.201,0.709,321,496
55,o_08_FinalTH.tif,0.186,0,0,0,14.489,22.146,2.220,0.975,0.243,56.836,0.475,4.006,0.250,0.783,346,511
56,o_08_FinalTH.tif,0.081,0,0,0,11.855,22.229,1.087,0.408,0.254,89.649,0.866,1.608,0.622,0.900,277,518
57,o_08_FinalTH.tif,0.811,0,0,0,10.593,23.638,7.414,3.030,0.341,64.429,0.185,8.896,0.112,0.568,264,524
58,o_08_FinalTH.tif,0.188,0,0,0,12.762,22.656,1.558,0.537,0.446,28.532,0.974,1.202,0.832,0.924,299,527
59,o_08_FinalTH.tif,0.447,0,0,0,9.203,23.617,3.392,1.354,0.420,33.332,0.488,3.221,0.310,0.765,217,547
60,o_08_FinalTH.tif,0.384,0,0,0,11.245,24.113,2.825,1.141,0.428,60.195,0.604,2.668,0.375,0.838,266,555
61,o_08_FinalTH.tif,0.537,0,0,0,9.552,24.369,4.279,2.001,0.342,45.291,0.369,5.851,0.171,0.769,237,556
62,o_08_FinalTH.tif,0.241,0,0,0,11.397,24.874,1.894,0.746,0.411,33.134,0.843,1.816,0.551,0.905,270,578
63,o_08_FinalTH.tif,0.284,0,0,0,10.385,25.271,2.736,1.181,0.306,39.929,0.477,3.858,0.259,0.773,248,585
64,o_08_FinalTH.tif,0.456,0,0,0,9.187,26.106,4.394,1.266,0.458,30.743,0.297,2.763,0.362,0.585,222,599
65,o_08_FinalTH.tif,0.463,0,0,0,10.377,26.060,3.552,1.455,0.405,39.901,0.461,3.588,0.279,0.727,253,601
66,o_08_FinalTH.tif,0.072,0,0,0,9.490,26.744,1.002,0.385,0.239,98.946,0.906,1.610,0.621,0.879,222,624
67,o_08_FinalTH.tif,0.838,0,0,0,9.733,27.964,7.970,1.934,0.552,63.678,0.166,3.506,0.285,0.530,247,624
68,o_08_FinalTH.tif,0.255,0,0,0,9.154,27.441,2.068,0.818,0.397,83.008,0.749,2.061,0.485,0.910,215,636
69,o_08_FinalTH.tif,1.181,0,0,0,7.129,28.913,8.422,3.603,0.417,51.674,0.209,8.630,0.116,0.595,188,644
70,o_08_FinalTH.tif,0.143,0,0,0,7.812,28.980,1.604,0.703,0.259,54.431,0.699,2.719,0.368,0.868,186,674
71,o_08_FinalTH.tif,0.203,0,0,0,8.537,29.248,1.738,0.674,0.383,69.339,0.843,1.759,0.569,0.907,201,680
72,o_08_FinalTH.tif,0.174,0,0,0,9.387,29.860,2.479,0.960,0.230,96.021,0.355,4.171,0.240,0.664,218,689
73,o_08_FinalTH.tif,0.109,0,0,0,7.386,29.713,1.243,0.432,0.320,98.292,0.883,1.350,0.741,0.876,172,693
74,o_08_FinalTH.tif,0.315,0,0,0,8.777,30.126,2.419,0.967,0.414,78.369,0.676,2.335,0.428,0.861,207,697
75,o_08_FinalTH.tif,0.063,0,0,0,8.272,29.973,0.917,0.307,0.262,56.015,0.947,1.172,0.854,0.864,194,701
76,o_08_FinalTH.tif,0.291,0,0,0,8.380,31.047,2.064,0.733,0.506,30.144,0.859,1.447,0.691,0.904,198,723
77,o_08_FinalTH.tif,0.181,0,0,0,7.460,31.006,1.703,0.683,0.337,22.550,0.784,2.027,0.493,0.897,176,724
78,o_08_FinalTH.tif,0.407,0,0,0,5.396,31.414,3.462,1.504,0.345,41.566,0.427,4.361,0.229,0.740,135,726
79,o_08_FinalTH.tif,0.275,0,0,0,6.700,31.664,2.184,0.784,0.447,20.705,0.724,1.754,0.570,0.840,159,737
80,o_08_FinalTH.tif,0.071,0,0,0,5.954,31.565,1.012,0.413,0.217,46.963,0.865,1.900,0.526,0.857,141,738
81,o_08_FinalTH.tif,0.056,0,0,0,7.438,31.742,0.892,0.337,0.212,42.320,0.886,1.594,0.627,0.849,175,743
82,o_08_FinalTH.tif,0.201,0,0,0,5.588,32.215,2.114,0.900,0.284,22.984,0.565,3.171,0.315,0.831,137,751
83,o_08_FinalTH.tif,0.331,0,0,0,4.395,32.524,2.680,1.040,0.405,69.206,0.579,2.564,0.390,0.826,107,753
