 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,o_10_FinalTH.tif,0.121,0,0,0,3.511,4.508,1.338,0.533,0.289,137.892,0.851,1.842,0.543,0.870,78,101
2,o_10_FinalTH.tif,0.134,0,0,0,7.404,4.813,1.353,0.504,0.338,72.453,0.920,1.490,0.671,0.914,175,107
3,o_10_FinalTH.tif,0.592,0,0,0,5.586,5.280,3.452,1.502,0.502,120.368,0.624,2.994,0.334,0.891,125,108
4,o_10_FinalTH.tif,0.213,0,0,0,6.461,4.928,2.129,0.858,0.317,176.694,0.592,2.710,0.369,0.840,142,112
5,o_10_FinalTH.tif,0.161,0,0,0,3.513,5.362,1.543,0.546,0.375,133.744,0.849,1.455,0.687,0.877,79,120
6,o_10_FinalTH.tif,0.337,0,0,0,7.038,5.623,2.319,0.901,0.476,65.323,0.786,1.894,0.528,0.916,167,122
7,o_10_FinalTH.tif,0.092,0,0,0,4.309,5.428,1.303,0.502,0.234,133.260,0.683,2.145,0.466,0.829,98,123
8,o_10_FinalTH.tif,0.505,0,0,0,8.816,5.972,3.081,1.206,0.533,18.168,0.668,2.263,0.442,0.871,205,133
9,o_10_FinalTH.tif,0.255,0,0,0,5.019,6.135,1.848,0.660,0.492,109.088,0.938,1.340,0.746,0.928,114,137
10,o_10_FinalTH.tif,0.420,0,0,0,4.199,6.253,2.595,1.005,0.532,146.953,0.783,1.890,0.529,0.917,89,139
11,o_10_FinalTH.tif,0.232,0,0,0,10.303,6.545,1.848,0.709,0.416,20.371,0.852,1.707,0.586,0.918,243,148
12,o_10_FinalTH.tif,0.255,0,0,0,6.237,6.609,1.813,0.585,0.555,41.635,0.975,1.053,0.949,0.940,144,149
13,o_10_FinalTH.tif,1.154,0,0,0,8.974,7.822,7.914,2.337,0.629,130.486,0.232,3.717,0.269,0.488,197,154
14,o_10_FinalTH.tif,0.333,0,0,0,10.690,7.439,2.850,1.203,0.352,162.703,0.515,3.416,0.293,0.780,243,168
15,o_10_FinalTH.tif,0.385,0,0,0,12.345,7.831,2.425,0.971,0.505,42.876,0.823,1.922,0.520,0.926,292,175
16,o_10_FinalTH.tif,0.181,0,0,0,4.055,7.939,1.643,0.636,0.362,78.397,0.842,1.754,0.570,0.905,96,179
17,o_10_FinalTH.tif,0.331,0,0,0,6.820,8.037,2.294,0.884,0.477,157.174,0.790,1.854,0.539,0.908,156,182
18,o_10_FinalTH.tif,0.467,0,0,0,8.604,8.398,3.371,1.512,0.393,156.852,0.516,3.848,0.260,0.870,189,189
19,o_10_FinalTH.tif,0.128,0,0,0,7.759,8.679,1.268,0.430,0.381,121.772,1.000,1.129,0.886,0.916,180,199
20,o_10_FinalTH.tif,0.628,0,0,0,5.545,8.911,4.126,1.804,0.443,2.233,0.463,4.071,0.246,0.809,117,204
21,o_10_FinalTH.tif,0.517,0,0,0,12.535,9.675,3.566,1.517,0.434,109.655,0.511,3.494,0.286,0.812,288,210
22,o_10_FinalTH.tif,0.156,0,0,0,7.106,9.292,1.618,0.630,0.314,21.545,0.747,2.006,0.498,0.887,166,214
23,o_10_FinalTH.tif,0.242,0,0,0,6.496,10.117,2.089,0.806,0.383,66.109,0.698,2.107,0.475,0.862,154,228
24,o_10_FinalTH.tif,0.331,0,0,0,9.589,10.270,2.164,0.755,0.559,69.880,0.889,1.351,0.740,0.929,224,233
25,o_10_FinalTH.tif,0.541,0,0,0,10.831,10.924,4.056,1.824,0.378,91.644,0.413,4.829,0.207,0.794,254,235
26,o_10_FinalTH.tif,0.454,0,0,0,13.562,10.556,3.788,1.609,0.359,43.530,0.398,4.479,0.223,0.721,327,235
27,o_10_FinalTH.tif,0.257,0,0,0,8.430,10.468,2.234,0.920,0.356,23.532,0.647,2.588,0.386,0.853,205,239
28,o_10_FinalTH.tif,0.306,0,0,0,11.551,10.876,2.014,0.663,0.587,59.951,0.947,1.130,0.885,0.921,270,248
29,o_10_FinalTH.tif,0.418,0,0,0,7.936,11.569,3.021,1.247,0.427,117.950,0.576,2.923,0.342,0.824,180,260
30,o_10_FinalTH.tif,0.380,0,0,0,12.570,11.725,2.454,0.911,0.531,0.457,0.793,1.715,0.583,0.925,290,269
31,o_10_FinalTH.tif,0.094,0,0,0,13.743,11.842,1.282,0.516,0.232,172.474,0.719,2.220,0.450,0.874,317,276
32,o_10_FinalTH.tif,0.445,0,0,0,14.519,12.284,3.216,1.276,0.444,102.565,0.541,2.875,0.348,0.823,337,276
33,o_10_FinalTH.tif,0.223,0,0,0,13.117,12.459,1.738,0.584,0.485,5.745,0.925,1.205,0.830,0.911,307,287
34,o_10_FinalTH.tif,0.279,0,0,0,10.152,12.742,1.958,0.732,0.485,85.022,0.913,1.511,0.662,0.939,238,291
35,o_10_FinalTH.tif,0.076,0,0,0,8.514,12.639,1.143,0.485,0.199,137.976,0.731,2.432,0.411,0.771,196,293
36,o_10_FinalTH.tif,0.832,0,0,0,12.264,13.131,5.778,2.557,0.414,6.245,0.313,6.171,0.162,0.760,295,303
37,o_10_FinalTH.tif,0.065,0,0,0,10.568,13.143,1.097,0.474,0.175,57.690,0.680,2.709,0.369,0.828,250,304
38,o_10_FinalTH.tif,0.072,0,0,0,9.879,13.392,0.977,0.317,0.290,117.203,0.953,1.093,0.915,0.860,231,311
39,o_10_FinalTH.tif,0.407,0,0,0,9.514,14.110,3.338,1.555,0.333,128.571,0.459,4.668,0.214,0.805,213,318
40,o_10_FinalTH.tif,0.201,0,0,0,12.282,13.899,1.618,0.507,0.504,45.072,0.964,1.007,0.993,0.917,286,321
41,o_10_FinalTH.tif,0.396,0,0,0,14.041,14.348,2.985,1.145,0.440,74.387,0.559,2.600,0.385,0.814,333,322
42,o_10_FinalTH.tif,0.975,0,0,0,12.905,15.217,6.236,1.921,0.646,172.803,0.315,2.971,0.337,0.620,314,345
43,o_10_FinalTH.tif,0.318,0,0,0,14.319,15.488,2.935,0.778,0.521,106.788,0.464,1.492,0.670,0.739,331,353
