 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,o_27_FinalTH.tif,1.317,0,0,0,10.839,4.722,8.475,2.559,0.655,119.149,0.230,3.904,0.256,0.607,239,83
2,o_27_FinalTH.tif,0.096,0,0,0,9.257,3.906,1.158,0.358,0.341,66.670,0.899,1.051,0.951,0.848,217,87
3,o_27_FinalTH.tif,0.432,0,0,0,8.865,4.505,2.940,0.887,0.621,145.717,0.629,1.430,0.700,0.813,204,94
4,o_27_FinalTH.tif,0.186,0,0,0,8.675,5.348,1.593,0.550,0.431,66.872,0.923,1.275,0.784,0.904,204,119
5,o_27_FinalTH.tif,0.056,0,0,0,9.918,5.364,0.857,0.285,0.250,93.131,0.960,1.140,0.877,0.873,231,123
6,o_27_FinalTH.tif,0.299,0,0,0,13.475,5.699,2.450,0.831,0.457,105.434,0.625,1.817,0.550,0.833,314,125
7,o_27_FinalTH.tif,0.175,0,0,0,10.783,6.391,1.558,0.572,0.391,99.125,0.909,1.462,0.684,0.915,253,143
8,o_27_FinalTH.tif,0.438,0,0,0,8.903,6.595,3.081,0.879,0.634,165.087,0.580,1.386,0.722,0.781,202,147
9,o_27_FinalTH.tif,0.309,0,0,0,16.267,6.986,2.880,1.303,0.302,5.257,0.469,4.308,0.232,0.834,387,160
10,o_27_FinalTH.tif,1.252,0,0,0,10.223,8.375,9.292,2.628,0.607,72.639,0.182,4.332,0.231,0.596,251,162
11,o_27_FinalTH.tif,0.391,0,0,0,17.856,7.948,3.693,1.619,0.307,126.593,0.360,5.270,0.190,0.699,411,172
12,o_27_FinalTH.tif,0.286,0,0,0,10.820,9.639,2.164,0.871,0.418,169.469,0.767,2.086,0.479,0.895,248,221
13,o_27_FinalTH.tif,0.161,0,0,0,10.240,10.372,1.473,0.517,0.396,64.415,0.933,1.305,0.766,0.904,240,238
14,o_27_FinalTH.tif,0.147,0,0,0,10.374,11.187,1.543,0.602,0.310,132.667,0.773,1.943,0.515,0.853,241,257
15,o_27_FinalTH.tif,0.230,0,0,0,17.016,11.949,1.958,0.818,0.358,14.092,0.753,2.286,0.437,0.898,400,276
16,o_27_FinalTH.tif,0.208,0,0,0,10.989,12.472,1.703,0.574,0.462,127.066,0.901,1.243,0.805,0.909,254,287
17,o_27_FinalTH.tif,0.100,0,0,0,8.018,12.769,1.158,0.358,0.354,0.000,0.933,1.009,0.991,0.859,187,296
18,o_27_FinalTH.tif,0.389,0,0,0,12.641,13.171,2.649,1.069,0.463,92.566,0.696,2.306,0.434,0.888,296,298
19,o_27_FinalTH.tif,0.423,0,0,0,9.697,13.388,3.186,1.319,0.409,60.045,0.524,3.226,0.310,0.776,230,301
20,o_27_FinalTH.tif,0.116,0,0,0,17.491,13.088,1.268,0.399,0.370,27.458,0.906,1.077,0.928,0.883,410,303
21,o_27_FinalTH.tif,0.112,0,0,0,9.221,13.173,1.328,0.526,0.271,67.173,0.800,1.941,0.515,0.873,217,304
22,o_27_FinalTH.tif,0.112,0,0,0,16.168,13.228,1.207,0.421,0.339,96.003,0.967,1.240,0.807,0.905,379,306
23,o_27_FinalTH.tif,0.114,0,0,0,7.659,13.308,1.218,0.408,0.356,170.953,0.966,1.148,0.871,0.887,180,308
24,o_27_FinalTH.tif,0.892,0,0,0,14.254,13.749,6.653,1.515,0.750,7.154,0.253,2.022,0.495,0.499,355,309
25,o_27_FinalTH.tif,0.572,0,0,0,8.481,13.740,3.803,0.916,0.795,131.296,0.497,1.153,0.867,0.775,193,311
26,o_27_FinalTH.tif,0.125,0,0,0,10.640,14.153,1.268,0.416,0.383,23.376,0.976,1.086,0.921,0.902,249,328
27,o_27_FinalTH.tif,0.145,0,0,0,13.691,14.392,1.413,0.477,0.386,175.409,0.911,1.235,0.810,0.899,319,334
28,o_27_FinalTH.tif,0.280,0,0,0,10.191,14.737,2.234,0.766,0.466,132.667,0.706,1.645,0.608,0.866,233,337
29,o_27_FinalTH.tif,0.360,0,0,0,11.237,15.807,2.199,0.710,0.646,127.858,0.936,1.099,0.910,0.934,260,364
30,o_27_FinalTH.tif,0.756,0,0,0,13.902,17.018,5.168,2.283,0.422,90.763,0.356,5.413,0.185,0.735,322,373
31,o_27_FinalTH.tif,0.322,0,0,0,12.129,16.800,2.284,0.851,0.482,168.043,0.776,1.767,0.566,0.918,281,389
32,o_27_FinalTH.tif,0.416,0,0,0,12.854,17.812,3.987,1.797,0.295,66.149,0.329,6.097,0.164,0.720,306,400
33,o_27_FinalTH.tif,0.257,0,0,0,13.316,18.651,2.043,0.816,0.401,101.197,0.773,2.037,0.491,0.910,311,429
34,o_27_FinalTH.tif,0.100,0,0,0,14.024,18.761,1.558,0.617,0.205,76.214,0.515,3.006,0.333,0.775,330,434
35,o_27_FinalTH.tif,0.751,0,0,0,13.949,20.279,5.309,1.860,0.514,74.738,0.335,3.619,0.276,0.642,337,453
36,o_27_FinalTH.tif,0.072,0,0,0,11.591,19.736,0.977,0.328,0.281,64.547,0.953,1.170,0.855,0.870,272,460
37,o_27_FinalTH.tif,0.315,0,0,0,12.299,20.484,2.068,0.661,0.607,110.713,0.925,1.089,0.919,0.938,286,474
38,o_27_FinalTH.tif,0.423,0,0,0,12.713,21.022,3.987,1.723,0.313,62.161,0.335,5.508,0.182,0.691,305,474
39,o_27_FinalTH.tif,0.286,0,0,0,13.040,22.152,2.068,0.799,0.455,76.209,0.840,1.755,0.570,0.932,306,512
