Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
c_10_FinalTH.tif,57,37.868,0.664,3.581,0,5.361,1.437,0.460,79.250,0.546,0.727
