Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
c_09_FinalTH.tif,80,39.295,0.491,3.587,0,3.942,1.345,0.413,99.711,0.574,0.757
