 ,Value,Count
1,0,83782
2,1,23371
3,2,8894
4,3,4797
5,4,3176
6,5,2328
7,6,1797
8,7,1460
9,8,1392
10,9,1214
11,10,1115
12,11,1064
13,12,979
14,13,933
15,14,866
16,15,874
17,16,804
18,17,707
19,18,703
20,19,674
21,20,631
22,21,612
23,22,553
24,23,509
25,24,493
26,25,465
27,26,413
28,27,412
29,28,381
30,29,405
31,30,392
32,31,370
33,32,373
34,33,389
35,34,351
36,35,347
37,36,347
38,37,308
39,38,335
40,39,305
41,40,298
42,41,297
43,42,274
44,43,301
45,44,274
46,45,266
47,46,287
48,47,255
49,48,284
50,49,263
51,50,229
52,51,248
53,52,222
54,53,261
55,54,241
56,55,257
57,56,229
58,57,233
59,58,256
60,59,265
61,60,227
62,61,231
63,62,231
64,63,200
65,64,212
66,65,196
67,66,214
68,67,198
69,68,212
70,69,185
71,70,190
72,71,169
73,72,167
74,73,196
75,74,150
76,75,168
77,76,138
78,77,126
79,78,148
80,79,162
81,80,148
82,81,126
83,82,136
84,83,112
85,84,118
86,85,102
87,86,113
88,87,117
89,88,124
90,89,94
91,90,96
92,91,90
93,92,98
94,93,94
95,94,106
96,95,113
97,96,77
98,97,86
99,98,80
100,99,80
101,100,60
102,101,74
103,102,63
104,103,73
105,104,45
106,105,67
107,106,52
108,107,55
109,108,56
110,109,57
111,110,66
112,111,52
113,112,46
114,113,51
115,114,51
116,115,44
117,116,44
118,117,40
119,118,36
120,119,36
121,120,31
122,121,52
123,122,29
124,123,50
125,124,45
126,125,36
127,126,35
128,127,38
129,128,34
130,129,24
131,130,21
132,131,23
133,132,26
134,133,16
135,134,17
136,135,22
137,136,17
138,137,20
139,138,10
140,139,12
141,140,21
142,141,15
143,142,12
144,143,16
145,144,11
146,145,13
147,146,17
148,147,16
149,148,14
150,149,15
151,150,13
152,151,10
153,152,16
154,153,13
155,154,19
156,155,23
157,156,15
158,157,14
159,158,11
160,159,11
161,160,14
162,161,13
163,162,5
164,163,8
165,164,9
166,165,8
167,166,7
168,167,1
169,168,7
170,169,5
171,170,4
172,171,3
173,172,5
174,173,2
175,174,2
176,175,2
177,176,3
178,177,2
179,178,0
180,179,1
181,180,0
182,181,1
183,182,4
184,183,2
185,184,1
186,185,1
187,186,0
188,187,1
189,188,1
190,189,2
191,190,0
192,191,0
193,192,0
194,193,0
195,194,0
196,195,0
197,196,0
198,197,0
199,198,0
200,199,0
201,200,0
202,201,0
203,202,0
204,203,0
205,204,0
206,205,0
207,206,0
208,207,0
209,208,0
210,209,0
211,210,0
212,211,0
213,212,0
214,213,0
215,214,0
216,215,0
217,216,0
218,217,0
219,218,0
220,219,0
221,220,0
222,221,0
223,222,0
224,223,0
225,224,0
226,225,0
227,226,0
228,227,0
229,228,0
230,229,0
231,230,0
232,231,0
233,232,0
234,233,0
235,234,0
236,235,0
237,236,0
238,237,0
239,238,0
240,239,0
241,240,0
242,241,0
243,242,0
244,243,0
245,244,0
246,245,0
247,246,0
248,247,0
249,248,0
250,249,0
251,250,0
252,251,0
253,252,0
254,253,0
255,254,0
256,255,0
