 ,Value,Count
1,0,87110
2,1,20442
3,2,9621
4,3,6632
5,4,5126
6,5,4197
7,6,3329
8,7,2967
9,8,2673
10,9,2244
11,10,1960
12,11,1695
13,12,1656
14,13,1469
15,14,1413
16,15,1261
17,16,1129
18,17,1108
19,18,1002
20,19,941
21,20,936
22,21,804
23,22,831
24,23,770
25,24,770
26,25,735
27,26,669
28,27,703
29,28,665
30,29,654
31,30,595
32,31,623
33,32,522
34,33,572
35,34,498
36,35,481
37,36,457
38,37,502
39,38,528
40,39,455
41,40,459
42,41,428
43,42,405
44,43,393
45,44,379
46,45,331
47,46,339
48,47,332
49,48,306
50,49,302
51,50,327
52,51,307
53,52,304
54,53,286
55,54,292
56,55,291
57,56,265
58,57,239
59,58,242
60,59,265
61,60,258
62,61,226
63,62,236
64,63,258
65,64,215
66,65,235
67,66,232
68,67,215
69,68,198
70,69,225
71,70,187
72,71,175
73,72,212
74,73,194
75,74,189
76,75,169
77,76,172
78,77,175
79,78,167
80,79,169
81,80,143
82,81,165
83,82,168
84,83,161
85,84,142
86,85,135
87,86,129
88,87,137
89,88,141
90,89,136
91,90,123
92,91,102
93,92,140
94,93,123
95,94,119
96,95,110
97,96,130
98,97,128
99,98,122
100,99,88
101,100,103
102,101,120
103,102,107
104,103,105
105,104,111
106,105,103
107,106,100
108,107,104
109,108,98
110,109,76
111,110,104
112,111,80
113,112,78
114,113,88
115,114,81
116,115,67
117,116,76
118,117,66
119,118,48
120,119,69
121,120,51
122,121,55
123,122,57
124,123,53
125,124,51
126,125,46
127,126,55
128,127,48
129,128,47
130,129,45
131,130,52
132,131,44
133,132,33
134,133,37
135,134,41
136,135,28
137,136,31
138,137,35
139,138,35
140,139,21
141,140,26
142,141,40
143,142,26
144,143,25
145,144,15
146,145,18
147,146,22
148,147,20
149,148,20
150,149,23
151,150,14
152,151,19
153,152,13
154,153,13
155,154,12
156,155,15
157,156,16
158,157,12
159,158,10
160,159,14
161,160,5
162,161,7
163,162,13
164,163,14
165,164,14
166,165,10
167,166,9
168,167,7
169,168,10
170,169,6
171,170,12
172,171,4
173,172,8
174,173,8
175,174,6
176,175,4
177,176,8
178,177,7
179,178,15
180,179,7
181,180,3
182,181,4
183,182,8
184,183,7
185,184,9
186,185,3
187,186,4
188,187,2
189,188,4
190,189,2
191,190,6
192,191,2
193,192,7
194,193,3
195,194,4
196,195,3
197,196,3
198,197,2
199,198,4
200,199,1
201,200,0
202,201,1
203,202,0
204,203,0
205,204,0
206,205,0
207,206,0
208,207,0
209,208,0
210,209,0
211,210,0
212,211,0
213,212,0
214,213,0
215,214,0
216,215,0
217,216,0
218,217,0
219,218,0
220,219,0
221,220,0
222,221,0
223,222,0
224,223,0
225,224,0
226,225,0
227,226,0
228,227,0
229,228,0
230,229,0
231,230,0
232,231,0
233,232,0
234,233,0
235,234,0
236,235,0
237,236,0
238,237,0
239,238,0
240,239,0
241,240,0
242,241,0
243,242,0
244,243,0
245,244,0
246,245,0
247,246,0
248,247,0
249,248,0
250,249,0
251,250,0
252,251,0
253,252,0
254,253,0
255,254,0
256,255,0
