 ,Value,Count
1,0,298565
2,1,36887
3,2,15115
4,3,8507
5,4,5042
6,5,3653
7,6,2737
8,7,2185
9,8,1718
10,9,1546
11,10,1393
12,11,1303
13,12,1165
14,13,1032
15,14,977
16,15,874
17,16,839
18,17,814
19,18,792
20,19,790
21,20,770
22,21,743
23,22,762
24,23,688
25,24,626
26,25,649
27,26,594
28,27,604
29,28,562
30,29,544
31,30,499
32,31,511
33,32,492
34,33,501
35,34,435
36,35,449
37,36,427
38,37,456
39,38,408
40,39,406
41,40,379
42,41,384
43,42,371
44,43,362
45,44,371
46,45,355
47,46,356
48,47,342
49,48,368
50,49,343
51,50,349
52,51,337
53,52,330
54,53,301
55,54,315
56,55,261
57,56,305
58,57,315
59,58,302
60,59,249
61,60,284
62,61,265
63,62,276
64,63,265
65,64,253
66,65,268
67,66,256
68,67,264
69,68,293
70,69,264
71,70,248
72,71,253
73,72,256
74,73,260
75,74,241
76,75,269
77,76,232
78,77,262
79,78,241
80,79,247
81,80,239
82,81,219
83,82,227
84,83,237
85,84,245
86,85,226
87,86,210
88,87,222
89,88,208
90,89,215
91,90,210
92,91,208
93,92,186
94,93,161
95,94,171
96,95,179
97,96,181
98,97,169
99,98,172
100,99,175
101,100,173
102,101,172
103,102,184
104,103,150
105,104,171
106,105,171
107,106,151
108,107,161
109,108,136
110,109,146
111,110,155
112,111,175
113,112,132
114,113,130
115,114,129
116,115,144
117,116,109
118,117,129
119,118,124
120,119,125
121,120,127
122,121,132
123,122,118
124,123,102
125,124,101
126,125,114
127,126,85
128,127,102
129,128,96
130,129,96
131,130,100
132,131,81
133,132,90
134,133,75
135,134,81
136,135,79
137,136,78
138,137,76
139,138,66
140,139,57
141,140,69
142,141,73
143,142,54
144,143,65
145,144,70
146,145,50
147,146,65
148,147,53
149,148,60
150,149,47
151,150,39
152,151,34
153,152,36
154,153,39
155,154,29
156,155,31
157,156,35
158,157,31
159,158,28
160,159,20
161,160,28
162,161,19
163,162,23
164,163,25
165,164,11
166,165,14
167,166,19
168,167,15
169,168,18
170,169,13
171,170,4
172,171,7
173,172,15
174,173,9
175,174,16
176,175,9
177,176,14
178,177,3
179,178,3
180,179,13
181,180,3
182,181,9
183,182,10
184,183,3
185,184,10
186,185,8
187,186,11
188,187,4
189,188,5
190,189,8
191,190,6
192,191,8
193,192,4
194,193,8
195,194,5
196,195,6
197,196,6
198,197,3
199,198,10
200,199,4
201,200,4
202,201,3
203,202,0
204,203,3
205,204,5
206,205,6
207,206,2
208,207,3
209,208,3
210,209,3
211,210,4
212,211,4
213,212,4
214,213,2
215,214,3
216,215,2
217,216,3
218,217,1
219,218,5
220,219,2
221,220,1
222,221,1
223,222,2
224,223,1
225,224,2
226,225,4
227,226,2
228,227,0
229,228,0
230,229,1
231,230,1
232,231,1
233,232,1
234,233,3
235,234,0
236,235,0
237,236,0
238,237,0
239,238,0
240,239,0
241,240,0
242,241,0
243,242,0
244,243,0
245,244,0
246,245,0
247,246,0
248,247,0
249,248,0
250,249,0
251,250,0
252,251,0
253,252,0
254,253,0
255,254,0
256,255,0
