 ,Value,Count
1,0,376866
2,1,34289
3,2,11599
4,3,7228
5,4,5267
6,5,4154
7,6,3176
8,7,2635
9,8,2245
10,9,2013
11,10,1747
12,11,1547
13,12,1423
14,13,1279
15,14,1165
16,15,1101
17,16,1060
18,17,989
19,18,946
20,19,886
21,20,956
22,21,909
23,22,863
24,23,852
25,24,767
26,25,875
27,26,825
28,27,758
29,28,825
30,29,734
31,30,703
32,31,693
33,32,686
34,33,644
35,34,673
36,35,644
37,36,614
38,37,603
39,38,600
40,39,573
41,40,558
42,41,561
43,42,532
44,43,508
45,44,482
46,45,524
47,46,499
48,47,457
49,48,440
50,49,448
51,50,489
52,51,503
53,52,484
54,53,487
55,54,444
56,55,418
57,56,422
58,57,410
59,58,415
60,59,404
61,60,407
62,61,391
63,62,452
64,63,403
65,64,368
66,65,363
67,66,405
68,67,379
69,68,371
70,69,397
71,70,389
72,71,377
73,72,351
74,73,348
75,74,310
76,75,369
77,76,364
78,77,369
79,78,339
80,79,281
81,80,353
82,81,285
83,82,329
84,83,301
85,84,312
86,85,272
87,86,265
88,87,293
89,88,315
90,89,276
91,90,265
92,91,268
93,92,270
94,93,229
95,94,275
96,95,251
97,96,222
98,97,232
99,98,232
100,99,220
101,100,215
102,101,198
103,102,253
104,103,203
105,104,175
106,105,209
107,106,214
108,107,196
109,108,168
110,109,172
111,110,157
112,111,177
113,112,169
114,113,168
115,114,154
116,115,159
117,116,138
118,117,138
119,118,149
120,119,146
121,120,136
122,121,126
123,122,127
124,123,116
125,124,128
126,125,105
127,126,104
128,127,116
129,128,106
130,129,120
131,130,120
132,131,80
133,132,90
134,133,91
135,134,85
136,135,91
137,136,88
138,137,77
139,138,70
140,139,82
141,140,93
142,141,82
143,142,64
144,143,74
145,144,71
146,145,63
147,146,70
148,147,57
149,148,67
150,149,62
151,150,72
152,151,71
153,152,67
154,153,61
155,154,60
156,155,52
157,156,81
158,157,54
159,158,59
160,159,67
161,160,58
162,161,67
163,162,48
164,163,41
165,164,57
166,165,53
167,166,52
168,167,37
169,168,41
170,169,44
171,170,38
172,171,39
173,172,41
174,173,35
175,174,39
176,175,31
177,176,33
178,177,37
179,178,26
180,179,20
181,180,26
182,181,23
183,182,27
184,183,27
185,184,26
186,185,17
187,186,22
188,187,25
189,188,14
190,189,17
191,190,17
192,191,20
193,192,11
194,193,15
195,194,9
196,195,19
197,196,13
198,197,10
199,198,12
200,199,18
201,200,6
202,201,5
203,202,7
204,203,6
205,204,9
206,205,14
207,206,7
208,207,7
209,208,12
210,209,8
211,210,9
212,211,14
213,212,11
214,213,7
215,214,6
216,215,6
217,216,4
218,217,7
219,218,5
220,219,4
221,220,7
222,221,8
223,222,6
224,223,8
225,224,3
226,225,6
227,226,4
228,227,5
229,228,8
230,229,11
231,230,5
232,231,11
233,232,4
234,233,5
235,234,0
236,235,6
237,236,6
238,237,1
239,238,1
240,239,5
241,240,0
242,241,1
243,242,3
244,243,4
245,244,3
246,245,1
247,246,4
248,247,1
249,248,0
250,249,0
251,250,0
252,251,0
253,252,1
254,253,0
255,254,0
256,255,3
