 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,6,3,3,7,85,0.800,3,0,1.332
2,0,0,1,0,0,0.000,0,0,0.000
3,184,107,44,196,3221,0.957,104,3,7.025
4,3,1,3,3,71,1.283,1,0,2.412
5,1,0,2,0,8,0.418,0,0,0.418
6,0,0,1,0,0,0.000,0,0,0.000
7,1,0,2,0,1,0.085,0,0,0.085
8,1,0,2,0,0,0.043,0,0,0.043
9,1,0,2,0,2,0.163,0,0,0.163
10,1,0,2,0,8,0.418,0,0,0.418
11,1,0,2,0,12,0.623,0,0,0.623
12,1,0,2,0,0,0.043,0,0,0.043
13,5,2,4,4,93,0.971,2,0,1.848
14,1,0,2,0,5,0.290,0,0,0.290
15,1,0,2,0,61,3.007,0,0,3.007
16,1,0,2,0,0,0.060,0,0,0.060
17,1,0,2,0,12,0.641,0,0,0.641
18,1,0,2,0,8,0.489,0,0,0.489
19,1,0,2,0,29,1.487,0,0,1.487
20,0,0,1,0,0,0.000,0,0,0.000
21,0,0,1,0,0,0.000,0,0,0.000
22,1,0,2,0,12,0.641,0,0,0.641
23,1,0,2,0,34,1.841,0,0,1.841
24,1,0,2,0,35,1.760,0,0,1.760
25,1,0,2,0,3,0.205,0,0,0.205
26,6,3,3,5,231,1.882,3,0,5.172
27,1,0,2,0,0,0.060,0,0,0.060
28,1,0,2,0,25,1.282,0,0,1.282
29,1,0,2,0,7,0.446,0,0,0.446
