Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,2.223,17.422,3.612,0.106,-1.000,28.985,31.233,1.075,3.470,0.000,3.600,30.361,2.309,1.905,30.361,2.309,1.905,2.024,1.323,0.689,-62.842,53.413,-96.367,1.530,2.939,1.921,30.451,2.737,0.800,0.130
2,19.392,107.396,11.659,0.034,-6.000,29.522,35.534,1.955,8.358,0.000,4.800,32.286,5.437,2.168,32.286,5.437,2.168,4.063,2.670,1.534,48.662,-7.249,54.843,1.522,2.649,1.741,32.699,5.230,0.000,0.293
3,79.896,449.758,51.156,0.008,-62.000,5.865,19.405,5.865,25.710,0.000,4.800,12.095,15.436,2.327,12.095,15.436,2.327,12.806,5.358,2.744,-62.844,0.775,-174.213,2.390,4.667,1.952,9.531,16.325,0.000,0.277
4,0.138,1.450,0.445,0.703,1.000,29.034,29.522,9.922,10.411,0.000,1.200,29.270,10.155,0.747,29.270,10.155,0.747,0.840,0.289,0.279,51.314,-83.641,-1.569,2.908,3.014,1.036,29.229,10.069,0.000,0.130
5,2.767,17.833,3.714,0.153,0.000,23.657,26.150,10.949,13.588,0.000,2.000,25.190,12.146,0.834,25.190,12.146,0.834,1.576,1.197,0.895,-47.928,-8.223,116.147,1.317,1.761,1.338,25.270,12.659,0.000,0.228
6,38.879,252.820,36.282,0.011,-26.500,13.637,28.056,12.611,23.070,0.000,4.800,20.370,18.329,2.311,20.370,18.329,2.311,8.767,3.462,2.683,41.488,0.014,20.258,2.532,3.268,1.290,24.048,20.724,4.400,0.261
7,4.022,26.725,4.363,0.096,0.000,0.929,3.812,13.979,17.743,0.000,2.400,2.393,15.972,0.987,2.393,15.972,0.987,2.015,1.442,0.946,72.301,3.060,-65.760,1.397,2.130,1.525,2.933,16.814,0.000,0.212
8,2.008,14.808,2.755,0.140,0.500,18.476,20.969,13.881,15.934,0.000,4.800,20.033,14.926,2.601,20.033,14.926,2.601,3.152,0.794,0.536,-41.366,68.048,-77.895,3.967,5.884,1.483,19.747,15.054,4.400,0.212
9,0.655,4.671,0.797,0.476,3.000,23.266,24.048,14.419,15.397,0.000,2.000,23.694,14.939,1.149,23.694,14.939,1.149,1.348,0.497,0.353,14.987,81.021,164.909,2.712,3.814,1.406,23.755,14.908,0.000,0.196
10,49.239,300.011,39.536,0.010,-47.000,23.852,37.392,12.757,27.030,0.000,4.400,31.858,21.607,1.936,31.858,21.607,1.936,10.353,3.845,2.061,-43.495,0.670,167.645,2.693,5.024,1.866,36.463,16.130,0.000,0.293
