Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,1.082,7.372,0.932,0.330,0.000,17.401,18.525,3.128,4.057,0.000,3.200,18.006,3.545,1.927,18.006,3.545,1.927,1.767,0.561,0.369,0.902,-79.912,123.579,3.147,4.790,1.522,18.134,3.519,2.000,0.179
2,0.369,3.974,0.848,0.245,1.000,21.066,22.093,3.617,4.497,0.000,2.400,21.601,4.112,1.402,21.601,4.112,1.402,1.649,0.458,0.259,-40.717,73.193,-109.518,3.600,6.373,1.770,21.800,3.861,0.000,0.130
3,0.318,2.572,0.608,0.673,1.000,15.739,16.619,6.745,7.429,0.000,1.200,16.148,7.083,0.497,16.148,7.083,0.497,0.798,0.413,0.352,-30.582,-70.455,99.199,1.932,2.264,1.172,15.934,6.941,0.000,0.130
4,88.539,547.247,75.306,0.005,-40.500,4.301,18.623,7.820,23.315,0.000,4.800,9.590,16.458,2.373,9.590,16.458,2.373,9.153,5.188,2.896,68.890,-1.841,2.252,1.764,3.161,1.791,7.283,19.258,4.400,0.293
5,0.247,2.145,0.455,0.697,2.000,22.777,23.413,9.140,9.727,0.000,1.200,23.104,9.445,0.629,23.104,9.445,0.629,0.832,0.370,0.295,-24.119,88.384,-73.038,2.247,2.818,1.254,23.070,9.385,0.000,0.179
6,0.083,1.016,0.420,0.746,1.000,21.311,21.800,9.482,10.020,0.000,0.800,21.550,9.767,0.324,21.550,9.767,0.324,0.598,0.305,0.251,68.207,74.995,12.379,1.958,2.378,1.215,21.555,9.678,0.000,0.081
7,0.187,1.750,0.548,0.740,1.000,20.284,21.066,9.678,10.362,0.000,0.800,20.642,10.016,0.382,20.642,10.016,0.382,0.614,0.524,0.239,-34.477,70.370,-86.743,1.172,2.567,2.190,20.773,9.824,0.000,0.130
8,0.960,7.013,0.680,0.302,8.500,14.419,15.543,10.118,11.584,0.000,2.000,15.029,10.835,0.794,15.029,10.835,0.794,1.088,0.718,0.466,20.650,74.952,-17.838,1.515,2.333,1.540,14.859,10.753,0.000,0.179
9,66.360,415.293,56.846,0.007,-53.500,14.712,27.469,10.558,21.262,0.000,4.800,22.514,15.685,2.171,22.514,15.685,2.171,6.760,5.317,2.853,-20.395,0.007,-170.933,1.271,2.369,1.863,26.150,13.344,0.000,0.261
10,0.157,1.407,0.466,0.997,1.000,8.114,8.651,12.024,12.611,0.000,0.800,8.389,12.305,0.400,8.389,12.305,0.400,0.612,0.323,0.310,42.991,80.017,100.985,1.893,1.976,1.044,8.309,12.220,0.000,0.130
11,2.182,13.531,2.195,0.217,1.000,4.692,7.820,12.122,13.784,0.000,2.000,6.175,13.064,0.830,6.175,13.064,0.830,1.897,1.180,0.685,14.020,-10.336,-108.782,1.608,2.769,1.722,6.256,13.295,0.000,0.212
12,0.436,4.060,0.784,0.321,0.000,17.156,18.378,12.220,13.148,0.000,1.600,17.894,12.701,0.769,17.894,12.701,0.769,1.058,0.684,0.263,-81.362,83.077,-139.073,1.546,4.021,2.601,17.889,12.659,0.000,0.147
13,0.308,2.540,0.526,0.654,2.000,10.020,10.607,13.784,14.370,0.000,1.600,10.319,14.070,0.773,10.319,14.070,0.773,1.069,0.341,0.298,75.872,82.237,2.667,3.132,3.584,1.144,10.264,14.077,0.000,0.196
14,0.159,1.864,0.623,0.439,1.000,13.637,14.566,14.223,14.712,0.000,1.600,14.021,14.466,0.981,14.021,14.466,0.981,1.121,0.295,0.276,-2.542,65.930,-96.727,3.794,4.061,1.070,14.370,14.419,0.000,0.081
15,2.879,18.594,2.239,0.146,2.500,12.220,16.032,16.570,18.329,0.000,2.400,14.104,17.339,0.900,14.104,17.339,0.900,2.245,1.250,0.603,11.162,2.337,105.110,1.796,3.726,2.075,15.592,17.547,0.000,0.228
16,0.830,6.111,1.025,0.342,1.000,10.949,12.073,17.987,19.014,0.000,2.800,11.549,18.543,1.446,11.549,18.543,1.446,1.317,0.545,0.441,-63.760,81.653,-163.766,2.416,2.988,1.237,11.340,18.427,0.000,0.130
17,6.053,35.347,3.306,0.094,-2.000,13.148,17.987,18.231,19.551,0.000,4.800,15.678,18.960,2.731,15.678,18.960,2.731,3.680,1.370,0.605,-1.771,-49.360,85.798,2.686,6.082,2.265,15.445,18.916,2.400,0.212
18,0.439,3.237,0.668,0.641,1.000,16.032,16.961,19.893,20.773,0.000,1.200,16.495,20.353,0.605,16.495,20.353,0.605,0.870,0.564,0.315,-79.870,-77.310,131.991,1.541,2.762,1.792,16.570,20.284,0.000,0.179
19,1.498,10.481,1.441,0.221,0.000,9.091,11.046,20.235,21.262,0.000,3.600,10.177,20.848,1.423,10.177,20.848,1.423,1.877,0.887,0.362,-39.796,-83.295,150.551,2.117,5.184,2.449,10.118,20.969,0.000,0.228
20,0.314,3.274,0.794,0.319,1.000,20.235,21.115,20.675,21.555,0.000,2.400,20.721,21.175,1.117,20.721,21.175,1.117,1.476,0.373,0.311,-43.012,-72.955,153.560,3.952,4.747,1.201,20.578,21.213,0.000,0.130
21,0.547,4.858,0.862,0.295,1.000,13.539,14.566,22.337,23.217,0.000,2.400,14.096,22.702,1.184,14.096,22.702,1.184,1.548,0.549,0.284,-65.296,-77.645,141.608,2.820,5.457,1.935,14.223,22.777,0.000,0.130
22,0.094,1.317,0.549,0.434,1.000,16.863,17.889,24.146,24.586,0.000,0.800,17.359,24.362,0.257,17.359,24.362,0.257,0.595,0.498,0.209,-17.552,25.905,-98.885,1.194,2.843,2.380,17.352,24.243,0.000,0.081
23,0.239,3.046,1.269,0.228,-1.500,4.399,5.425,9.971,11.046,0.400,2.000,4.948,10.433,1.144,4.948,10.433,1.144,1.033,0.506,0.305,49.950,59.424,14.505,2.043,3.390,1.659,4.986,10.704,0.400,0.081
24,1.305,8.426,1.001,0.322,7.000,27.372,28.398,11.437,12.757,0.400,4.000,27.976,12.014,2.464,27.976,12.014,2.464,1.667,0.595,0.448,75.270,78.320,-83.688,2.803,3.725,1.329,28.007,12.220,2.000,0.179
25,0.097,1.401,0.490,0.383,1.000,3.861,4.546,14.468,14.908,0.800,2.000,4.167,14.699,1.459,4.167,14.699,1.459,0.786,0.349,0.229,10.863,-69.361,56.571,2.253,3.436,1.525,3.959,14.566,0.800,0.081
26,0.651,5.167,1.024,0.347,0.000,22.582,23.657,4.937,5.865,1.200,3.600,23.120,5.428,2.376,23.120,5.428,2.376,1.293,0.496,0.448,-45.447,-77.732,143.661,2.608,2.884,1.106,22.924,5.279,2.000,0.130
27,1.003,6.412,0.693,0.432,-1.000,11.828,13.099,18.818,19.600,1.200,3.600,12.515,19.214,2.647,12.515,19.214,2.647,1.264,0.634,0.406,-5.097,81.116,-104.950,1.994,3.116,1.562,12.611,19.209,2.400,0.179
28,0.212,2.594,0.686,0.292,1.000,27.323,28.545,14.615,15.103,1.600,3.600,27.894,14.801,2.868,27.894,14.801,2.868,1.358,0.384,0.260,-3.880,65.901,-86.193,3.540,5.225,1.476,28.056,14.712,2.400,0.114
29,1.233,10.416,1.371,0.152,6.000,3.177,4.448,18.378,20.138,1.600,4.800,3.694,18.939,3.598,3.694,18.939,3.598,1.828,0.832,0.585,-61.532,74.111,-98.564,2.196,3.126,1.423,3.373,18.867,4.400,0.196
30,0.060,0.942,0.328,0.490,1.000,6.599,6.990,15.348,15.690,2.000,3.200,6.807,15.481,2.594,6.807,15.481,2.594,0.882,0.227,0.198,52.933,-82.013,39.250,3.882,4.458,1.148,6.696,15.397,2.000,0.081
