Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,188.223,1259.831,173.163,0.002,-183.500,1.026,21.311,0.489,21.751,0.000,4.800,11.628,9.687,2.304,11.628,9.687,2.304,12.583,11.427,2.858,-56.244,-1.599,178.897,1.101,4.402,3.998,12.953,6.305,0.000,0.326
2,0.072,1.165,0.698,0.367,1.000,18.280,18.623,2.835,3.715,0.000,0.800,18.453,3.310,0.232,18.453,3.310,0.232,0.596,0.451,0.202,-83.685,22.349,-89.381,1.320,2.952,2.237,18.427,2.933,0.000,0.081
3,0.348,3.378,0.792,0.355,1.000,14.566,15.543,5.132,6.012,0.000,2.000,14.990,5.584,0.978,14.990,5.584,0.978,1.166,0.563,0.235,-43.640,-77.706,91.871,2.070,4.967,2.399,14.908,5.572,0.400,0.130
4,0.081,1.214,0.312,0.417,1.000,7.185,7.576,5.425,5.719,0.000,2.000,7.391,5.586,1.240,7.391,5.586,1.240,0.952,0.233,0.196,-14.123,-87.368,80.840,4.086,4.864,1.190,7.381,5.572,1.200,0.114
5,0.419,3.752,0.777,0.375,1.000,18.378,19.356,5.768,6.550,0.000,2.000,18.853,6.064,1.038,18.853,6.064,1.038,1.252,0.487,0.279,41.558,-73.245,71.890,2.572,4.481,1.742,18.671,5.914,0.000,0.163
6,0.621,5.224,0.926,0.306,2.000,2.102,2.786,7.478,8.554,0.000,2.400,2.411,7.967,1.404,2.411,7.967,1.404,1.535,0.530,0.302,-24.280,-87.363,43.583,2.898,5.092,1.757,2.346,7.967,0.000,0.147
7,1.744,12.582,2.315,0.173,1.000,5.328,6.990,7.918,10.411,0.000,2.000,6.104,9.236,0.869,6.104,9.236,0.869,1.434,1.154,0.621,-73.471,10.339,-86.327,1.243,2.307,1.856,5.914,8.847,0.000,0.179
8,3.526,27.495,5.704,0.068,-0.500,9.580,13.881,8.065,12.953,0.000,2.800,11.410,10.267,1.095,11.410,10.267,1.095,3.651,1.462,0.913,-58.503,-7.810,83.212,2.497,4.001,1.602,12.171,8.798,0.000,0.196
9,2.633,19.271,3.248,0.110,1.000,12.953,15.836,8.016,9.971,0.000,4.400,14.471,9.057,2.344,14.471,9.057,2.344,2.683,1.310,0.616,55.384,67.408,-41.662,2.048,4.354,2.126,14.761,9.580,0.000,0.212
10,2.087,14.289,2.888,0.169,1.000,6.061,8.016,9.336,12.366,0.000,2.400,6.975,10.879,1.108,6.975,10.879,1.108,1.701,1.399,0.590,-66.089,23.920,-114.108,1.215,2.882,2.371,7.674,10.020,0.000,0.179
11,5.223,34.909,6.443,0.073,0.000,7.820,13.881,10.753,15.201,0.000,2.800,11.422,13.201,1.214,11.422,13.201,1.214,3.756,2.025,1.339,-32.675,-4.311,172.868,1.855,2.805,1.512,11.780,14.126,0.000,0.228
12,2.150,15.279,2.233,0.147,2.500,6.061,8.114,11.877,14.028,0.000,2.400,7.211,13.109,1.007,7.211,13.109,1.007,1.362,0.961,0.925,-16.422,53.146,-77.303,1.418,1.473,1.038,7.429,13.050,0.000,0.179
13,0.399,3.079,0.717,0.619,1.000,8.358,9.042,12.171,13.002,0.000,1.600,8.749,12.580,0.784,8.749,12.580,0.784,0.980,0.414,0.363,-77.002,-79.008,-48.757,2.368,2.702,1.141,8.651,12.562,0.000,0.179
14,0.144,1.705,0.714,0.475,1.000,17.645,18.085,14.761,15.543,0.000,0.800,17.839,15.159,0.335,17.839,15.159,0.335,0.590,0.475,0.247,-58.842,83.305,67.861,1.241,2.391,1.926,17.792,15.299,0.000,0.130
15,1.600,11.130,1.593,0.210,-1.000,14.957,16.863,18.476,19.600,0.000,2.800,15.775,19.118,1.528,15.775,19.118,1.528,1.635,0.848,0.511,0.660,-64.557,89.874,1.928,3.203,1.661,15.299,19.062,1.200,0.179
16,5.944,41.647,7.003,0.055,1.500,7.429,13.002,19.062,22.337,0.000,4.800,9.763,20.435,2.127,9.763,20.435,2.127,3.036,2.426,1.054,29.564,75.105,-46.053,1.252,2.882,2.302,9.922,20.871,0.000,0.212
17,1.350,10.517,2.265,0.177,1.000,10.607,12.317,24.292,26.345,0.000,2.800,11.370,25.532,1.632,11.370,25.532,1.632,1.703,0.957,0.723,53.857,56.299,-73.495,1.778,2.356,1.325,11.095,25.368,1.200,0.130
18,0.061,0.779,0.458,0.894,1.000,11.291,11.780,25.612,26.150,0.000,0.400,11.537,25.903,0.200,11.537,25.903,0.200,0.408,0.359,0.242,0.000,-90.000,-141.319,1.138,1.685,1.480,11.535,25.759,0.000,0.081
19,0.398,3.096,0.786,0.602,1.000,7.820,8.749,10.704,11.633,0.400,2.000,8.251,11.221,1.521,8.251,11.221,1.521,0.869,0.474,0.403,-23.842,-68.283,165.068,1.833,2.154,1.175,8.212,11.291,1.200,0.130
20,0.086,1.263,0.398,0.415,1.000,9.385,10.118,14.272,14.566,0.400,1.600,9.797,14.411,1.022,9.797,14.411,1.022,0.768,0.367,0.195,13.333,-68.733,72.403,2.093,3.938,1.881,9.482,14.370,0.400,0.081
21,0.686,5.627,0.943,0.299,1.000,15.152,16.130,20.040,20.822,0.400,3.600,15.637,20.468,2.149,15.637,20.468,2.149,1.765,0.518,0.321,24.610,87.277,-35.380,3.406,5.502,1.615,15.641,20.480,2.000,0.163
22,0.147,1.905,0.530,0.354,1.000,12.220,12.708,24.879,25.465,0.400,2.400,12.477,25.121,1.803,12.477,25.121,1.803,0.987,0.343,0.240,-48.182,-87.332,83.452,2.879,4.108,1.427,12.464,25.074,1.600,0.130
23,0.312,2.874,0.747,0.463,0.000,10.264,10.998,0.391,1.222,0.800,2.400,10.620,0.851,1.669,10.620,0.851,1.669,1.024,0.394,0.325,47.352,-77.568,-5.667,2.601,3.155,1.213,10.704,0.733,1.600,0.130
24,0.119,1.649,0.540,0.360,1.000,6.256,7.087,18.623,19.209,0.800,2.000,6.668,18.976,1.458,6.668,18.976,1.458,0.717,0.510,0.212,-4.247,71.370,-121.139,1.406,3.382,2.405,6.941,18.965,0.800,0.081
25,0.425,4.425,0.764,0.236,2.000,15.934,17.058,0.929,2.151,1.200,2.800,16.467,1.528,2.068,16.467,1.528,2.068,1.069,0.742,0.273,-42.866,43.301,-88.023,1.441,3.923,2.723,16.179,1.808,2.000,0.130
26,0.064,0.938,0.359,0.562,1.000,12.855,13.441,4.888,5.230,1.200,2.000,13.159,5.087,1.597,13.159,5.087,1.597,0.629,0.308,0.207,-9.621,-72.143,104.179,2.038,3.044,1.493,13.050,5.034,1.200,0.081
27,0.170,1.809,0.570,0.553,1.000,19.844,20.675,9.385,9.971,1.200,2.400,20.263,9.676,1.874,20.263,9.676,1.874,0.838,0.374,0.284,-13.838,-71.697,92.055,2.238,2.950,1.318,20.235,9.727,1.600,0.114
28,0.465,3.725,0.520,0.474,3.000,8.163,8.945,27.274,28.056,1.200,3.200,8.544,27.708,2.189,8.544,27.708,2.189,1.127,0.474,0.300,68.191,-86.701,-28.591,2.376,3.754,1.580,8.407,27.665,1.600,0.130
29,0.123,1.477,0.735,0.534,0.000,3.226,4.301,13.490,14.321,1.600,2.000,3.788,13.836,1.800,3.788,13.836,1.800,0.798,0.408,0.259,30.481,-1.398E-26,90.000,1.954,3.079,1.575,3.421,13.539,1.600,0.081
30,0.120,1.399,0.411,0.598,1.000,12.953,13.490,3.861,4.350,2.000,3.200,13.227,4.097,2.613,13.227,4.097,2.613,0.848,0.280,0.232,-54.168,77.006,-117.956,3.033,3.658,1.206,13.197,3.959,2.000,0.081
31,0.124,1.370,0.372,0.679,1.000,11.535,12.024,4.888,5.279,2.000,3.200,11.782,5.075,2.646,11.782,5.075,2.646,0.825,0.282,0.230,89.234,-87.099,-7.834,2.921,3.586,1.228,11.731,5.034,2.400,0.130
32,0.097,1.152,0.390,0.702,1.000,9.287,9.727,25.417,25.856,2.000,3.200,9.502,25.627,2.827,9.502,25.627,2.827,0.667,0.283,0.251,5.284,-84.644,164.910,2.359,2.653,1.125,9.433,25.514,2.400,0.081
