Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,0.222,2.217,0.724,0.510,1.000,10.460,11.340,0.831,1.808,0.000,0.800,10.916,1.302,0.416,10.916,1.302,0.416,0.723,0.604,0.229,49.138,-9.919,-96.787,1.197,3.155,2.636,10.607,0.978,0.000,0.114
2,2.646,26.026,6.860,0.045,-3.000,5.328,9.433,1.906,5.328,0.000,4.400,7.293,3.627,2.026,7.293,3.627,2.026,3.043,1.516,0.976,37.893,-52.739,-20.256,2.006,3.119,1.554,6.403,2.542,0.000,0.130
3,202.258,1464.514,250.067,0.001,-215.000,1.271,23.559,2.151,23.999,0.000,4.800,11.232,12.615,2.274,11.232,12.615,2.274,11.427,10.192,2.865,-41.968,-0.238,-178.974,1.121,3.988,3.557,15.397,9.531,0.000,0.277
4,0.653,5.529,1.175,0.285,0.000,12.171,13.441,4.937,6.208,0.000,1.600,12.771,5.376,0.734,12.771,5.376,0.734,1.092,0.641,0.538,-34.269,59.622,-151.735,1.703,2.030,1.192,12.757,5.230,0.000,0.179
5,0.186,1.752,0.592,0.731,1.500,8.554,9.140,5.670,6.501,0.000,0.800,8.861,6.068,0.403,8.861,6.068,0.403,0.629,0.475,0.253,68.942,65.898,-78.346,1.326,2.485,1.874,8.700,5.914,0.000,0.130
6,2.013,15.296,3.236,0.128,1.000,19.062,20.969,6.843,10.216,0.000,2.400,19.871,8.521,1.166,19.871,8.521,1.166,2.403,1.284,0.585,70.370,-8.117,-89.321,1.872,4.104,2.193,19.502,7.772,0.000,0.147
7,0.327,3.630,1.018,0.253,1.000,12.024,12.757,7.967,9.140,0.000,2.400,12.374,8.543,1.223,12.374,8.543,1.223,1.414,0.507,0.306,73.870,63.827,-84.008,2.790,4.613,1.654,12.464,8.945,0.000,0.130
8,0.161,1.738,0.605,0.556,1.000,11.682,12.268,10.216,10.998,0.000,1.200,11.967,10.656,0.464,11.967,10.656,0.464,0.811,0.361,0.279,65.899,69.761,-60.657,2.248,2.911,1.295,11.926,10.607,0.000,0.130
9,3.436,22.671,2.718,0.115,0.000,12.220,14.468,10.020,11.828,0.000,4.800,13.446,10.910,2.345,13.446,10.910,2.345,2.761,0.893,0.748,-4.075,-75.167,90.313,3.091,3.692,1.194,13.099,10.704,0.000,0.196
10,0.225,1.939,0.524,0.783,1.000,8.065,8.700,10.509,11.144,0.000,1.200,8.374,10.830,0.459,8.374,10.830,0.459,0.706,0.355,0.344,-25.728,-76.896,148.695,1.986,2.053,1.034,8.260,10.655,0.000,0.130
