Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,13.873,77.062,10.167,0.048,-4.500,29.278,34.703,2.395,8.700,0,3.600,32.385,5.541,1.354,32.385,5.541,1.354,4.125,2.242,1.604,60.989,-12.229,8.808,1.840,2.571,1.398,31.233,4.008,0.000,0.277
2,1.691,11.702,2.941,0.202,1.000,16.521,20.969,2.493,5.377,0,0.800,18.634,4.086,0.422,18.634,4.086,0.422,3.143,0.705,0.444,26.358,-0.573,48.078,4.456,7.085,1.590,18.280,3.812,0.000,0.130
3,3.926,28.810,6.770,0.073,-1.000,17.938,22.728,3.030,7.967,0,2.400,20.723,5.725,1.052,20.723,5.725,1.052,3.068,1.631,0.983,-54.260,-16.602,159.356,1.881,3.119,1.659,21.409,4.839,0.000,0.179
4,0.670,5.083,1.210,0.387,2.500,23.266,24.341,4.643,6.305,0,1.200,23.804,5.402,0.636,23.804,5.402,0.636,1.110,0.636,0.408,79.853,-45.041,-31.131,1.746,2.720,1.558,23.657,5.132,0.000,0.130
5,11.934,78.654,14.106,0.033,-7.000,6.647,11.535,4.643,13.637,0,2.800,8.743,9.131,1.289,8.743,9.131,1.289,5.090,2.424,1.245,-75.661,5.852,-159.591,2.100,4.088,1.947,7.185,8.749,0.000,0.179
6,61.258,411.671,77.110,0.006,-130.500,8.847,26.345,4.448,17.889,0,4.400,15.896,11.606,1.749,15.896,11.606,1.749,9.570,5.271,1.937,-42.642,-0.968,-171.552,1.815,4.939,2.721,15.445,7.087,0.000,0.228
7,0.181,2.843,1.260,0.161,1.500,27.225,28.349,4.155,5.474,0,1.600,27.756,4.833,0.818,27.756,4.833,0.818,0.934,0.836,0.246,-52.689,3.981,79.327,1.117,3.800,3.404,27.518,5.328,0.000,0.081
8,1.093,7.649,1.041,0.302,6.000,29.522,30.744,4.986,6.403,0,2.000,30.154,5.721,0.974,30.154,5.721,0.974,1.251,0.803,0.453,-68.831,-79.295,104.772,1.558,2.760,1.771,30.158,5.670,0.000,0.179
9,0.231,2.286,0.701,0.506,1.000,26.003,26.687,5.572,6.256,0,1.200,26.357,5.960,0.744,26.357,5.960,0.744,0.791,0.422,0.321,-13.995,-85.052,76.873,1.873,2.463,1.315,26.296,5.963,0.400,0.130
10,0.063,0.731,0.439,1.153,1.000,18.085,18.427,9.287,9.922,0,0.400,18.245,9.591,0.200,18.245,9.591,0.200,0.408,0.364,0.238,0.000,-90.000,-178.925,1.120,1.718,1.534,18.183,9.385,0.000,0.081
11,0.340,3.307,1.694,0.362,1.000,11.535,12.904,9.873,11.682,0,0.400,12.167,10.700,0.200,12.167,10.700,0.200,1.348,0.408,0.406,-58.758,-0.000,90.000,3.303,3.323,1.006,12.268,9.922,0.000,0.081
12,3.803,25.943,5.342,0.094,-1.000,35.437,38.760,9.727,12.513,0,3.200,37.056,11.007,1.217,37.056,11.007,1.217,1.967,1.406,1.294,-23.317,36.695,-143.822,1.399,1.521,1.087,38.174,10.264,0.000,0.228
13,0.283,2.515,1.037,0.569,-2.000,8.651,10.069,10.362,11.193,0,0.400,9.314,10.774,0.200,9.314,10.774,0.200,0.903,0.408,0.369,-17.618,-0.000,90.000,2.212,2.451,1.108,9.873,10.411,0.000,0.081
14,0.262,2.702,1.466,0.393,0.500,6.892,7.576,10.998,12.806,0,0.400,7.247,11.964,0.200,7.247,11.964,0.200,1.211,0.408,0.388,-90.124,-0.000,90.000,2.966,3.123,1.053,6.990,11.046,0.000,0.081
15,1.338,8.672,1.599,0.310,2.000,9.727,11.291,11.095,12.953,0,1.200,10.511,11.924,0.743,10.511,11.924,0.743,1.106,0.806,0.690,70.648,-15.230,34.449,1.371,1.601,1.168,10.411,11.389,0.000,0.179
16,0.603,5.751,2.497,0.216,1.000,9.336,13.539,11.877,13.490,0,0.400,11.387,12.793,0.200,11.387,12.793,0.200,2.869,0.634,0.408,-15.995,-0.000,0.000,4.526,7.026,1.552,13.099,11.926,0.000,0.081
17,1.167,7.380,1.916,0.383,1.000,2.053,4.546,12.024,14.468,0,1.200,3.169,13.331,0.410,3.169,13.331,0.410,1.901,0.606,0.451,39.782,-4.795,-80.612,3.136,4.212,1.343,2.248,12.659,0.000,0.130
18,0.164,1.668,0.557,0.658,1.000,14.712,15.543,12.122,12.659,0,0.800,15.129,12.405,0.460,15.129,12.405,0.460,0.601,0.435,0.289,-11.780,74.967,-115.789,1.381,2.079,1.505,15.054,12.268,0.000,0.130
19,12.418,79.582,12.846,0.035,-14.000,2.786,8.554,12.708,18.085,0,3.200,5.673,15.952,1.517,5.673,15.952,1.517,3.363,2.442,1.519,-35.708,3.551,-160.943,1.377,2.214,1.608,5.621,13.099,0.000,0.228
20,0.101,0.996,0.452,1.175,1.000,20.382,21.018,13.099,13.588,0,0.400,20.693,13.368,0.200,20.693,13.368,0.200,0.421,0.408,0.299,13.497,-0.000,90.000,1.032,1.411,1.367,20.529,13.148,0.000,0.081
21,0.330,3.158,1.494,0.390,0.500,8.700,10.460,14.126,15.250,0,0.400,9.514,14.776,0.200,9.514,14.776,0.200,1.247,0.571,0.408,8.974,-0.000,-0.000,2.183,3.054,1.399,9.042,14.272,0.000,0.081
22,1.619,9.795,1.994,0.315,3.500,28.985,30.989,15.641,17.058,0,2.400,29.866,16.241,0.934,29.866,16.241,0.934,1.352,0.755,0.636,10.272,-58.741,83.722,1.791,2.126,1.188,29.767,16.227,0.000,0.228
23,0.073,0.889,0.467,0.849,2.000,16.179,16.765,15.983,16.472,0,0.400,16.451,16.233,0.200,16.451,16.233,0.200,0.408,0.393,0.260,0.000,-90.000,-61.523,1.039,1.570,1.510,16.276,16.081,0.000,0.081
24,1.118,10.516,3.196,0.122,-1.500,23.217,24.635,15.299,17.449,0,4.000,23.912,16.416,1.237,23.912,16.416,1.237,2.641,0.693,0.522,71.187,62.909,-46.485,3.811,5.063,1.328,24.048,16.521,0.000,0.130
25,0.083,1.174,0.609,0.483,0.000,4.057,4.937,17.205,17.792,0,0.400,4.493,17.547,0.200,4.493,17.547,0.200,0.591,0.408,0.252,-24.148,-0.000,90.000,1.448,2.341,1.617,4.643,17.449,0.000,0.081
26,0.836,7.633,2.088,0.178,-5.500,19.356,20.822,16.814,18.134,0,2.000,20.107,17.430,1.305,20.107,17.430,1.305,1.313,0.683,0.557,-37.916,75.326,-127.197,1.922,2.356,1.226,20.480,17.303,0.800,0.114
27,8.941,58.514,10.483,0.045,-12.000,9.971,15.592,17.107,20.480,0,4.000,12.639,18.813,2.146,12.639,18.813,2.146,2.971,1.901,1.324,-16.739,-2.162,-80.873,1.563,2.244,1.436,12.171,18.036,0.800,0.130
28,0.055,0.883,0.499,0.505,1.000,21.213,21.702,18.476,18.867,0,1.200,21.454,18.671,0.379,21.454,18.671,0.379,0.707,0.274,0.238,11.406,-69.426,106.259,2.582,2.973,1.151,21.311,18.525,0.000,0.081
29,0.056,0.767,0.434,0.796,1.000,10.851,11.291,18.867,19.405,0,0.400,11.062,19.147,0.200,11.062,19.147,0.200,0.408,0.345,0.253,0.000,-90.000,-162.624,1.182,1.611,1.363,10.998,19.014,0.000,0.081
30,0.737,4.928,1.252,0.513,0.000,31.966,33.775,19.796,21.115,0,1.200,32.874,20.455,0.433,32.874,20.455,0.433,1.232,0.669,0.346,31.285,-7.112,83.926,1.842,3.558,1.932,32.162,19.893,0.000,0.130
31,15.356,103.581,16.074,0.024,-19.000,18.378,25.905,19.893,24.830,0,3.600,22.197,22.449,1.284,22.197,22.449,1.284,4.894,2.008,1.497,9.402,-0.332,27.292,2.438,3.270,1.341,25.270,22.777,0.000,0.277
32,13.526,94.526,16.857,0.024,-10.500,36.805,41.840,19.160,26.834,0,3.600,38.985,23.376,1.951,38.985,23.376,1.951,3.909,2.387,1.606,-71.548,-4.288,-172.611,1.638,2.434,1.486,38.076,22.484,0.800,0.212
33,0.136,1.649,0.917,0.464,-1.000,14.028,14.566,21.506,22.631,0,0.400,14.335,22.118,0.200,14.335,22.118,0.200,0.593,0.408,0.316,-76.859,-0.000,90.000,1.451,1.872,1.290,14.175,21.995,0.000,0.081
34,5.977,43.019,8.445,0.051,-16.000,10.118,16.227,21.115,25.123,0,2.400,13.048,22.959,1.265,13.048,22.959,1.265,3.784,1.391,0.869,29.918,7.253,-74.403,2.721,4.355,1.600,10.900,21.946,0.000,0.147
35,0.091,1.069,0.614,0.762,0.000,13.930,14.370,22.533,23.364,0,0.400,14.120,22.996,0.200,14.120,22.996,0.200,0.455,0.408,0.282,-93.116,-0.000,90.000,1.116,1.614,1.446,14.028,22.631,0.000,0.081
36,1.449,11.738,3.013,0.147,0.500,23.852,26.296,24.683,26.687,0,2.000,25.164,25.722,1.247,25.164,25.722,1.247,1.567,1.255,0.526,30.225,5.239,-68.191,1.249,2.981,2.387,25.954,25.954,0.000,0.114
37,4.748,29.299,3.837,0.101,-0.500,33.824,36.903,26.296,28.594,0,2.400,35.288,27.392,1.271,35.288,27.392,1.271,1.851,1.514,1.185,23.600,-15.948,-129.996,1.222,1.562,1.278,34.459,26.687,0.000,0.261
38,1.422,10.704,2.595,0.186,-0.500,15.299,18.867,27.909,29.327,0,2.000,16.864,28.492,0.948,16.864,28.492,0.948,2.207,0.816,0.440,15.659,-32.106,61.560,2.704,5.017,1.855,16.716,28.398,0.000,0.147
39,2.867,20.469,3.458,0.108,3.000,16.765,20.431,28.300,30.549,0,2.400,18.672,29.452,1.097,18.672,29.452,1.097,1.935,1.329,0.691,-17.838,-19.974,129.899,1.455,2.800,1.924,18.134,30.060,0.000,0.179
40,1.250,9.140,1.630,0.231,0.000,36.903,38.418,27.812,29.327,0,2.400,37.651,28.611,1.528,37.651,28.611,1.528,1.338,0.986,0.424,-67.314,-82.921,-163.777,1.357,3.156,2.325,37.098,28.349,0.800,0.130
41,1.530,11.486,2.873,0.175,0.000,23.608,26.296,28.447,30.402,0,2.000,25.049,29.372,0.935,25.049,29.372,0.935,1.693,1.063,0.672,7.914,-41.059,-157.624,1.592,2.517,1.581,24.097,28.887,0.000,0.130
42,5.196,35.364,6.001,0.069,-7.000,23.461,25.808,30.109,35.290,0,2.400,24.530,32.491,1.037,24.530,32.491,1.037,3.213,1.341,0.983,85.101,-3.318,-105.880,2.396,3.268,1.364,24.977,34.459,0.000,0.179
43,2.012,16.075,4.082,0.110,-6.000,26.785,29.082,31.868,34.019,0,2.800,27.979,32.929,1.429,27.979,32.929,1.429,1.761,1.176,0.806,56.923,71.352,-61.422,1.498,2.185,1.458,28.545,33.090,1.200,0.114
44,0.248,3.823,1.663,0.125,-0.500,26.834,27.567,6.647,8.456,0.400,2.000,27.208,7.442,1.117,27.208,7.442,1.117,1.150,0.634,0.332,-80.932,22.965,92.129,1.816,3.463,1.907,27.225,7.087,0.400,0.081
45,0.183,1.779,0.918,0.677,1.000,6.550,7.283,17.743,18.818,0.400,1.600,6.983,18.336,0.977,6.983,18.336,0.977,0.622,0.485,0.345,-86.237,-5.115,113.530,1.281,1.801,1.406,6.599,18.427,0.400,0.081
46,0.068,0.949,0.494,0.609,0.000,10.704,11.437,19.600,20.040,0.400,0.800,11.073,19.807,0.600,11.073,19.807,0.600,0.431,0.408,0.241,-23.497,6.277E-27,90.000,1.056,1.792,1.697,11.193,19.698,0.400,0.081
47,0.091,1.308,0.750,0.416,1.000,13.393,13.979,20.040,20.920,0.400,0.800,13.681,20.490,0.600,13.681,20.490,0.600,0.515,0.408,0.296,-73.251,-1.065E-26,90.000,1.263,1.741,1.379,13.637,20.284,0.400,0.081
48,0.198,3.036,1.592,0.158,1.000,14.712,16.325,20.529,21.604,0.400,1.600,15.403,21.041,1.120,15.403,21.041,1.120,1.134,0.537,0.320,30.576,19.424,-97.216,2.111,3.540,1.677,15.250,20.724,0.800,0.081
49,0.061,0.990,0.522,0.435,3.000,16.765,17.694,24.732,25.221,0.400,0.800,17.273,25.081,0.600,17.273,25.081,0.600,0.591,0.408,0.213,-13.523,-1.351E-27,90.000,1.446,2.773,1.917,17.449,24.977,0.400,0.081
50,0.157,1.496,0.646,0.829,-0.500,10.851,11.780,7.772,8.456,0.800,1.200,11.274,8.142,1.000,11.274,8.142,1.000,0.552,0.408,0.335,30.670,2.769E-26,90.000,1.351,1.647,1.219,10.998,7.869,0.800,0.081
51,0.075,1.200,0.557,0.364,1.000,28.056,28.545,7.527,8.114,0.800,2.000,28.271,7.770,1.487,28.271,7.770,1.487,0.839,0.318,0.217,78.562,77.171,43.452,2.640,3.858,1.461,28.203,7.918,0.800,0.081
52,0.129,2.218,1.081,0.173,1.000,16.227,17.254,24.243,25.026,0.800,2.000,16.762,24.575,1.314,16.762,24.575,1.314,0.737,0.587,0.267,-24.556,43.062,-78.859,1.255,2.760,2.199,16.765,24.488,0.800,0.081
53,0.063,0.911,0.494,0.596,1.000,25.563,26.150,6.208,6.696,1.200,1.600,25.845,6.493,1.400,25.845,6.493,1.400,0.408,0.361,0.288,-83.581,-90.000,19.307,1.132,1.417,1.252,25.710,6.354,1.200,0.081
54,0.060,0.724,0.403,1.078,1.000,17.987,18.476,6.941,7.429,1.200,1.600,18.194,7.156,1.400,18.194,7.156,1.400,0.408,0.362,0.241,-105.942,-90.000,-24.954,1.128,1.696,1.503,18.085,7.038,1.200,0.081
55,0.097,1.681,0.981,0.226,-2.000,10.216,10.998,13.099,14.126,1.200,2.000,10.642,13.529,1.537,10.642,13.529,1.537,0.820,0.402,0.280,-60.751,37.315,-102.375,2.040,2.933,1.438,10.509,13.246,1.200,0.081
56,0.688,6.889,2.827,0.164,1.000,16.521,18.280,19.062,22.386,1.200,2.000,17.595,21.137,1.672,17.595,21.137,1.672,1.889,0.745,0.558,-69.889,3.938,-166.164,2.535,3.382,1.334,17.694,19.649,1.200,0.081
57,0.073,0.997,0.436,0.602,1.000,14.957,15.348,21.066,21.604,1.200,2.000,15.170,21.368,1.716,15.170,21.368,1.716,0.549,0.325,0.250,72.891,84.164,123.097,1.692,2.194,1.297,15.152,21.360,1.200,0.081
58,0.165,2.001,0.824,0.386,0.000,27.763,28.887,35.730,36.219,1.200,2.800,28.319,36.028,2.353,28.319,36.028,2.353,0.853,0.439,0.288,-3.926,-41.850,98.766,1.945,2.959,1.522,27.860,35.876,2.000,0.081
59,0.094,1.273,0.587,0.481,1.500,37.392,38.076,9.189,9.776,1.600,2.400,37.707,9.493,1.865,37.707,9.493,1.865,0.546,0.399,0.267,3.687,68.625,-56.303,1.368,2.044,1.494,37.587,9.385,1.600,0.081
60,0.115,1.961,0.961,0.197,1.500,21.506,22.386,16.081,17.010,1.600,3.200,21.898,16.493,2.370,21.898,16.493,2.370,1.125,0.493,0.257,37.666,-64.587,120.215,2.280,4.380,1.921,21.555,16.227,1.600,0.081
61,0.802,6.092,1.915,0.322,-2.000,8.749,10.069,15.592,17.596,1.600,2.800,9.387,16.626,2.216,9.387,16.626,2.216,1.303,0.708,0.458,82.329,36.136,4.462,1.840,2.844,1.545,9.727,16.619,1.600,0.081
