 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.246,255.000,255,255,2.039,0.590,0.531,160.578,0.744,1.111,0.900,0.866,292,7
2,1.120,253.764,0,255,5.761,1.902,0.750,24.917,0.424,2.537,0.394,0.732,378,48
3,0.253,255.000,255,255,1.969,0.597,0.540,69.954,0.821,1.105,0.905,0.889,233,61
4,0.555,255.000,255,255,2.946,0.862,0.820,105.294,0.804,1.051,0.951,0.900,192,78
5,0.543,255.000,255,255,4.408,1.279,0.540,68.515,0.351,2.367,0.422,0.634,235,81
6,0.206,255.000,255,255,1.668,0.521,0.504,176.149,0.932,1.035,0.966,0.923,129,110
7,0.901,255.000,255,255,5.821,1.784,0.643,122.442,0.334,2.774,0.360,0.655,307,120
8,0.228,255.000,255,255,1.788,0.620,0.468,150.469,0.896,1.323,0.756,0.916,283,124
9,0.689,255.000,255,255,6.688,1.691,0.519,134.512,0.194,3.256,0.307,0.596,343,135
10,0.288,255.000,255,255,2.159,0.761,0.481,48.484,0.775,1.582,0.632,0.893,120,139
11,0.250,255.000,255,255,2.014,0.680,0.467,28.184,0.773,1.456,0.687,0.863,78,146
12,0.369,255.000,255,255,2.801,1.108,0.424,60.450,0.591,2.612,0.383,0.834,275,153
13,1.198,255.000,255,255,8.421,1.893,0.805,152.174,0.212,2.351,0.425,0.579,224,166
14,1.733,255.000,255,255,10.565,2.130,1.036,137.984,0.195,2.056,0.486,0.543,194,174
15,1.075,252.424,0,255,6.653,2.206,0.620,70.166,0.305,3.556,0.281,0.632,654,184
16,1.332,253.961,0,255,6.452,1.718,0.987,107.328,0.402,1.740,0.575,0.743,373,185
17,0.532,255.000,255,255,3.527,1.428,0.474,19.716,0.537,3.010,0.332,0.850,318,193
18,0.261,255.000,255,255,2.164,0.794,0.418,81.897,0.699,1.902,0.526,0.867,338,195
19,0.407,255.000,255,255,3.753,0.988,0.525,175.663,0.363,1.883,0.531,0.664,399,195
20,1.165,255.000,255,255,6.709,1.903,0.780,36.567,0.325,2.441,0.410,0.656,281,201
21,0.337,255.000,255,255,2.294,0.916,0.468,26.902,0.803,1.958,0.511,0.907,107,210
22,0.212,255.000,255,255,1.774,0.599,0.450,123.490,0.846,1.332,0.751,0.867,33,212
23,0.347,255.000,255,255,2.685,1.025,0.431,153.586,0.606,2.376,0.421,0.829,412,212
24,0.246,255.000,255,255,2.695,0.718,0.436,169.019,0.426,1.647,0.607,0.646,334,216
25,3.217,250.841,0,255,15.013,3.324,1.232,7.545,0.179,2.697,0.371,0.592,132,231
26,1.431,255.000,255,255,5.771,2.101,0.867,48.486,0.540,2.422,0.413,0.837,612,236
27,0.454,255.000,255,255,2.815,1.036,0.558,162.512,0.720,1.857,0.539,0.878,414,250
28,1.500,255.000,255,255,4.989,1.806,1.057,160.864,0.757,1.709,0.585,0.934,63,254
29,0.640,253.559,0,255,3.622,1.275,0.639,122.987,0.613,1.994,0.501,0.844,344,257
30,0.411,255.000,255,255,2.535,0.947,0.552,38.650,0.803,1.716,0.583,0.892,673,259
31,0.257,255.000,255,255,2.801,0.854,0.383,36.415,0.412,2.227,0.449,0.645,281,260
32,1.909,255.000,255,255,8.140,1.925,1.263,154.530,0.362,1.524,0.656,0.669,409,261
33,0.488,254.056,0,255,3.998,0.989,0.629,12.227,0.384,1.574,0.635,0.672,222,264
34,0.362,253.725,0,255,2.801,1.127,0.409,30.673,0.580,2.756,0.363,0.789,300,265
35,0.487,255.000,255,255,2.996,1.103,0.562,46.823,0.682,1.962,0.510,0.851,123,267
36,0.257,255.000,255,255,1.884,0.643,0.509,28.137,0.910,1.263,0.792,0.916,650,272
37,0.706,254.346,0,255,5.921,1.297,0.692,165.317,0.253,1.874,0.534,0.578,332,282
38,0.356,255.000,255,255,2.605,0.929,0.488,124.971,0.660,1.903,0.526,0.837,473,286
39,0.268,255.000,255,255,2.280,0.990,0.345,53.179,0.647,2.872,0.348,0.863,166,287
40,1.196,253.071,0,255,8.827,1.564,0.974,63.563,0.193,1.606,0.623,0.467,269,289
41,0.946,255.000,255,255,4.709,1.417,0.850,110.246,0.536,1.666,0.600,0.801,133,291
42,0.282,255.000,255,255,2.840,0.833,0.432,171.655,0.440,1.929,0.518,0.726,236,292
43,0.262,255.000,255,255,1.983,0.746,0.447,63.056,0.838,1.668,0.599,0.929,175,300
44,0.233,255.000,255,255,2.510,1.007,0.295,151.044,0.465,3.412,0.293,0.744,360,303
45,0.959,230.943,0,255,6.091,1.492,0.818,47.736,0.325,1.823,0.548,0.567,189,308
46,0.456,255.000,255,255,2.500,0.822,0.706,66.905,0.917,1.165,0.858,0.935,639,311
47,0.593,251.890,0,255,5.145,1.330,0.568,16.967,0.282,2.341,0.427,0.530,378,322
48,0.212,255.000,255,255,2.560,1.006,0.268,116.677,0.406,3.751,0.267,0.665,603,326
49,0.411,255.000,255,255,2.850,0.847,0.618,24.323,0.635,1.371,0.730,0.805,118,329
50,0.226,252.960,0,255,2.776,0.855,0.337,27.286,0.369,2.541,0.394,0.646,463,332
51,0.711,245.267,0,255,4.508,1.490,0.607,8.068,0.440,2.453,0.408,0.741,506,335
52,0.204,255.000,255,255,1.678,0.594,0.438,10.296,0.912,1.354,0.739,0.900,650,335
53,0.595,251.900,0,255,4.709,1.015,0.747,178.410,0.337,1.359,0.736,0.756,141,337
54,2.327,255.000,255,255,14.488,2.768,1.070,29.613,0.139,2.587,0.387,0.506,406,348
55,0.223,255.000,255,255,2.245,0.852,0.333,23.878,0.555,2.559,0.391,0.840,128,353
56,0.516,255.000,255,255,3.357,0.950,0.691,5.839,0.575,1.375,0.727,0.817,269,357
57,0.333,255.000,255,255,2.294,0.819,0.518,16.394,0.795,1.582,0.632,0.900,208,361
58,2.063,254.329,0,255,10.138,2.026,1.296,172.165,0.252,1.563,0.640,0.618,472,362
59,0.973,255.000,255,255,4.695,1.440,0.861,13.526,0.555,1.674,0.598,0.817,305,367
60,0.286,255.000,255,255,2.865,0.743,0.490,73.519,0.438,1.517,0.659,0.678,520,374
61,0.253,255.000,255,255,2.560,0.644,0.501,141.494,0.486,1.285,0.778,0.716,534,380
62,1.623,255.000,255,255,7.228,2.250,0.918,89.760,0.390,2.450,0.408,0.738,253,381
63,4.257,249.365,0,255,15.791,3.094,1.752,158.293,0.215,1.766,0.566,0.571,188,384
64,0.224,255.000,255,255,2.039,0.753,0.379,47.772,0.678,1.984,0.504,0.821,632,388
65,0.221,252.910,0,255,2.680,0.774,0.363,86.244,0.386,2.134,0.469,0.651,54,398
66,0.302,255.000,255,255,2.064,0.644,0.597,47.228,0.891,1.080,0.926,0.900,140,406
67,0.201,255.000,255,255,1.859,0.618,0.414,178.860,0.730,1.495,0.669,0.851,314,412
68,0.217,255.000,255,255,2.726,1.178,0.235,39.458,0.367,5.017,0.199,0.710,583,427
69,1.388,255.000,255,255,6.753,2.233,0.791,154.860,0.382,2.823,0.354,0.673,421,431
70,0.241,255.000,255,255,2.029,0.630,0.487,66.272,0.735,1.294,0.773,0.839,288,439
71,0.613,254.248,0,255,4.829,2.014,0.388,153.725,0.330,5.193,0.193,0.685,371,441
72,0.561,255.000,255,255,2.875,1.033,0.691,22.793,0.853,1.494,0.669,0.923,584,446
73,0.239,255.000,255,255,2.440,0.690,0.441,60.815,0.504,1.566,0.639,0.731,63,448
74,1.833,255.000,255,255,7.253,1.854,1.259,82.761,0.438,1.473,0.679,0.792,340,450
75,0.255,255.000,255,255,1.869,0.658,0.493,126.739,0.918,1.334,0.750,0.904,543,464
76,0.344,255.000,255,255,2.344,0.836,0.524,173.416,0.786,1.597,0.626,0.894,215,474
77,0.230,250.984,0,255,2.135,0.665,0.440,166.139,0.634,1.512,0.661,0.777,254,494
78,0.418,255.000,255,255,3.601,1.285,0.414,177.162,0.405,3.101,0.322,0.679,432,522
79,0.204,255.000,255,255,1.983,0.694,0.375,93.292,0.653,1.849,0.541,0.856,158,548
