 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.398,255,255,255,3.112,0.804,0.630,115.329,0.517,1.275,0.784,0.769,163,25
2,0.309,255,255,255,2.330,0.657,0.600,153.143,0.716,1.096,0.913,0.851,133,75
3,0.514,255,255,255,2.805,0.877,0.746,103.965,0.821,1.176,0.851,0.921,195,98
4,0.239,255,255,255,3.076,0.870,0.350,60.302,0.317,2.489,0.402,0.627,254,103
5,0.206,255,255,255,2.500,0.903,0.291,139.930,0.415,3.105,0.322,0.661,148,151
6,0.396,255,255,255,4.454,1.330,0.379,31.770,0.251,3.504,0.285,0.613,162,184
7,0.769,255,255,255,4.834,1.659,0.590,170.882,0.414,2.812,0.356,0.737,223,216
8,0.369,255,255,255,4.058,1.374,0.342,82.820,0.282,4.019,0.249,0.661,274,217
9,1.069,255,255,255,5.686,1.539,0.884,171.656,0.416,1.741,0.574,0.750,334,232
10,0.722,255,255,255,4.338,1.287,0.714,84.809,0.482,1.803,0.555,0.730,188,235
11,0.284,255,255,255,1.983,0.648,0.558,162.316,0.907,1.162,0.861,0.929,423,239
12,0.555,255,255,255,5.730,1.329,0.532,22.480,0.213,2.497,0.401,0.463,274,258
13,0.224,255,255,255,1.848,0.714,0.400,172.346,0.825,1.784,0.561,0.905,126,263
14,0.342,255,255,255,2.630,0.999,0.436,122.039,0.621,2.292,0.436,0.827,94,264
15,1.551,255,255,255,11.843,1.688,1.170,39.058,0.139,1.443,0.693,0.438,147,269
16,0.637,255,255,255,3.417,1.166,0.695,36.555,0.686,1.676,0.597,0.843,312,269
17,0.691,255,255,255,4.153,1.167,0.754,73.725,0.504,1.547,0.646,0.736,336,276
18,0.326,255,255,255,3.307,1.241,0.334,26.793,0.374,3.714,0.269,0.672,276,288
19,0.525,255,255,255,2.971,1.111,0.601,57.464,0.747,1.847,0.541,0.902,233,299
20,1.596,255,255,255,7.595,2.026,1.003,92.144,0.348,2.020,0.495,0.729,277,309
21,0.599,255,255,255,4.634,1.196,0.638,36.831,0.350,1.875,0.533,0.705,173,315
22,1.844,255,255,255,10.319,1.973,1.189,62.529,0.218,1.659,0.603,0.566,384,323
23,0.792,255,255,255,5.535,2.015,0.501,3.859,0.325,4.026,0.248,0.720,77,337
24,0.295,255,255,255,2.429,0.794,0.473,80.437,0.628,1.681,0.595,0.793,308,341
25,0.212,255,255,255,1.969,0.725,0.372,16.515,0.686,1.948,0.513,0.857,147,350
26,3.655,255,255,255,14.466,2.671,1.742,141.202,0.219,1.534,0.652,0.596,209,361
27,0.508,255,255,255,3.998,1.363,0.475,7.095,0.400,2.870,0.348,0.730,343,374
28,0.583,255,255,255,3.612,1.041,0.713,33.197,0.561,1.460,0.685,0.822,397,375
29,1.655,255,255,255,6.412,1.584,1.331,63.437,0.506,1.191,0.840,0.788,128,379
30,0.226,255,255,255,2.124,0.726,0.397,25.527,0.630,1.830,0.547,0.801,103,391
31,1.194,240.705,0,255,6.377,1.990,0.764,27.402,0.369,2.605,0.384,0.722,336,397
32,0.224,255,255,255,1.838,0.696,0.410,160.579,0.834,1.697,0.589,0.929,351,398
33,0.226,255,255,255,1.919,0.708,0.406,26.973,0.772,1.743,0.574,0.853,287,411
34,0.248,255,255,255,3.321,1.369,0.231,75.359,0.282,5.938,0.168,0.706,169,413
35,1.091,255,255,255,7.278,2.524,0.550,179.276,0.259,4.587,0.218,0.630,493,413
36,0.467,255,255,255,2.595,0.869,0.684,137.002,0.871,1.271,0.787,0.901,342,430
37,1.648,255,255,255,9.196,1.918,1.094,121.279,0.245,1.753,0.570,0.565,90,442
38,0.961,255,255,255,6.273,2.009,0.609,26.685,0.307,3.300,0.303,0.609,169,450
39,0.264,255,255,255,1.909,0.652,0.516,68.136,0.911,1.263,0.792,0.924,113,498
40,1.176,255,255,255,6.082,1.986,0.754,121.939,0.399,2.635,0.380,0.745,181,530
