 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.405,255.000,255,255,4.504,1.338,0.386,68.212,0.251,3.472,0.288,0.559,272,26
2,1.082,255.000,255,255,5.049,1.916,0.719,103.210,0.533,2.665,0.375,0.791,125,80
3,3.068,255.000,255,255,10.752,4.537,0.861,43.770,0.334,5.269,0.190,0.721,382,80
4,0.852,255.000,255,255,3.693,1.387,0.782,45.692,0.785,1.773,0.564,0.904,308,82
5,1.996,255.000,255,255,6.242,1.972,1.289,44.555,0.644,1.530,0.654,0.870,269,108
6,1.418,255.000,255,255,5.742,1.635,1.105,79.582,0.541,1.479,0.676,0.809,124,145
7,2.687,255.000,255,255,12.202,2.893,1.182,33.996,0.227,2.447,0.409,0.639,229,159
8,0.315,255.000,255,255,2.199,0.770,0.521,27.079,0.818,1.479,0.676,0.911,296,168
9,1.840,247.227,0,255,7.037,2.149,1.090,22.749,0.467,1.971,0.507,0.758,336,178
10,1.444,255.000,255,255,5.620,2.117,0.868,13.261,0.574,2.439,0.410,0.863,383,192
11,2.374,255.000,255,255,11.733,3.641,0.830,5.380,0.217,4.387,0.228,0.567,84,199
12,1.033,255.000,255,255,4.859,1.767,0.744,20.897,0.550,2.373,0.421,0.863,153,199
13,0.273,255.000,255,255,2.249,0.777,0.448,92.965,0.679,1.736,0.576,0.880,210,209
14,1.352,255.000,255,255,6.813,1.823,0.944,51.059,0.366,1.931,0.518,0.674,297,210
15,0.651,255.000,255,255,4.749,1.531,0.542,32.757,0.363,2.825,0.354,0.664,174,220
16,1.520,255.000,255,255,9.076,2.183,0.886,108.096,0.232,2.464,0.406,0.526,113,229
17,0.456,255.000,255,255,2.685,1.018,0.570,165.337,0.795,1.786,0.560,0.923,344,230
18,1.541,255.000,255,255,9.323,2.789,0.704,73.695,0.223,3.964,0.252,0.601,249,236
19,0.299,255.000,255,255,2.114,0.738,0.515,95.731,0.839,1.432,0.698,0.927,142,255
20,0.420,255.000,255,255,3.387,1.322,0.404,148.990,0.460,3.270,0.306,0.732,342,256
21,0.385,255.000,255,255,3.537,1.117,0.439,33.058,0.387,2.543,0.393,0.695,194,258
22,1.250,255.000,255,255,4.989,1.726,0.922,31.949,0.631,1.871,0.534,0.837,382,267
23,0.297,255.000,255,255,2.124,0.706,0.535,46.929,0.826,1.318,0.759,0.891,341,274
24,0.483,255.000,255,255,2.805,0.997,0.617,81.952,0.772,1.615,0.619,0.908,272,280
25,1.406,255.000,255,255,7.358,1.446,1.238,167.983,0.326,1.168,0.856,0.725,68,281
26,0.232,255.000,255,255,1.799,0.601,0.490,64.739,0.900,1.226,0.816,0.908,195,292
27,0.472,255.000,255,255,3.632,1.128,0.533,86.187,0.450,2.116,0.473,0.770,311,297
28,0.780,255.000,255,255,5.545,1.124,0.883,116.293,0.319,1.272,0.786,0.674,99,303
29,0.628,255.000,255,255,5.937,1.504,0.531,10.619,0.224,2.831,0.353,0.523,145,306
30,2.025,255.000,255,255,9.948,1.957,1.317,89.684,0.257,1.486,0.673,0.541,365,310
31,0.830,255.000,255,255,5.730,1.613,0.655,99.549,0.318,2.461,0.406,0.694,244,318
32,0.460,255.000,255,255,3.041,1.170,0.500,145.248,0.624,2.340,0.427,0.849,269,327
33,0.226,255.000,255,255,2.319,0.847,0.340,113.690,0.528,2.489,0.402,0.784,144,349
34,1.681,255.000,255,255,10.350,2.885,0.742,97.468,0.197,3.888,0.257,0.566,123,354
35,0.919,255.000,255,255,5.846,1.422,0.823,160.525,0.338,1.729,0.578,0.724,83,369
36,1.480,255.000,255,255,9.563,2.203,0.855,150.154,0.203,2.575,0.388,0.532,166,371
37,0.469,255.000,255,255,3.512,1.080,0.552,10.690,0.477,1.955,0.512,0.773,315,373
38,0.445,255.000,255,255,2.670,0.989,0.573,67.647,0.785,1.727,0.579,0.901,212,375
39,0.210,255.000,255,255,1.643,0.578,0.462,67.914,0.977,1.251,0.800,0.935,374,375
40,0.818,255.000,255,255,5.024,1.455,0.716,144.273,0.407,2.032,0.492,0.726,67,384
41,0.210,255.000,255,255,2.245,0.909,0.294,123.294,0.523,3.092,0.323,0.853,239,391
42,0.590,255.000,255,255,4.163,1.163,0.646,56.307,0.428,1.802,0.555,0.703,262,396
43,0.488,255.000,255,255,2.755,0.952,0.653,167.804,0.809,1.459,0.686,0.909,285,410
44,2.580,255.000,255,255,8.902,2.460,1.336,64.580,0.409,1.842,0.543,0.764,183,430
45,0.237,255.000,255,255,2.074,0.628,0.481,48.051,0.692,1.307,0.765,0.840,249,457
