 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,2.157,245.159,0,255,11.402,3.338,0.823,91.626,0.208,4.059,0.246,0.662,406,14
2,0.555,255.000,255,255,3.091,0.996,0.710,170.272,0.731,1.403,0.713,0.889,517,92
3,0.883,254.477,0,255,5.190,1.759,0.639,140.239,0.412,2.752,0.363,0.770,464,93
4,0.250,255.000,255,255,2.004,0.692,0.459,82.164,0.781,1.508,0.663,0.852,664,94
5,0.675,254.316,0,255,5.626,1.703,0.505,1.766,0.268,3.373,0.296,0.592,734,95
6,0.382,241.706,0,255,2.946,0.794,0.612,151.040,0.553,1.297,0.771,0.834,618,106
7,1.181,251.095,0,255,6.182,1.543,0.975,139.799,0.388,1.584,0.632,0.694,402,113
8,1.435,248.890,0,255,7.354,2.330,0.784,55.176,0.333,2.972,0.336,0.673,366,119
9,0.362,255.000,255,255,2.645,1.040,0.443,55.675,0.650,2.347,0.426,0.858,507,122
10,0.253,255.000,255,255,2.886,0.772,0.418,50.753,0.382,1.849,0.541,0.751,294,145
11,0.237,255.000,255,255,1.848,0.632,0.478,39.682,0.872,1.322,0.756,0.913,438,152
12,0.537,255.000,255,255,3.236,1.158,0.591,16.098,0.645,1.962,0.510,0.857,204,163
13,0.347,255.000,255,255,3.827,0.759,0.583,111.883,0.298,1.302,0.768,0.677,533,165
14,0.619,255.000,255,255,4.674,1.552,0.508,11.531,0.356,3.055,0.327,0.714,415,173
15,2.017,238.534,0,255,11.167,2.364,1.087,52.329,0.203,2.175,0.460,0.617,496,173
16,0.376,255.000,255,255,2.510,0.697,0.687,68.346,0.751,1.015,0.985,0.868,275,184
17,0.241,253.083,0,255,1.954,0.620,0.494,48.464,0.792,1.256,0.796,0.887,315,192
18,0.640,255.000,255,255,3.753,1.514,0.538,150.031,0.572,2.813,0.356,0.863,298,203
19,0.946,251.587,0,255,6.692,1.143,1.054,73.369,0.265,1.084,0.922,0.588,589,207
20,0.523,241.765,0,255,3.923,1.152,0.578,119.540,0.427,1.994,0.501,0.759,673,220
21,0.284,255.000,255,255,2.465,0.916,0.395,85.454,0.588,2.320,0.431,0.833,391,226
22,0.436,250.768,0,255,4.043,1.036,0.536,113.570,0.335,1.935,0.517,0.636,624,229
23,0.472,255.000,255,255,3.968,0.922,0.652,157.542,0.377,1.413,0.708,0.658,102,231
24,0.773,253.806,0,255,4.394,1.662,0.592,33.623,0.503,2.807,0.356,0.813,456,241
25,0.364,255.000,255,255,2.545,0.768,0.603,139.700,0.705,1.275,0.784,0.839,523,245
26,0.953,255.000,255,255,4.338,1.487,0.817,131.843,0.637,1.821,0.549,0.843,638,249
27,0.440,253.951,0,255,4.068,1.095,0.511,93.434,0.334,2.140,0.467,0.740,332,260
28,0.262,255.000,255,255,2.199,0.743,0.450,124.067,0.682,1.653,0.605,0.831,697,265
29,0.803,251.554,0,255,4.603,1.413,0.724,109.871,0.476,1.953,0.512,0.741,370,268
30,2.079,255.000,255,255,9.734,2.810,0.942,116.941,0.276,2.983,0.335,0.685,666,280
31,1.238,249.035,0,255,5.190,1.812,0.870,156.522,0.577,2.083,0.480,0.835,235,284
32,0.253,255.000,255,255,1.933,0.706,0.457,57.770,0.851,1.543,0.648,0.912,106,286
33,0.559,255.000,255,255,3.547,1.305,0.546,48.990,0.558,2.392,0.418,0.799,169,291
34,0.409,253.872,0,255,2.925,0.838,0.621,139.306,0.601,1.350,0.741,0.806,481,294
35,0.284,255.000,255,255,2.149,0.629,0.575,53.861,0.773,1.095,0.913,0.880,531,304
