 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1.382,254.666,0,255,6.286,2.381,0.739,6.967,0.440,3.220,0.311,0.846,275,41
2,0.340,255.000,255,255,2.560,0.798,0.543,155.261,0.652,1.470,0.680,0.856,486,48
3,1.424,247.224,0,255,8.120,2.404,0.754,6.973,0.271,3.187,0.314,0.699,449,49
4,1.073,253.280,0,255,4.964,1.243,1.099,77.375,0.547,1.130,0.885,0.835,201,51
5,0.514,255.000,255,255,3.427,1.039,0.630,66.753,0.550,1.649,0.606,0.830,335,52
6,0.217,252.875,0,255,1.873,0.592,0.467,2.878,0.777,1.269,0.788,0.882,371,57
7,0.387,255.000,255,255,2.861,0.796,0.619,31.383,0.595,1.285,0.778,0.825,480,68
8,0.905,255.000,255,255,7.004,1.338,0.861,65.596,0.232,1.555,0.643,0.629,128,98
9,0.280,255.000,255,255,2.886,0.872,0.409,45.297,0.423,2.130,0.470,0.716,416,127
10,0.282,255.000,255,255,3.682,0.733,0.490,60.597,0.262,1.497,0.668,0.632,353,136
11,2.723,234.498,0,255,12.248,2.819,1.230,64.868,0.228,2.292,0.436,0.637,106,141
12,0.905,251.430,0,255,6.709,1.608,0.716,90.815,0.253,2.245,0.446,0.635,131,151
13,0.517,241.626,0,255,3.643,1.003,0.657,45.409,0.490,1.527,0.655,0.773,569,174
14,0.443,252.918,0,255,3.562,0.829,0.681,66.525,0.439,1.216,0.822,0.720,584,196
15,0.479,251.151,0,255,3.487,1.099,0.555,128.486,0.495,1.979,0.505,0.754,271,210
16,0.338,252.273,0,255,4.008,1.024,0.421,157.719,0.265,2.432,0.411,0.567,64,218
17,0.451,234.518,0,255,3.346,1.061,0.541,57.879,0.506,1.963,0.509,0.757,500,218
18,0.507,254.089,0,255,4.103,0.915,0.705,91.245,0.378,1.297,0.771,0.669,453,219
19,0.326,252.167,0,255,3.222,0.891,0.465,4.096,0.394,1.916,0.522,0.705,414,220
20,0.347,248.359,0,255,3.151,0.883,0.501,50.053,0.440,1.764,0.567,0.659,243,223
21,0.525,254.121,0,255,3.757,0.896,0.746,116.507,0.467,1.202,0.832,0.732,270,236
22,1.710,247.444,0,255,6.537,2.370,0.918,177.882,0.503,2.581,0.387,0.852,53,239
23,0.762,255.000,255,255,4.203,1.230,0.789,173.261,0.542,1.559,0.641,0.842,155,266
24,0.346,255.000,255,255,2.415,0.808,0.544,105.804,0.745,1.485,0.673,0.862,103,271
25,0.478,246.307,0,255,3.852,1.010,0.602,29.128,0.404,1.676,0.597,0.725,330,277
26,0.329,249.396,0,255,2.199,0.720,0.583,11.646,0.856,1.235,0.809,0.922,224,287
27,0.452,255.000,255,255,4.334,0.895,0.644,90.793,0.303,1.391,0.719,0.569,155,294
28,0.353,253.692,0,255,3.076,0.840,0.535,101.196,0.468,1.570,0.637,0.739,75,295
29,1.350,251.924,0,255,7.580,1.905,0.902,16.896,0.295,2.111,0.474,0.713,576,300
30,0.308,255.000,255,255,2.305,0.748,0.524,53.436,0.728,1.428,0.700,0.844,429,301
31,0.317,255.000,255,255,2.114,0.669,0.603,175.641,0.890,1.110,0.901,0.900,89,315
32,0.322,255.000,255,255,2.365,0.694,0.591,127.761,0.724,1.173,0.852,0.868,234,318
33,0.344,255.000,255,255,2.956,1.005,0.436,148.275,0.494,2.306,0.434,0.763,367,322
34,0.221,255.000,255,255,1.848,0.606,0.464,30.318,0.812,1.305,0.766,0.887,391,323
35,0.487,255.000,255,255,4.464,0.851,0.728,117.664,0.307,1.169,0.856,0.603,194,336
36,0.736,252.494,0,255,4.914,1.291,0.726,22.112,0.383,1.776,0.563,0.686,495,339
37,1.359,251.944,0,255,9.078,2.344,0.738,0.058,0.207,3.175,0.315,0.614,30,341
38,1.218,250.074,0,255,6.392,1.965,0.789,84.824,0.375,2.490,0.402,0.749,264,344
39,1.522,255.000,255,255,6.512,1.673,1.158,171.905,0.451,1.444,0.692,0.792,303,344
40,0.304,255.000,255,255,1.979,0.642,0.603,46.242,0.975,1.066,0.938,0.933,227,348
41,2.195,255.000,255,255,10.229,2.253,1.240,58.489,0.264,1.816,0.551,0.609,343,355
42,0.458,255.000,255,255,4.744,0.777,0.750,81.332,0.256,1.036,0.965,0.649,558,357
43,0.584,236.842,0,255,3.998,0.950,0.783,140.028,0.460,1.213,0.824,0.724,124,378
44,0.385,255.000,255,255,2.896,1.258,0.390,41.404,0.577,3.227,0.310,0.845,361,390
