 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.394,255,255,255,2.776,0.941,0.534,143.832,0.643,1.762,0.568,0.867,362,37
2,0.355,255,255,255,2.330,0.695,0.649,0.827,0.821,1.070,0.934,0.889,475,45
3,1.105,255,255,255,6.192,1.998,0.705,69.080,0.362,2.836,0.353,0.693,366,63
4,0.342,255,255,255,3.031,0.793,0.549,130.903,0.468,1.444,0.693,0.709,292,65
5,0.262,255,255,255,2.199,0.599,0.558,159.407,0.682,1.074,0.931,0.833,224,76
6,0.438,255,255,255,3.091,1.205,0.463,23.031,0.576,2.604,0.384,0.807,179,92
7,1.190,255,255,255,5.470,2.152,0.704,31.799,0.500,3.055,0.327,0.820,461,98
8,0.277,255,255,255,2.946,0.891,0.396,159.405,0.401,2.253,0.444,0.732,203,116
9,0.440,255,255,255,2.489,0.772,0.725,148.676,0.891,1.064,0.940,0.924,246,118
10,0.259,255,255,255,2.043,0.692,0.476,40.250,0.779,1.453,0.688,0.888,383,120
11,0.306,255,255,255,2.981,1.033,0.377,26.088,0.432,2.743,0.365,0.722,477,124
12,0.706,255,255,255,3.927,1.303,0.690,66.320,0.575,1.889,0.529,0.836,175,127
13,0.221,255,255,255,2.079,0.640,0.439,171.818,0.642,1.458,0.686,0.797,309,134
14,0.204,255,255,255,1.728,0.515,0.505,29.014,0.860,1.019,0.981,0.904,327,154
15,0.304,255,255,255,2.695,0.986,0.392,17.859,0.526,2.514,0.398,0.822,451,163
16,0.400,255,255,255,2.705,0.921,0.553,30.526,0.687,1.665,0.601,0.886,403,173
17,0.858,255,255,255,4.218,1.368,0.798,49.234,0.606,1.715,0.583,0.870,346,174
18,0.440,255,255,255,3.211,1.192,0.470,88.776,0.536,2.536,0.394,0.845,187,178
19,0.224,255,255,255,2.099,0.655,0.436,144.001,0.640,1.503,0.665,0.818,39,179
20,0.906,255,255,255,5.906,1.977,0.584,7.347,0.327,3.386,0.295,0.662,478,188
21,0.508,255,255,255,3.226,1.140,0.568,79.700,0.614,2.009,0.498,0.854,90,190
22,0.432,255,255,255,3.197,0.986,0.559,118.985,0.532,1.765,0.567,0.785,65,202
23,0.219,255,255,255,2.064,0.637,0.437,71.121,0.646,1.456,0.687,0.759,121,202
24,0.337,255,255,255,2.269,0.774,0.553,82.880,0.821,1.399,0.715,0.886,158,211
25,0.282,255,255,255,2.900,1.116,0.322,46.389,0.422,3.464,0.289,0.739,127,221
26,0.622,255,255,255,3.732,1.258,0.630,126.677,0.562,1.998,0.500,0.832,99,273
27,0.244,255,255,255,2.284,0.650,0.479,27.256,0.588,1.358,0.736,0.763,180,279
28,1.645,255,255,255,6.277,1.829,1.145,172.790,0.524,1.597,0.626,0.819,420,288
29,0.523,255,255,255,5.205,1.575,0.423,26.547,0.243,3.728,0.268,0.618,296,294
30,0.264,255,255,255,2.114,0.821,0.410,47.927,0.743,2.003,0.499,0.888,39,295
31,0.306,255,255,255,2.355,0.894,0.436,68.109,0.693,2.051,0.487,0.869,89,318
32,0.695,255,255,255,4.193,1.542,0.574,24.942,0.497,2.686,0.372,0.808,437,323
33,0.364,255,255,255,3.016,0.942,0.492,36.231,0.502,1.915,0.522,0.785,248,325
34,0.204,255,255,255,1.738,0.626,0.416,62.242,0.850,1.503,0.665,0.893,356,326
35,1.154,255,255,255,7.470,1.365,1.076,80.902,0.260,1.268,0.788,0.705,522,343
36,0.615,255,255,255,3.742,1.125,0.696,78.061,0.552,1.617,0.618,0.773,116,349
37,0.293,255,255,255,2.149,0.737,0.506,74.066,0.797,1.456,0.687,0.880,224,359
38,0.461,255,255,255,3.782,0.899,0.653,10.936,0.405,1.377,0.726,0.706,156,360
39,0.333,255,255,255,2.425,0.844,0.502,128.257,0.711,1.681,0.595,0.852,83,366
40,0.228,255,255,255,2.605,0.610,0.476,40.198,0.422,1.284,0.779,0.658,403,375
41,0.291,255,255,255,2.064,0.635,0.584,164.584,0.859,1.086,0.921,0.912,288,377
42,0.340,255,255,255,3.643,1.497,0.289,125.241,0.322,5.175,0.193,0.719,27,378
43,0.545,255,255,255,4.033,1.084,0.639,26.644,0.421,1.696,0.590,0.766,127,384
