 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1X_34_largestArea.tif,1.029,7.194,2.515,0.521,45.675,0.250,4.827,0.207,0.539,473,76
2,1X_34_largestArea.tif,0.063,1.108,0.481,0.168,44.272,0.649,2.873,0.348,0.769,283,87
3,1X_34_largestArea.tif,2.050,14.829,2.164,1.206,83.979,0.117,1.794,0.557,0.541,288,96
4,1X_34_largestArea.tif,0.130,1.292,0.428,0.387,12.955,0.980,1.106,0.904,0.911,341,106
5,1X_34_largestArea.tif,0.311,3.558,1.375,0.288,60.276,0.309,4.770,0.210,0.598,324,118
6,1X_34_largestArea.tif,0.138,1.402,0.514,0.341,87.146,0.879,1.510,0.662,0.916,369,130
7,1X_34_largestArea.tif,0.181,1.558,0.569,0.405,142.133,0.937,1.407,0.711,0.922,350,140
8,1X_34_largestArea.tif,0.539,4.452,1.987,0.345,77.999,0.342,5.751,0.174,0.736,423,141
9,1X_34_largestArea.tif,1.214,6.817,1.894,0.816,88.552,0.328,2.320,0.431,0.673,370,146
10,1X_34_largestArea.tif,0.177,1.558,0.567,0.398,108.206,0.918,1.423,0.703,0.912,492,163
11,1X_34_largestArea.tif,0.355,3.247,1.346,0.335,129.369,0.423,4.013,0.249,0.727,336,169
12,1X_34_largestArea.tif,0.492,4.398,1.966,0.319,105.651,0.320,6.168,0.162,0.701,329,178
13,1X_34_largestArea.tif,0.930,6.506,1.862,0.636,93.426,0.276,2.928,0.342,0.628,376,204
14,1X_34_largestArea.tif,0.128,1.328,0.456,0.359,160.034,0.916,1.271,0.787,0.882,359,214
15,1X_34_largestArea.tif,0.054,0.867,0.294,0.235,45.001,0.907,1.250,0.800,0.822,440,231
16,1X_34_largestArea.tif,0.170,1.558,0.566,0.383,62.920,0.880,1.479,0.676,0.900,349,235
17,1X_34_largestArea.tif,3.201,26.178,2.594,1.571,60.785,0.059,1.651,0.606,0.351,463,236
18,1X_34_largestArea.tif,0.297,2.630,0.790,0.478,140.020,0.539,1.652,0.605,0.732,401,263
19,1X_34_largestArea.tif,0.121,1.268,0.414,0.373,18.129,0.948,1.108,0.902,0.887,322,299
20,1X_34_largestArea.tif,0.157,1.593,0.604,0.332,128.883,0.779,1.819,0.550,0.849,408,309
21,1X_34_largestArea.tif,0.031,0.626,0.221,0.177,45.000,0.985,1.250,0.800,0.829,454,314
22,1X_34_largestArea.tif,0.065,0.917,0.336,0.247,166.289,0.974,1.364,0.733,0.889,310,316
23,1X_34_largestArea.tif,3.175,12.854,2.536,1.594,115.980,0.242,1.591,0.629,0.561,356,320
24,1X_34_largestArea.tif,0.250,2.164,0.888,0.358,80.241,0.670,2.482,0.403,0.852,457,327
25,1X_34_largestArea.tif,0.130,1.448,0.566,0.293,28.090,0.781,1.931,0.518,0.883,328,328
26,1X_34_largestArea.tif,0.488,5.582,2.348,0.265,43.743,0.197,8.866,0.113,0.581,315,337
27,1X_34_largestArea.tif,0.172,1.714,0.686,0.319,58.527,0.736,2.148,0.466,0.872,365,337
28,1X_34_largestArea.tif,0.326,2.991,0.722,0.575,132.894,0.457,1.256,0.796,0.717,405,338
29,1X_34_largestArea.tif,0.076,0.977,0.337,0.287,2.471,1.000,1.174,0.852,0.884,430,339
30,1X_34_largestArea.tif,0.798,7.076,2.302,0.441,82.504,0.200,5.218,0.192,0.519,386,343
31,1X_34_largestArea.tif,0.232,2.050,0.896,0.329,49.236,0.693,2.723,0.367,0.883,318,362
32,1X_34_largestArea.tif,0.069,0.977,0.350,0.250,119.364,0.905,1.398,0.715,0.854,410,363
33,1X_34_largestArea.tif,0.031,0.616,0.242,0.162,114.902,1.000,1.497,0.668,0.919,376,373
34,1X_34_largestArea.tif,0.045,0.772,0.262,0.219,0.000,0.954,1.195,0.837,0.862,398,381
35,1X_34_largestArea.tif,0.771,6.317,1.682,0.583,117.683,0.243,2.884,0.347,0.484,353,387
36,1X_34_largestArea.tif,0.054,0.857,0.328,0.211,26.565,0.929,1.557,0.642,0.870,260,388
37,1X_34_largestArea.tif,0.025,0.566,0.214,0.151,14.872,0.993,1.421,0.704,0.824,250,393
38,1X_34_largestArea.tif,0.123,1.292,0.451,0.348,72.585,0.926,1.296,0.772,0.901,266,418
39,1X_34_largestArea.tif,0.282,2.956,1.359,0.264,38.902,0.406,5.138,0.195,0.711,227,422
40,1X_34_largestArea.tif,0.143,1.940,0.868,0.210,38.645,0.477,4.142,0.241,0.712,321,422
41,1X_34_largestArea.tif,0.136,1.353,0.420,0.411,68.620,0.932,1.023,0.977,0.898,246,423
42,1X_34_largestArea.tif,0.128,1.268,0.440,0.372,20.642,1.000,1.181,0.847,0.916,332,446
