 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1X_23_largestArea.tif,0.268,1.873,0.608,0.561,7.796,0.959,1.084,0.923,0.934,266,39
2,1X_23_largestArea.tif,11.360,61.196,5.757,2.513,152.292,0.038,2.291,0.436,0.307,296,45
3,1X_23_largestArea.tif,3.383,15.311,4.941,0.872,153.457,0.181,5.666,0.176,0.573,126,57
4,1X_23_largestArea.tif,1.046,6.323,1.621,0.821,16.185,0.329,1.974,0.507,0.721,346,57
5,1X_23_largestArea.tif,0.027,0.591,0.211,0.164,51.264,0.976,1.287,0.777,0.857,163,59
6,1X_23_largestArea.tif,0.123,1.303,0.478,0.328,41.927,0.911,1.458,0.686,0.889,95,68
7,1X_23_largestArea.tif,0.150,2.159,0.513,0.373,6.515,0.405,1.378,0.726,0.636,75,83
8,1X_23_largestArea.tif,0.051,0.882,0.392,0.164,173.813,0.819,2.385,0.419,0.875,250,83
9,1X_23_largestArea.tif,0.601,4.383,1.577,0.485,27.234,0.393,3.252,0.307,0.648,112,84
10,1X_23_largestArea.tif,0.843,4.062,1.392,0.771,166.582,0.642,1.805,0.554,0.873,136,96
11,1X_23_largestArea.tif,0.289,1.994,0.715,0.516,174.573,0.915,1.387,0.721,0.930,366,117
12,1X_23_largestArea.tif,0.897,5.790,2.539,0.450,158.703,0.336,5.641,0.177,0.758,220,133
13,1X_23_largestArea.tif,0.407,4.718,1.131,0.458,57.217,0.230,2.470,0.405,0.412,558,144
14,1X_23_largestArea.tif,3.944,23.799,2.344,2.143,166.191,0.088,1.094,0.914,0.574,601,145
15,1X_23_largestArea.tif,0.038,0.712,0.239,0.202,101.310,0.943,1.183,0.846,0.857,352,149
16,1X_23_largestArea.tif,0.402,3.211,1.366,0.374,132.807,0.489,3.647,0.274,0.768,478,155
17,1X_23_largestArea.tif,1.279,5.886,2.004,0.813,23.869,0.464,2.466,0.406,0.808,319,156
18,1X_23_largestArea.tif,0.796,5.931,1.987,0.510,17.810,0.284,3.894,0.257,0.539,514,166
19,1X_23_largestArea.tif,0.132,1.328,0.442,0.380,0.000,0.942,1.162,0.861,0.890,429,174
20,1X_23_largestArea.tif,0.125,1.292,0.449,0.354,6.192,0.939,1.268,0.788,0.908,327,178
21,1X_23_largestArea.tif,0.100,1.182,0.479,0.264,152.433,0.894,1.814,0.551,0.894,309,181
22,1X_23_largestArea.tif,0.467,3.846,1.131,0.526,54.489,0.396,2.150,0.465,0.604,363,182
23,1X_23_largestArea.tif,0.121,1.282,0.430,0.359,4.564,0.927,1.198,0.835,0.924,520,182
24,1X_23_largestArea.tif,0.043,0.736,0.272,0.203,56.776,1.000,1.341,0.746,0.906,303,187
25,1X_23_largestArea.tif,0.360,3.112,1.373,0.334,142.298,0.467,4.114,0.243,0.774,418,189
26,1X_23_largestArea.tif,0.295,2.535,1.065,0.353,32.294,0.577,3.020,0.331,0.825,536,192
27,1X_23_largestArea.tif,0.127,1.508,0.645,0.250,39.462,0.700,2.579,0.388,0.848,553,194
