 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1X_11_largestArea.tif,1.862,10.547,1.800,1.317,143.694,0.210,1.366,0.732,0.464,239,49
2,1X_11_largestArea.tif,0.617,4.433,1.346,0.584,162.869,0.394,2.307,0.434,0.660,227,100
3,1X_11_largestArea.tif,0.154,1.483,0.539,0.363,141.399,0.878,1.486,0.673,0.881,201,104
4,1X_11_largestArea.tif,6.284,33.981,5.059,1.581,162.421,0.068,3.199,0.313,0.317,269,110
5,1X_11_largestArea.tif,0.190,1.583,0.550,0.440,87.549,0.953,1.251,0.799,0.925,165,119
6,1X_11_largestArea.tif,0.253,2.004,0.773,0.417,132.170,0.793,1.852,0.540,0.897,457,147
7,1X_11_largestArea.tif,0.517,4.487,1.628,0.405,25.762,0.323,4.021,0.249,0.678,438,149
8,1X_11_largestArea.tif,0.130,1.353,0.454,0.365,62.711,0.895,1.242,0.805,0.894,351,152
9,1X_11_largestArea.tif,1.364,8.159,2.216,0.784,172.286,0.258,2.828,0.354,0.610,316,155
10,1X_11_largestArea.tif,0.156,1.788,0.593,0.334,106.586,0.611,1.778,0.563,0.768,239,156
11,1X_11_largestArea.tif,0.175,1.608,0.615,0.363,114.865,0.853,1.693,0.591,0.924,263,160
12,1X_11_largestArea.tif,1.905,12.368,2.823,0.859,136.656,0.157,3.285,0.304,0.458,434,163
13,1X_11_largestArea.tif,0.917,6.657,1.414,0.826,152.646,0.260,1.713,0.584,0.591,516,186
14,1X_11_largestArea.tif,0.194,2.004,0.802,0.308,66.290,0.606,2.606,0.384,0.801,433,206
15,1X_11_largestArea.tif,0.177,1.813,0.644,0.350,88.888,0.678,1.839,0.544,0.841,397,211
16,1X_11_largestArea.tif,0.286,1.969,0.687,0.530,55.783,0.927,1.297,0.771,0.927,386,212
17,1X_11_largestArea.tif,0.445,3.332,1.209,0.469,19.796,0.504,2.579,0.388,0.780,618,222
18,1X_11_largestArea.tif,0.132,1.353,0.485,0.347,4.698,0.907,1.396,0.716,0.896,190,224
19,1X_11_largestArea.tif,0.233,2.064,0.786,0.378,136.567,0.688,2.077,0.481,0.857,476,228
20,1X_11_largestArea.tif,0.119,1.243,0.429,0.355,147.889,0.972,1.209,0.827,0.892,466,232
21,1X_11_largestArea.tif,0.172,1.753,0.713,0.307,106.452,0.703,2.320,0.431,0.884,655,239
22,1X_11_largestArea.tif,0.062,0.967,0.402,0.195,9.834,0.827,2.061,0.485,0.872,625,241
23,1X_11_largestArea.tif,0.852,6.516,2.845,0.381,156.404,0.252,7.459,0.134,0.677,687,243
24,1X_11_largestArea.tif,1.151,7.649,1.612,0.909,179.203,0.247,1.774,0.564,0.556,477,245
25,1X_11_largestArea.tif,0.054,0.832,0.330,0.210,141.790,0.986,1.572,0.636,0.882,508,245
26,1X_11_largestArea.tif,3.097,21.344,3.751,1.051,178.767,0.085,3.568,0.280,0.416,546,245
27,1X_11_largestArea.tif,3.202,17.702,3.633,1.122,156.706,0.128,3.238,0.309,0.465,678,249
28,1X_11_largestArea.tif,0.107,1.303,0.514,0.264,58.797,0.790,1.945,0.514,0.861,120,253
29,1X_11_largestArea.tif,0.161,1.508,0.510,0.402,40.925,0.890,1.270,0.787,0.881,663,260
30,1X_11_largestArea.tif,0.031,0.616,0.211,0.186,78.690,1.000,1.134,0.882,0.919,111,268
31,1X_11_largestArea.tif,4.912,26.917,2.732,2.290,118.248,0.085,1.193,0.838,0.535,126,276
32,1X_11_largestArea.tif,0.313,3.010,1.337,0.298,18.695,0.434,4.485,0.223,0.749,639,277
33,1X_11_largestArea.tif,0.065,0.942,0.329,0.252,6.507,0.923,1.309,0.764,0.878,655,277
34,1X_11_largestArea.tif,0.157,1.643,0.655,0.306,176.762,0.733,2.139,0.467,0.866,421,282
35,1X_11_largestArea.tif,1.104,8.634,3.221,0.436,18.514,0.186,7.381,0.135,0.545,520,282
36,1X_11_largestArea.tif,0.025,0.531,0.181,0.178,2.771E-13,1.000,1.020,0.981,0.933,690,282
37,1X_11_largestArea.tif,0.177,1.788,0.701,0.322,69.255,0.697,2.180,0.459,0.848,649,287
38,1X_11_largestArea.tif,0.959,7.761,3.451,0.354,8.487,0.200,9.755,0.103,0.624,606,288
39,1X_11_largestArea.tif,0.118,1.243,0.442,0.338,174.156,0.957,1.307,0.765,0.897,768,291
40,1X_11_largestArea.tif,0.664,4.062,1.775,0.476,163.775,0.506,3.727,0.268,0.831,227,293
41,1X_11_largestArea.tif,0.163,1.809,0.779,0.266,143.434,0.625,2.925,0.342,0.811,785,295
42,1X_11_largestArea.tif,4.737,23.266,5.609,1.075,9.241,0.110,5.217,0.192,0.366,400,300
43,1X_11_largestArea.tif,0.711,5.249,1.872,0.484,7.209,0.324,3.869,0.258,0.765,184,319
44,1X_11_largestArea.tif,0.317,2.790,1.211,0.333,155.857,0.511,3.637,0.275,0.801,173,337
45,1X_11_largestArea.tif,0.078,1.002,0.340,0.291,10.391,0.974,1.169,0.856,0.896,135,360
46,1X_11_largestArea.tif,5.098,18.369,4.476,1.450,177.744,0.190,3.087,0.324,0.468,149,364
47,1X_11_largestArea.tif,0.127,1.292,0.471,0.342,87.160,0.953,1.377,0.726,0.915,112,366
48,1X_11_largestArea.tif,0.036,0.651,0.257,0.179,0.000,1.000,1.435,0.697,0.909,124,372
