 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1X_33_largestArea.tif,0.765,4.709,1.668,0.584,25.876,0.434,2.854,0.350,0.726,551,215
2,1X_33_largestArea.tif,0.326,2.795,1.209,0.343,10.997,0.524,3.527,0.284,0.885,563,224
3,1X_33_largestArea.tif,3.126,18.694,6.118,0.651,14.989,0.112,9.403,0.106,0.495,364,236
4,1X_33_largestArea.tif,0.467,3.717,1.671,0.356,60.107,0.424,4.699,0.213,0.796,538,240
5,1X_33_largestArea.tif,0.264,2.821,1.279,0.263,124.809,0.417,4.863,0.206,0.827,146,247
6,1X_33_largestArea.tif,1.154,9.037,2.509,0.586,120.301,0.178,4.284,0.233,0.402,407,255
7,1X_33_largestArea.tif,0.174,1.558,0.527,0.420,59.906,0.899,1.256,0.796,0.906,546,255
8,1X_33_largestArea.tif,0.409,3.357,1.474,0.353,153.496,0.456,4.174,0.240,0.848,173,268
9,1X_33_largestArea.tif,0.154,1.714,0.585,0.335,35.921,0.658,1.747,0.572,0.759,153,273
10,1X_33_largestArea.tif,0.134,1.703,0.735,0.232,157.668,0.580,3.165,0.316,0.841,165,274
11,1X_33_largestArea.tif,0.069,1.027,0.420,0.208,122.353,0.819,2.016,0.496,0.884,450,277
12,1X_33_largestArea.tif,4.715,23.043,5.224,1.149,71.215,0.112,4.547,0.220,0.504,519,282
13,1X_33_largestArea.tif,0.394,3.027,1.298,0.387,140.128,0.541,3.358,0.298,0.829,214,284
14,1X_33_largestArea.tif,0.492,5.000,2.355,0.266,63.006,0.247,8.852,0.113,0.742,549,284
15,1X_33_largestArea.tif,0.411,3.813,1.671,0.313,130.801,0.355,5.341,0.187,0.696,181,286
16,1X_33_largestArea.tif,0.275,2.114,0.747,0.469,118.611,0.773,1.594,0.627,0.886,467,291
17,1X_33_largestArea.tif,0.270,2.319,0.945,0.363,158.599,0.630,2.600,0.385,0.851,171,300
18,1X_33_largestArea.tif,0.762,5.689,2.326,0.417,80.587,0.296,5.579,0.179,0.642,263,301
19,1X_33_largestArea.tif,1.259,11.816,4.956,0.323,134.394,0.113,15.322,0.065,0.511,167,313
20,1X_33_largestArea.tif,0.488,3.502,1.243,0.500,150.384,0.501,2.486,0.402,0.786,197,318
21,1X_33_largestArea.tif,0.186,1.653,0.618,0.384,125.445,0.857,1.611,0.621,0.900,227,318
