Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,180.070,1222.563,197.376,0.002,-295.500,12.122,33.530,2.933,24.439,0.000,4.800,24.336,12.469,2.238,24.336,12.469,2.238,12.834,8.872,2.746,-87.581,0.879,-179.836,1.447,4.674,3.231,21.751,6.305,0.000,0.277
2,0.126,1.392,0.644,0.667,1.000,26.687,27.616,4.106,4.790,0.000,0.800,27.174,4.451,0.527,27.174,4.451,0.527,0.705,0.423,0.261,-31.321,-35.493,94.384,1.666,2.699,1.620,26.736,4.643,0.000,0.081
3,1.006,7.612,1.341,0.260,1.500,24.586,26.492,5.621,6.745,0.000,2.400,25.558,6.163,1.163,25.558,6.163,1.163,1.469,0.850,0.424,28.743,-70.650,67.707,1.728,3.466,2.006,25.759,6.110,0.000,0.179
4,6.721,46.298,7.954,0.051,-8.500,16.667,20.284,6.647,10.655,0.000,4.800,18.552,8.293,2.467,18.552,8.293,2.467,3.010,2.235,0.795,48.752,-49.955,86.770,1.346,3.787,2.813,18.036,7.772,2.000,0.212
5,0.444,4.912,2.393,0.188,0.000,4.057,5.865,9.776,11.926,0.000,0.800,5.152,10.935,0.414,5.152,10.935,0.414,1.497,0.730,0.401,-52.790,-5.959,-135.220,2.052,3.731,1.818,5.523,10.264,0.000,0.098
6,0.077,0.957,0.510,0.774,0.500,2.493,3.079,10.900,11.437,0.000,0.400,2.800,11.200,0.200,2.800,11.200,0.200,0.420,0.408,0.250,-38.371,-0.000,90.000,1.029,1.682,1.635,2.982,11.046,0.000,0.081
7,5.685,32.106,4.314,0.110,1.500,12.024,16.716,10.216,12.659,0.000,4.800,13.887,11.791,1.464,13.887,11.791,1.464,3.199,2.288,0.717,5.136,38.855,-69.891,1.398,4.461,3.191,12.611,11.877,0.000,0.293
8,3.814,25.123,4.498,0.104,-2.000,15.543,18.965,12.659,15.788,0.000,3.600,16.897,14.150,1.262,16.897,14.150,1.262,2.473,1.635,0.625,-45.993,8.702,-104.777,1.512,3.956,2.616,17.840,13.050,0.000,0.228
9,7.948,54.220,9.132,0.045,-4.500,3.177,6.354,13.490,20.138,0.000,4.000,5.306,17.322,1.413,5.306,17.322,1.413,3.488,1.883,1.169,87.359,-14.403,76.826,1.852,2.984,1.611,5.621,18.476,0.000,0.228
10,0.138,1.470,0.403,0.674,1.000,17.840,18.280,14.175,14.663,0.000,1.200,18.063,14.405,0.575,18.063,14.405,0.575,0.802,0.310,0.230,2.459,-83.593,148.166,2.585,3.479,1.346,17.987,14.321,0.000,0.130
11,1.939,13.054,1.481,0.191,-1.500,27.909,29.718,14.761,16.276,0.000,2.400,28.784,15.458,1.189,28.784,15.458,1.189,1.462,0.985,0.571,44.746,-75.833,68.508,1.484,2.560,1.726,29.278,15.690,0.000,0.196
12,0.097,1.193,0.605,0.633,1.000,30.842,31.624,15.054,15.739,0.000,0.800,31.200,15.355,0.376,31.200,15.355,0.376,0.752,0.355,0.250,-38.825,-47.318,91.263,2.117,3.011,1.422,30.940,15.348,0.000,0.081
13,8.354,60.635,12.774,0.035,-8.500,30.353,33.286,14.223,20.089,0.000,3.600,31.910,17.129,1.865,31.910,17.129,1.865,3.040,1.991,1.325,-88.848,-3.243,-72.507,1.527,2.294,1.502,31.868,16.619,0.000,0.147
14,3.662,26.641,5.555,0.080,-1.500,28.105,30.940,17.058,20.138,0.000,3.600,29.804,18.623,1.819,29.804,18.623,1.819,2.135,1.587,0.827,-94.092,72.874,126.206,1.345,2.583,1.920,29.913,17.401,0.000,0.196
15,0.904,6.951,1.080,0.275,1.500,14.908,16.179,17.156,18.427,0.000,2.400,15.506,17.873,1.279,15.506,17.873,1.279,1.581,0.581,0.433,-29.743,-70.212,128.915,2.721,3.655,1.344,15.348,17.792,0.000,0.147
16,5.530,36.047,6.834,0.074,-6.500,26.150,29.425,18.818,22.191,0.000,4.000,27.265,20.758,2.043,27.265,20.758,2.043,2.352,1.446,1.324,-50.739,-56.164,155.951,1.627,1.776,1.092,26.736,21.164,0.800,0.196
17,9.495,65.720,11.908,0.036,-7.000,6.745,12.317,20.578,25.710,0.000,4.000,9.635,23.681,1.666,9.635,23.681,1.666,3.940,2.021,1.254,35.403,-7.236,-89.791,1.949,3.142,1.612,7.087,21.555,0.000,0.179
18,0.316,3.114,0.899,0.375,1.000,23.706,24.439,22.973,23.901,0.000,1.600,24.080,23.412,0.918,24.080,23.412,0.918,1.187,0.547,0.252,38.011,-83.117,-2.723,2.169,4.705,2.170,23.999,23.413,0.000,0.114
19,0.991,9.653,3.197,0.123,-4.000,30.011,31.673,22.435,24.879,0.000,1.600,30.984,23.769,0.886,30.984,23.769,0.886,1.575,1.179,0.369,-74.737,-21.812,119.748,1.336,4.267,3.194,30.793,24.586,0.000,0.130
20,0.278,2.834,0.720,0.384,1.000,19.405,19.942,23.999,24.683,0.000,2.400,19.659,24.358,1.566,19.659,24.358,1.566,1.450,0.338,0.296,-78.101,-85.787,97.056,4.288,4.901,1.143,19.600,24.439,1.200,0.130
21,7.306,51.618,8.945,0.044,-10.500,20.773,25.759,23.510,26.639,0.000,4.400,23.324,25.052,2.123,23.324,25.052,2.123,3.063,2.214,0.848,-20.143,9.282,77.325,1.384,3.612,2.610,24.732,24.586,1.200,0.179
22,14.368,94.692,14.614,0.027,-25.000,12.171,18.769,22.484,27.030,0.000,4.800,15.145,24.937,2.416,15.145,24.937,2.416,3.778,2.798,1.384,19.127,22.049,-54.075,1.350,2.730,2.022,16.374,25.368,1.600,0.196
23,1.949,15.324,3.705,0.119,1.000,18.623,20.235,24.146,27.665,0.000,4.400,19.419,26.061,1.701,19.419,26.061,1.701,2.843,1.158,0.633,78.019,54.558,-78.356,2.455,4.490,1.829,18.867,25.856,0.800,0.130
24,0.156,1.586,0.716,0.688,1.000,32.308,33.188,7.723,8.651,0.400,1.200,32.804,8.138,0.983,32.804,8.138,0.983,0.637,0.445,0.303,-49.106,-6.693,-84.283,1.432,2.100,1.467,32.846,7.772,0.800,0.081
