Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,32.924,197.392,37.340,0.016,-22.500,14.957,26.736,3.421,21.164,0.000,4.800,21.166,9.242,2.442,21.166,9.242,2.442,12.462,4.027,2.395,64.907,5.703,9.846,3.095,5.202,1.681,16.472,4.546,4.400,0.293
2,3.644,25.340,6.282,0.092,-2.000,6.745,10.118,7.332,11.340,0.000,3.600,8.340,8.440,2.192,8.340,8.440,2.192,3.016,1.590,1.137,-49.575,47.761,-94.631,1.897,2.652,1.398,9.433,7.820,0.000,0.179
3,59.645,366.529,65.291,0.008,-64.500,5.670,17.205,11.486,30.891,0.000,4.800,10.554,22.302,2.085,10.554,22.302,2.085,10.587,3.478,2.377,66.015,-1.224,-20.302,3.044,4.455,1.463,6.599,13.197,0.000,0.228
4,0.764,5.883,2.084,0.325,1.000,15.445,16.179,10.753,13.881,0.000,1.600,15.785,12.332,0.901,15.785,12.332,0.901,2.189,0.543,0.341,-87.890,-26.651,93.067,4.030,6.424,1.594,15.739,12.806,0.000,0.147
5,1.567,9.796,1.991,0.296,0.500,18.720,20.333,12.513,14.419,0.000,2.400,19.528,13.577,1.180,19.528,13.577,1.180,1.408,0.902,0.583,-91.292,-70.869,-136.363,1.561,2.416,1.548,19.698,13.686,0.000,0.244
6,0.095,1.210,0.528,0.571,1.000,5.963,6.599,15.739,16.276,0.000,1.200,6.317,15.964,0.612,6.317,15.964,0.612,0.633,0.356,0.268,32.180,-61.231,68.679,1.776,2.366,1.332,6.208,15.788,0.400,0.081
7,0.273,2.827,1.537,0.374,0.000,15.201,15.983,19.844,21.751,0.000,0.400,15.639,20.875,0.200,15.639,20.875,0.200,1.253,0.408,0.375,-89.981,-0.000,90.000,3.070,3.343,1.089,15.494,19.893,0.000,0.081
8,0.291,2.922,1.177,0.383,1.000,21.066,22.288,20.627,21.897,0.000,0.800,21.590,21.185,0.480,21.590,21.185,0.480,0.883,0.548,0.323,-47.392,-21.545,115.172,1.610,2.735,1.699,21.751,21.164,0.000,0.114
9,0.322,3.823,1.694,0.210,0.500,13.050,14.761,21.360,23.315,0.000,1.200,13.677,22.432,0.389,13.677,22.432,0.389,1.494,0.656,0.341,-53.951,16.529,-107.239,2.276,4.379,1.924,13.393,22.679,0.000,0.114
10,0.103,1.316,0.558,0.529,1.000,17.352,18.134,21.457,21.946,0.000,0.800,17.715,21.749,0.515,17.715,21.749,0.515,0.552,0.455,0.251,-14.238,-77.807,94.912,1.215,2.198,1.809,17.645,21.702,0.000,0.114
11,0.078,0.887,0.487,0.995,1.000,9.678,10.167,22.239,22.826,0.000,0.400,9.925,22.541,0.200,9.925,22.541,0.200,0.408,0.343,0.294,0.000,-90.000,-170.780,1.189,1.390,1.169,9.824,22.337,0.000,0.081
12,0.157,1.888,1.168,0.413,0.500,23.022,23.608,22.288,23.706,0.000,0.400,23.297,23.001,0.200,23.297,23.001,0.200,0.950,0.408,0.246,-76.312,-0.000,90.000,2.326,3.867,1.663,23.364,22.337,0.000,0.081
13,0.075,0.784,0.359,1.303,1.000,8.945,9.580,22.875,23.266,0.000,0.400,9.272,23.043,0.200,9.272,23.043,0.200,0.408,0.375,0.262,0.000,-90.000,-91.116,1.088,1.558,1.432,9.091,22.924,0.000,0.081
14,62.031,400.750,73.561,0.007,-78.500,13.637,25.563,20.431,32.895,0.000,4.800,20.010,27.237,2.092,20.010,27.237,2.092,7.269,5.229,2.307,-52.703,-5.921,177.807,1.390,3.151,2.267,17.303,27.225,0.000,0.244
