Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,3.427,24.871,5.673,0.086,-6.000,7.234,10.704,2.835,5.621,0.000,2.400,8.876,4.348,1.705,8.876,4.348,1.705,1.945,1.222,0.900,-29.435,-3.065,114.921,1.591,2.161,1.358,8.065,4.546,1.200,0.147
2,3.616,21.047,3.216,0.159,3.500,15.299,17.303,5.523,7.429,0.000,4.000,16.296,6.364,1.912,16.296,6.364,1.912,2.072,1.011,0.704,30.529,-88.126,27.587,2.049,2.942,1.435,16.472,6.159,0.000,0.212
3,5.421,38.627,5.342,0.058,-5.500,9.042,12.073,10.020,14.028,0.000,3.600,10.498,11.915,2.200,10.498,11.915,2.200,2.236,1.439,1.043,62.514,-19.269,-98.981,1.553,2.142,1.380,9.824,10.362,1.200,0.163
4,4.136,22.393,3.308,0.172,-0.500,14.321,16.472,11.291,13.832,0.000,4.000,15.383,12.521,1.738,15.383,12.521,1.738,2.144,1.283,0.653,56.838,80.129,-82.167,1.671,3.281,1.964,15.445,12.513,0.000,0.244
5,134.347,668.227,71.339,0.007,-110.000,3.373,18.525,4.790,23.315,0.000,4.800,9.968,16.813,2.474,9.968,16.813,2.474,11.694,4.753,2.504,53.605,0.600,-1.725,2.460,4.669,1.898,8.309,17.010,0.000,0.310
6,0.437,3.818,1.178,0.387,0.000,17.889,18.574,19.502,21.115,0.000,0.800,18.200,20.333,0.425,18.200,20.333,0.425,0.961,0.611,0.323,-85.454,-0.138,-101.225,1.572,2.972,1.890,18.085,20.235,0.000,0.130
7,0.112,1.353,0.559,0.571,1.000,8.260,8.994,22.386,23.070,0.000,0.800,8.642,22.770,0.374,8.642,22.770,0.374,0.674,0.396,0.225,-45.952,56.642,-100.102,1.701,2.998,1.763,8.651,22.728,0.000,0.114
8,0.111,1.259,0.629,0.697,1.000,12.220,12.855,23.266,23.901,0.000,0.800,12.488,23.546,0.566,12.488,23.546,0.566,0.512,0.381,0.340,-41.357,59.480,54.834,1.345,1.505,1.120,12.366,23.315,0.400,0.081
9,0.803,6.029,1.084,0.332,1.500,8.065,8.994,6.061,7.429,0.400,2.400,8.529,6.802,1.827,8.529,6.802,1.827,1.027,0.690,0.444,-57.861,-75.256,-71.445,1.488,2.312,1.554,8.407,6.794,1.600,0.130
10,0.165,1.583,0.760,0.779,1.000,10.509,11.389,13.393,14.077,0.400,0.800,10.883,13.751,0.600,10.883,13.751,0.600,0.535,0.408,0.375,36.558,9.548E-27,90.000,1.311,1.428,1.090,10.802,13.441,0.400,0.081
11,0.111,1.595,0.911,0.343,-2.000,16.423,17.107,15.299,16.032,0.400,0.800,16.796,15.679,0.600,16.796,15.679,0.600,0.421,0.408,0.385,-104.357,4.123E-25,90.000,1.031,1.092,1.060,16.619,15.543,0.400,0.081
12,0.175,1.896,0.962,0.507,1.000,20.138,21.213,16.716,17.303,0.400,0.800,20.601,17.050,0.600,20.601,17.050,0.600,0.663,0.408,0.359,10.347,3.074E-27,90.000,1.623,1.848,1.139,20.627,16.765,0.400,0.081
13,0.081,1.408,0.858,0.267,0.000,16.227,16.961,16.765,17.303,0.400,0.800,16.594,17.052,0.600,16.594,17.052,0.600,0.467,0.408,0.329,5.557,6.084E-27,90.000,1.144,1.419,1.240,16.325,16.912,0.400,0.081
14,0.399,3.587,1.702,0.391,1.000,23.755,24.683,17.010,19.111,0.400,0.800,24.221,18.111,0.600,24.221,18.111,0.600,1.149,0.536,0.408,-102.092,3.166E-26,-5.953E-26,2.146,2.815,1.312,24.292,17.058,0.400,0.081
15,0.398,3.463,1.396,0.430,-2.500,17.694,19.698,17.107,17.938,0.400,0.800,18.804,17.578,0.600,18.804,17.578,0.600,1.163,0.418,0.408,-5.062,-1.635E-26,-4.195E-26,2.786,2.849,1.023,19.356,17.205,0.400,0.081
16,0.241,2.564,1.173,0.389,0.000,19.991,21.897,19.160,20.040,0.400,0.800,20.854,19.580,0.600,20.854,19.580,0.600,1.156,0.408,0.285,18.270,-6.384E-27,90.000,2.832,4.061,1.434,20.187,19.258,0.400,0.081
17,0.201,2.214,0.587,0.420,1.000,9.091,9.678,8.114,8.749,0.800,2.800,9.347,8.356,2.225,9.347,8.356,2.225,1.166,0.357,0.273,50.308,-79.499,-10.539,3.264,4.271,1.309,9.189,8.260,0.800,0.081
18,0.055,0.896,0.563,0.483,1.000,15.934,16.423,23.852,24.390,0.800,1.200,16.191,24.086,1.000,16.191,24.086,1.000,0.408,0.359,0.287,96.785,-90.000,127.817,1.136,1.424,1.254,15.983,23.950,0.800,0.081
19,0.848,7.932,2.757,0.163,-1.000,7.674,8.651,8.260,11.926,1.200,2.400,8.166,10.164,2.033,8.166,10.164,2.033,2.082,0.626,0.393,82.677,0.910,-85.877,3.325,5.299,1.594,8.358,10.851,1.600,0.114
20,0.159,1.730,0.625,0.550,-0.500,15.983,16.619,23.315,23.999,1.200,2.000,16.310,23.664,1.692,16.310,23.664,1.692,0.602,0.391,0.325,-83.299,66.669,144.043,1.540,1.852,1.203,16.227,23.364,1.200,0.081
21,0.429,3.345,0.847,0.556,1.000,13.441,15.054,23.266,23.950,1.200,2.400,14.247,23.615,1.859,14.247,23.615,1.859,1.107,0.515,0.349,-2.584,-45.524,100.825,2.149,3.174,1.477,14.175,23.657,1.600,0.130
22,0.200,2.464,1.100,0.302,1.000,10.802,12.513,4.790,6.159,1.600,2.400,11.678,5.519,2.114,11.678,5.519,2.114,1.247,0.490,0.214,36.013,-12.698,84.034,2.543,5.816,2.287,11.144,5.181,2.000,0.081
23,0.151,1.535,0.719,0.713,-0.500,15.201,15.934,23.755,24.488,2.000,2.400,15.558,24.124,2.200,15.558,24.124,2.200,0.465,0.408,0.387,-35.109,-0.000,90.000,1.139,1.201,1.055,15.397,23.901,2.000,0.081
24,0.173,2.393,1.338,0.247,0.000,21.604,22.728,17.107,18.329,2.400,3.200,22.121,17.736,2.954,22.121,17.736,2.954,0.938,0.459,0.307,47.045,13.920,-85.974,2.045,3.056,1.494,22.582,18.134,2.400,0.081
25,0.164,1.626,0.732,0.710,-1.000,15.103,15.885,24.781,25.465,2.400,2.800,15.508,25.154,2.600,15.508,25.154,2.600,0.484,0.408,0.401,-22.487,1.642E-25,90.000,1.186,1.208,1.018,15.348,24.928,2.400,0.081
26,0.667,6.035,2.470,0.229,-2.500,14.712,17.205,16.276,17.987,2.800,3.600,15.953,16.927,3.086,15.953,16.927,3.086,1.424,0.800,0.406,25.636,-5.677,30.087,1.780,3.504,1.968,14.908,16.325,2.800,0.081
27,0.084,1.499,0.848,0.238,1.000,20.675,21.702,16.667,17.254,2.800,3.200,21.196,16.944,3.000,21.196,16.944,3.000,0.656,0.408,0.255,16.439,3.522E-26,90.000,1.607,2.568,1.599,20.920,16.765,2.800,0.081
28,0.106,1.407,0.754,0.457,1.500,20.138,20.969,17.107,17.694,2.800,3.200,20.518,17.410,3.000,20.518,17.410,3.000,0.505,0.408,0.326,0.187,-8.778E-27,90.000,1.236,1.547,1.251,20.382,17.156,2.800,0.081
29,0.059,1.028,0.637,0.366,1.000,7.674,8.114,9.385,10.216,3.200,4.000,7.903,9.844,3.768,7.903,9.844,3.768,0.538,0.409,0.250,80.666,-43.866,92.777,1.314,2.156,1.641,7.869,9.678,3.600,0.081
30,0.063,0.932,0.527,0.556,2.000,14.468,15.103,11.731,12.366,3.200,3.600,14.813,12.100,3.400,14.813,12.100,3.400,0.408,0.365,0.279,-98.514,-90.000,-39.605,1.117,1.464,1.311,14.810,11.975,3.200,0.081
31,0.061,1.153,0.682,0.276,1.500,13.832,14.468,17.792,18.427,3.200,3.600,14.143,18.121,3.400,14.143,18.121,3.400,0.479,0.408,0.277,-46.109,2.592E-27,90.000,1.174,1.732,1.475,13.930,18.085,3.200,0.081
32,0.177,1.710,0.859,0.708,1.000,20.138,21.115,22.973,24.146,3.200,3.600,20.621,23.577,3.400,20.621,23.577,3.400,0.884,0.408,0.282,52.206,1.654E-26,90.000,2.164,3.128,1.445,20.333,23.022,3.200,0.081
33,0.088,1.222,0.649,0.480,-1.000,8.749,9.482,4.643,5.230,3.600,4.000,9.116,4.931,3.800,9.116,4.931,3.800,0.408,0.404,0.318,93.128,-90.000,-167.249,1.010,1.286,1.273,8.896,4.839,3.600,0.081
34,0.067,1.105,0.528,0.375,1.000,7.576,8.016,8.994,9.580,3.600,4.800,7.804,9.260,4.326,7.804,9.260,4.326,0.788,0.298,0.248,85.026,-76.204,51.498,2.646,3.182,1.202,7.869,9.140,3.600,0.081
35,0.062,0.894,0.528,0.612,2.000,7.918,8.358,10.753,11.389,3.600,4.000,8.122,11.081,3.800,8.122,11.081,3.800,0.408,0.398,0.245,90.899,-90.000,106.211,1.027,1.669,1.625,7.967,10.900,3.600,0.081
36,0.167,2.154,0.920,0.316,1.000,15.739,17.058,16.863,17.596,3.600,4.400,16.461,17.236,4.058,16.461,17.236,4.058,0.792,0.475,0.300,27.096,35.102,-71.890,1.668,2.642,1.583,16.521,17.303,3.600,0.081
37,0.058,0.822,0.326,0.691,1.000,10.460,10.949,4.106,4.448,4.000,4.800,10.693,4.287,4.436,10.693,4.287,4.436,0.618,0.257,0.226,-7.280,-74.859,139.780,2.405,2.734,1.137,10.558,4.252,4.000,0.081
38,0.221,3.268,1.725,0.158,-0.500,7.136,8.260,13.246,14.517,4.000,4.800,7.716,13.929,4.224,7.716,13.929,4.224,0.777,0.529,0.451,71.336,-7.632,9.187,1.469,1.723,1.173,7.820,13.344,4.000,0.081
39,0.190,1.649,0.499,0.912,1.000,11.975,12.708,15.054,15.641,4.000,4.800,12.326,15.356,4.405,12.326,15.356,4.405,0.610,0.418,0.297,4.356,80.936,-107.136,1.460,2.051,1.405,12.171,15.201,4.400,0.130
40,0.116,1.775,1.007,0.270,1.000,17.401,18.574,17.840,18.427,4.000,4.400,17.980,18.106,4.200,17.980,18.106,4.200,0.710,0.408,0.320,-9.361,-0.000,90.000,1.739,2.222,1.278,17.743,17.938,4.000,0.081
41,0.097,1.196,0.649,0.628,1.000,20.089,20.724,18.183,18.818,4.000,4.400,20.414,18.521,4.200,20.414,18.521,4.200,0.417,0.408,0.306,-43.494,-0.000,90.000,1.021,1.362,1.335,20.382,18.329,4.000,0.081
42,0.202,2.911,1.628,0.186,0.500,18.525,19.551,18.818,19.796,4.000,4.400,19.055,19.347,4.200,19.055,19.347,4.200,0.683,0.461,0.408,47.953,-0.000,-0.000,1.483,1.673,1.129,18.623,18.916,4.000,0.081
43,0.120,2.001,1.228,0.205,4.000,20.138,20.871,19.893,21.164,4.000,4.400,20.602,20.618,4.200,20.602,20.618,4.200,0.785,0.408,0.348,-86.897,-0.000,90.000,1.922,2.256,1.174,20.529,20.040,4.000,0.081
44,0.957,5.223,1.127,0.726,1.000,17.840,19.747,19.698,20.871,4.000,4.800,18.742,20.328,4.457,18.742,20.328,4.457,1.071,0.618,0.511,11.765,-6.352,-125.676,1.733,2.096,1.209,18.280,19.991,4.400,0.130
45,0.152,1.788,0.994,0.456,1.500,7.087,8.016,2.884,3.666,4.400,4.800,7.515,3.259,4.600,7.515,3.259,4.600,0.632,0.433,0.408,-6.585,1.793E-26,2.113E-25,1.459,1.549,1.061,7.332,2.982,4.400,0.081
46,0.121,1.157,0.547,1.076,1.000,8.309,9.042,4.546,5.132,4.400,4.800,8.702,4.853,4.600,8.702,4.853,4.600,0.424,0.408,0.343,12.134,-1.093E-25,90.000,1.039,1.237,1.191,8.603,4.643,4.400,0.081
47,0.781,5.744,2.335,0.364,1.000,7.674,9.336,16.619,19.405,4.400,4.800,8.341,17.912,4.600,8.341,17.912,4.600,1.837,0.776,0.408,-84.625,1.869E-25,-3.377E-25,2.368,4.500,1.901,7.772,16.667,4.400,0.081
48,0.054,0.829,0.488,0.590,1.000,17.156,17.596,16.961,17.547,4.400,4.800,17.365,17.272,4.600,17.365,17.272,4.600,0.408,0.378,0.263,95.525,-90.000,117.194,1.080,1.555,1.440,17.303,17.058,4.400,0.081
255,1.168,41.132,28.140,0.002,98.500,7.478,24.683,2.737,24.977,0.000,4.800,14.773,15.144,2.809,14.773,15.144,2.809,15.887,7.162,3.093,55.037,3.258,-0.915,2.218,5.136,2.315,18.231,19.844,0.000,0.065
