Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,2.294,13.770,1.797,0.228,1.000,18.769,21.800,2.737,4.301,0.000,2.400,20.539,3.736,0.976,20.539,3.736,0.976,1.723,1.189,0.567,-4.637,-24.426,109.306,1.450,3.040,2.097,21.360,3.715,0.000,0.228
2,2.143,17.622,3.801,0.095,-3.500,3.324,4.595,8.163,12.171,0.000,2.000,3.901,10.346,0.967,3.901,10.346,0.967,2.377,1.261,0.461,81.976,-4.321,-82.815,1.885,5.159,2.737,4.057,10.900,0.000,0.147
3,86.256,592.825,94.062,0.004,-187.000,7.381,20.040,9.678,23.608,0.000,4.800,13.595,17.659,2.385,13.595,17.659,2.385,7.998,4.246,2.704,53.783,-2.396,-7.314,1.884,2.958,1.570,11.340,19.209,2.800,0.228
4,0.711,6.061,1.968,0.257,0.000,14.419,15.885,9.727,11.828,0.000,1.600,15.192,10.705,0.667,15.192,10.705,0.667,1.367,0.889,0.316,55.287,14.428,-89.129,1.537,4.322,2.811,14.957,10.313,0.000,0.163
5,92.700,625.419,100.953,0.004,-155.000,17.303,32.259,10.607,23.608,0.000,4.800,25.644,18.894,2.348,25.644,18.894,2.348,9.191,4.531,2.800,-37.999,3.959,179.239,2.028,3.283,1.618,20.480,19.307,0.000,0.228
6,0.557,4.855,1.023,0.307,3.000,20.627,21.506,11.975,13.539,0.000,1.600,21.102,12.738,0.666,21.102,12.738,0.666,1.014,0.695,0.361,-70.903,53.002,-97.254,1.460,2.812,1.926,21.115,12.122,0.000,0.130
7,0.192,1.816,0.604,0.697,1.000,35.094,35.730,13.784,14.566,0.000,0.800,35.440,14.142,0.431,35.440,14.142,0.431,0.629,0.454,0.288,-60.219,65.208,-88.905,1.385,2.183,1.575,35.534,14.028,0.000,0.130
8,1.055,9.580,2.316,0.143,1.500,3.959,6.403,12.953,14.370,0.000,2.400,5.184,13.515,1.575,5.184,13.515,1.575,1.435,1.008,0.523,-8.315,-49.904,128.943,1.424,2.745,1.927,5.328,14.126,0.000,0.114
9,0.419,4.146,0.906,0.278,2.000,18.525,19.405,15.836,16.716,0.000,2.000,18.957,16.259,1.123,18.957,16.259,1.123,1.282,0.446,0.367,-44.921,80.092,-95.893,2.876,3.492,1.214,18.818,16.130,0.800,0.130
10,7.011,39.753,4.556,0.089,-1.000,21.018,24.879,16.374,18.427,0.000,4.800,22.786,17.376,2.196,22.786,17.376,2.196,2.814,1.728,0.720,8.966,75.285,-88.969,1.629,3.909,2.400,22.386,17.156,2.000,0.212
11,0.060,0.721,0.340,1.096,1.000,27.518,28.154,17.401,17.743,0.000,0.400,27.839,17.565,0.200,27.839,17.565,0.200,0.408,0.404,0.214,0.000,-90.000,-107.172,1.012,1.912,1.890,27.860,17.449,0.000,0.081
12,0.159,1.448,0.516,0.937,1.000,13.441,13.979,20.089,20.773,0.000,0.800,13.718,20.467,0.458,13.718,20.467,0.458,0.601,0.393,0.281,-38.593,-77.026,-56.176,1.532,2.138,1.396,13.686,20.382,0.000,0.130
13,0.116,1.406,0.788,0.545,0.500,18.134,18.867,21.409,22.435,0.000,0.400,18.484,22.010,0.200,18.484,22.010,0.200,0.675,0.408,0.252,-55.240,-0.000,90.000,1.654,2.681,1.621,18.671,21.653,0.000,0.081
14,0.129,1.432,0.449,0.641,1.000,16.863,17.254,23.168,23.608,0.000,1.200,17.079,23.394,0.561,17.079,23.394,0.561,0.872,0.274,0.256,53.391,-86.786,-121.015,3.177,3.401,1.071,17.107,23.364,0.000,0.147
15,0.311,2.867,1.018,0.463,1.500,15.006,16.081,20.675,22.093,0.400,1.200,15.523,21.348,0.712,15.523,21.348,0.712,1.001,0.569,0.280,58.902,4.582,-93.029,1.757,3.572,2.033,15.103,20.724,0.400,0.081
16,0.075,1.113,0.456,0.467,1.000,20.284,20.920,23.217,23.608,0.400,1.600,20.632,23.413,0.929,20.632,23.413,0.929,0.685,0.349,0.234,-22.837,75.044,-119.874,1.963,2.933,1.495,20.773,23.315,0.400,0.081
17,0.595,4.939,1.369,0.333,0.000,33.579,34.899,13.686,14.908,0.800,2.400,34.241,14.187,1.617,34.241,14.187,1.617,0.987,0.659,0.482,76.055,-68.744,32.633,1.497,2.049,1.369,34.312,14.126,1.200,0.130
18,0.227,2.370,1.125,0.440,1.000,13.002,14.077,20.969,22.093,0.800,1.600,13.432,21.583,1.017,13.432,21.583,1.017,0.611,0.548,0.444,-52.930,1.939,-173.171,1.115,1.376,1.234,13.344,21.066,0.800,0.081
19,0.158,1.721,0.624,0.552,1.000,11.193,11.828,8.309,9.140,1.200,2.000,11.497,8.685,1.718,11.497,8.685,1.718,0.602,0.473,0.286,-60.096,47.141,-95.746,1.274,2.107,1.654,11.486,8.456,1.200,0.081
20,1.661,13.959,2.412,0.115,0.000,29.473,30.647,8.114,11.486,1.200,4.000,30.094,9.660,2.804,30.094,9.660,2.804,2.227,1.185,0.351,76.988,-35.485,-77.721,1.879,6.353,3.380,29.718,8.407,2.000,0.130
21,0.292,2.857,0.911,0.415,0.500,22.631,23.804,19.551,20.480,1.200,2.000,23.254,20.095,1.599,23.254,20.095,1.599,0.734,0.626,0.301,-27.429,9.399,-108.260,1.173,2.436,2.078,23.559,19.893,1.200,0.081
22,0.058,0.671,0.340,1.272,1.000,19.649,20.138,20.724,21.115,1.200,1.600,19.907,20.928,1.400,19.907,20.928,1.400,0.408,0.333,0.242,97.237,-90.000,-166.307,1.228,1.685,1.373,19.747,20.822,1.200,0.081
23,0.088,1.057,0.426,0.739,1.500,13.344,13.735,22.728,23.315,1.200,2.000,13.543,23.044,1.635,13.543,23.044,1.635,0.609,0.333,0.222,79.722,78.888,58.399,1.831,2.747,1.500,13.539,22.924,1.200,0.081
24,0.061,0.947,0.341,0.498,1.000,25.905,26.687,23.413,23.608,1.200,2.000,26.290,23.525,1.612,26.290,23.525,1.612,0.660,0.344,0.181,0.499,-61.999,89.662,1.921,3.649,1.899,26.150,23.461,1.200,0.081
25,0.076,0.851,0.428,1.072,2.000,17.840,18.427,16.619,17.058,1.600,2.000,18.143,16.867,1.800,18.143,16.867,1.800,0.408,0.372,0.270,89.523,-90.000,178.991,1.098,1.510,1.375,17.987,16.716,1.600,0.081
26,0.336,3.439,1.353,0.315,0.000,9.482,10.704,8.994,10.069,2.000,3.200,10.104,9.522,2.506,10.104,9.522,2.506,1.010,0.495,0.400,38.411,48.303,-15.504,2.043,2.525,1.236,10.118,9.531,2.000,0.081
27,0.128,1.492,0.569,0.558,1.000,25.612,26.443,16.716,17.156,2.000,3.200,26.003,16.924,2.648,26.003,16.924,2.648,0.829,0.376,0.248,8.837,-64.312,82.741,2.206,3.340,1.514,25.856,16.814,2.000,0.081
28,0.078,0.837,0.420,1.186,2.000,17.058,17.596,20.138,20.627,2.000,2.400,17.322,20.417,2.200,17.322,20.417,2.200,0.408,0.347,0.288,0.000,-90.000,-83.994,1.175,1.416,1.205,17.156,20.284,2.000,0.081
29,0.109,1.437,0.529,0.453,1.000,22.044,22.826,23.119,23.608,2.000,3.200,22.378,23.388,2.884,22.378,23.388,2.884,0.686,0.458,0.249,-74.346,-73.695,140.511,1.497,2.751,1.837,22.288,23.510,2.400,0.081
30,0.272,2.538,0.922,0.513,1.000,7.772,8.945,11.780,12.708,2.400,3.600,8.343,12.239,3.051,8.343,12.239,3.051,0.901,0.598,0.310,-42.276,51.995,-100.957,1.506,2.912,1.933,8.554,11.828,2.400,0.081
31,0.110,1.361,0.714,0.542,0.500,14.712,15.445,17.205,18.183,2.400,3.200,15.067,17.643,2.670,15.067,17.643,2.670,0.755,0.439,0.223,54.874,-29.141,87.226,1.722,3.386,1.966,14.810,17.254,2.400,0.081
