Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,0.715,7.786,1.884,0.122,0.500,26.296,27.274,0.000,1.662,0,2.000,26.846,0.827,1.174,26.846,0.827,1.174,1.341,1.043,0.444,-1.541,85.303,-14.878,1.286,3.019,2.348,26.785,0.293,0.000,0.114
2,1.366,12.081,2.170,0.120,2.000,10.411,12.366,1.808,3.324,0,3.200,11.273,2.432,1.745,11.273,2.432,1.745,1.944,0.989,0.518,-39.814,61.556,-109.448,1.966,3.750,1.907,11.144,2.200,2.000,0.130
3,292.314,1751.302,251.632,0.002,-401.000,6.745,35.339,3.421,37.196,0,4.800,19.891,21.253,2.031,19.891,21.253,2.031,21.616,13.601,2.201,61.499,-0.245,1.064,1.589,9.819,6.178,27.665,25.905,0.000,0.326
4,0.608,4.535,0.811,0.448,1.000,26.590,27.469,7.625,8.456,0,2.000,27.004,8.062,1.120,27.004,8.062,1.120,1.343,0.437,0.388,-20.707,-81.742,-163.091,3.072,3.459,1.126,26.883,8.065,0.000,0.179
5,0.428,3.929,0.739,0.342,1.000,22.777,24.195,8.260,8.896,0,1.600,23.305,8.533,0.801,23.305,8.533,0.801,1.004,0.574,0.324,-5.252,70.089,-74.209,1.748,3.097,1.771,23.510,8.456,0.000,0.130
6,5.036,35.325,5.409,0.065,0.000,31.038,33.237,7.967,13.637,0,4.000,32.145,10.520,1.850,32.145,10.520,1.850,2.983,2.160,0.662,76.423,-9.993,-80.954,1.381,4.505,3.262,31.526,10.558,0.000,0.196
7,2.228,15.885,2.956,0.140,-2.500,18.085,20.040,13.344,16.179,0,4.800,19.153,14.764,3.132,19.153,14.764,3.132,3.413,0.732,0.658,66.092,57.582,-92.689,4.661,5.186,1.113,19.698,15.690,0.800,0.196
8,0.435,4.545,1.220,0.228,1.000,13.588,14.077,16.521,17.840,0,2.000,13.834,17.289,1.323,13.834,17.289,1.323,1.282,0.742,0.257,-79.098,-74.819,99.676,1.727,4.997,2.893,13.784,17.498,1.200,0.130
9,0.652,5.609,2.186,0.272,0.500,12.073,13.393,18.671,20.920,0,0.800,12.718,19.733,0.553,12.718,19.733,0.553,1.468,0.715,0.491,-84.007,3.804,179.491,2.052,2.990,1.457,12.659,19.062,0.000,0.114
10,0.351,3.116,1.289,0.460,1.000,10.949,11.926,18.525,20.040,0,0.800,11.448,19.267,0.481,11.448,19.267,0.481,0.881,0.511,0.400,-68.512,-27.310,-132.160,1.724,2.206,1.279,11.340,19.502,0.000,0.130
11,2.884,17.297,2.121,0.182,3.000,20.040,21.848,20.724,23.559,0,2.800,20.766,21.719,1.179,20.766,21.719,1.179,1.683,1.250,0.685,-65.490,-50.970,107.265,1.346,2.457,1.825,20.529,21.262,0.000,0.261
12,0.299,2.398,0.567,0.734,1.000,16.619,17.498,23.901,24.537,0,1.200,17.055,24.207,0.744,17.055,24.207,0.744,0.792,0.476,0.304,-91.295,-88.010,28.575,1.665,2.605,1.564,16.961,24.195,0.000,0.130
13,1.086,9.148,2.470,0.174,0.500,17.010,19.111,24.488,25.954,0,3.600,17.799,25.332,2.168,17.799,25.332,2.168,1.601,1.110,0.556,25.293,83.742,-71.359,1.443,2.878,1.995,17.401,25.221,2.000,0.130
14,0.456,3.810,1.564,0.425,1.000,13.686,15.739,24.732,26.394,0,0.800,14.796,25.480,0.596,14.796,25.480,0.596,1.503,0.440,0.415,32.624,-0.427,-19.111,3.415,3.619,1.059,14.028,24.830,0.400,0.081
15,0.271,2.733,0.601,0.408,1.000,22.973,23.706,25.514,25.954,0,2.000,23.315,25.735,1.072,23.315,25.735,1.072,1.272,0.398,0.241,3.044,-83.984,94.185,3.199,5.271,1.648,23.168,25.710,0.000,0.130
16,3.390,24.432,4.357,0.089,0.000,10.509,12.415,25.270,28.154,0,4.000,11.353,26.645,2.157,11.353,26.645,2.157,2.086,1.258,0.774,80.233,-75.322,80.665,1.658,2.696,1.626,11.095,26.150,1.600,0.196
17,0.114,1.302,0.708,0.663,1.000,28.398,29.180,27.567,28.251,0,0.400,28.869,27.959,0.200,28.869,27.959,0.200,0.552,0.408,0.290,-38.247,-0.000,90.000,1.353,1.902,1.406,29.082,27.616,0.000,0.081
18,0.488,4.204,1.627,0.363,-2.000,14.517,16.227,27.469,28.691,0,0.800,15.264,28.093,0.559,15.264,28.093,0.559,1.129,0.567,0.444,20.960,-5.598,-31.488,1.993,2.543,1.276,14.712,27.909,0.000,0.098
19,0.341,2.728,1.030,0.648,1.000,17.596,18.720,27.763,28.985,0,0.800,18.166,28.278,0.575,18.166,28.278,0.575,0.788,0.508,0.435,35.363,-4.806,-33.069,1.550,1.810,1.168,17.743,28.251,0.000,0.114
20,0.251,2.689,1.116,0.367,0.000,13.050,13.832,29.180,30.744,0,0.800,13.456,29.996,0.539,13.456,29.996,0.539,0.917,0.507,0.309,69.847,-8.539,-90.051,1.809,2.962,1.638,13.295,29.571,0.000,0.098
21,0.141,1.632,0.743,0.521,2.000,26.883,28.203,30.304,30.793,0,0.400,27.498,30.567,0.200,27.498,30.567,0.200,0.753,0.408,0.276,6.058,-0.000,90.000,1.845,2.725,1.477,27.323,30.353,0.000,0.081
22,0.255,2.848,0.767,0.319,0.000,17.010,17.792,30.549,31.233,0,2.000,17.366,30.929,1.024,17.366,30.929,1.024,1.194,0.476,0.249,-8.582,-82.762,138.433,2.508,4.787,1.909,17.107,30.842,0.000,0.081
23,0.202,1.795,0.708,0.796,1.000,20.724,21.409,30.500,31.429,0,0.800,21.062,30.972,0.558,21.062,30.972,0.558,0.579,0.463,0.376,64.395,30.416,-74.454,1.252,1.540,1.230,21.213,31.086,0.000,0.098
24,0.054,0.631,0.323,1.335,1.000,25.856,26.345,31.184,31.575,0,0.400,26.096,31.389,0.200,26.096,31.389,0.200,0.408,0.312,0.243,0.000,-90.000,-102.417,1.307,1.682,1.287,26.003,31.282,0.000,0.081
25,0.097,1.174,0.633,0.651,0.500,23.755,24.341,32.259,32.993,0,0.400,24.048,32.621,0.200,24.048,32.621,0.200,0.442,0.408,0.293,-56.226,-0.000,90.000,1.083,1.508,1.392,23.852,32.504,0.000,0.081
26,1.607,12.487,1.833,0.150,-3.000,28.007,29.669,7.185,8.749,0.400,4.000,28.847,8.110,2.421,28.847,8.110,2.421,1.721,0.791,0.620,-12.143,-83.248,118.104,2.175,2.774,1.276,28.447,8.114,1.600,0.179
27,0.369,3.955,1.866,0.249,-5.500,10.802,12.611,13.637,14.957,0.400,0.800,11.603,14.171,0.600,11.603,14.171,0.600,1.132,0.483,0.408,-29.306,-9.358E-28,8.537E-26,2.345,2.773,1.182,11.486,13.735,0.400,0.081
28,0.334,3.251,1.485,0.368,-3.000,11.340,12.757,14.712,15.983,0.400,0.800,12.050,15.292,0.600,12.050,15.292,0.600,0.844,0.534,0.408,32.286,-3.623E-26,6.803E-26,1.579,2.067,1.309,11.926,14.761,0.400,0.081
29,0.292,2.476,0.947,0.637,1.000,11.584,13.099,16.814,17.547,0.400,0.800,12.340,17.168,0.600,12.340,17.168,0.600,0.860,0.408,0.397,8.666,-9.735E-27,90.000,2.108,2.165,1.027,11.926,16.863,0.400,0.081
30,0.059,0.879,0.491,0.584,0.500,23.070,23.706,28.789,29.278,0.400,0.800,23.380,29.003,0.600,23.380,29.003,0.600,0.408,0.394,0.233,107.083,-90.000,-165.450,1.036,1.749,1.689,23.266,28.838,0.400,0.081
31,0.127,1.977,1.156,0.236,-3.500,15.885,16.423,28.936,30.109,0.400,0.800,16.155,29.590,0.600,16.155,29.590,0.600,0.660,0.408,0.301,-83.663,4.839E-27,90.000,1.616,2.189,1.355,15.983,29.425,0.400,0.081
32,0.149,1.868,1.065,0.386,0.000,12.220,12.904,29.131,30.549,0.400,0.800,12.522,30.057,0.600,12.522,30.057,0.600,0.813,0.408,0.374,-96.902,3.729E-27,90.000,1.992,2.173,1.091,12.611,29.229,0.400,0.081
33,0.102,1.285,0.708,0.557,0.500,14.223,14.859,29.473,30.255,0.400,0.800,14.599,29.860,0.600,14.599,29.860,0.600,0.447,0.408,0.319,59.556,-8.047E-27,90.000,1.096,1.404,1.281,14.468,29.718,0.400,0.081
34,0.059,0.666,0.351,1.346,1.000,23.559,23.999,29.962,30.402,0.400,0.800,23.751,30.173,0.600,23.751,30.173,0.600,0.408,0.301,0.272,86.398,-90.000,152.077,1.355,1.504,1.109,23.657,30.011,0.400,0.081
35,0.085,1.241,0.712,0.428,1.000,19.551,20.382,32.797,33.530,0.400,0.800,19.903,33.179,0.600,19.903,33.179,0.600,0.604,0.408,0.233,37.575,-9.660E-27,90.000,1.480,2.596,1.754,19.796,33.042,0.400,0.081
36,0.266,2.356,0.968,0.610,-1.000,20.382,21.751,36.365,37.196,0.400,0.800,20.966,36.813,0.600,20.966,36.813,0.600,0.768,0.427,0.408,15.070,-3.355E-26,1.521E-25,1.800,1.881,1.045,20.627,36.414,0.400,0.081
37,0.083,0.866,0.414,1.203,1.000,4.155,4.790,8.456,8.945,0.800,1.200,4.453,8.712,1.000,4.453,8.712,1.000,0.412,0.408,0.260,22.996,-2.978E-26,90.000,1.010,1.584,1.568,4.301,8.505,0.800,0.081
