Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,0.607,4.847,0.925,0.366,3.000,3.568,4.301,4.790,6.354,0,1.600,3.972,5.483,0.637,3.972,5.483,0.637,0.968,0.734,0.370,-81.945,-58.040,98.508,1.319,2.614,1.981,4.008,5.425,0.000,0.179
2,0.328,2.881,1.014,0.508,-2.000,0.489,1.173,6.305,7.527,0,0.800,0.781,6.892,0.405,0.781,6.892,0.405,0.743,0.484,0.371,-78.690,40.230,92.312,1.535,2.003,1.305,0.635,6.794,0.000,0.130
3,0.529,5.033,0.909,0.249,5.000,2.786,3.568,6.305,7.918,0,2.000,3.238,7.088,1.245,3.238,7.088,1.245,1.269,0.604,0.307,-77.443,47.925,83.865,2.101,4.128,1.965,3.275,6.452,0.400,0.114
4,6.790,43.972,6.633,0.061,-5.500,7.527,10.558,9.189,13.539,0,4.400,8.765,11.613,1.655,8.765,11.613,1.655,2.951,2.127,0.906,70.581,-23.476,88.733,1.387,3.258,2.348,8.456,10.069,0.000,0.228
5,1.109,6.422,1.027,0.525,2.000,6.110,6.941,9.336,10.949,0,1.600,6.576,10.080,0.818,6.576,10.080,0.818,1.092,0.804,0.393,77.042,62.391,89.394,1.358,2.780,2.047,6.550,10.069,0.000,0.228
6,0.866,7.140,1.047,0.233,1.000,3.910,4.790,10.020,11.682,0,2.800,4.371,10.744,1.655,4.371,10.744,1.655,1.794,0.554,0.386,87.836,-65.814,-80.970,3.239,4.646,1.434,4.399,10.704,1.200,0.147
7,0.538,4.607,0.992,0.335,1.500,17.401,18.623,10.411,11.486,0,1.600,18.052,10.951,0.835,18.052,10.951,0.835,1.203,0.646,0.309,13.871,66.867,-137.550,1.864,3.895,2.090,18.329,11.144,0.000,0.130
8,0.105,1.408,0.486,0.448,1.000,8.505,9.385,11.095,11.584,0,0.800,8.984,11.361,0.502,8.984,11.361,0.502,0.562,0.546,0.201,-143.258,-80.907,106.136,1.028,2.792,2.715,8.896,11.340,0.000,0.114
9,2.972,19.486,3.579,0.135,0.500,18.036,19.307,12.122,15.494,0,4.800,18.574,13.380,2.498,18.574,13.380,2.498,3.637,1.326,0.542,-88.255,66.134,-102.589,2.743,6.711,2.447,18.525,12.659,0.000,0.196
10,19.054,124.759,23.739,0.021,-6.000,2.346,8.212,11.144,19.453,0,4.800,5.308,14.555,2.287,5.308,14.555,2.287,4.194,2.983,1.925,-46.502,-15.193,-154.825,1.406,2.179,1.549,7.576,14.028,3.600,0.277
11,0.226,2.121,0.638,0.603,1.000,9.336,9.971,13.930,14.712,0,1.200,9.627,14.301,0.731,9.627,14.301,0.731,0.848,0.435,0.278,-1.626,-78.621,-19.607,1.951,3.052,1.564,9.531,14.175,0.000,0.130
12,13.973,85.523,13.191,0.035,-10.000,8.260,12.806,13.148,20.627,0,4.800,10.147,16.173,2.333,10.147,16.173,2.333,3.731,2.957,1.453,64.116,26.836,-85.330,1.262,2.569,2.036,9.336,14.957,4.400,0.310
13,0.811,6.251,0.740,0.305,4.500,5.816,7.234,16.423,17.401,0,1.600,6.499,16.931,0.782,6.499,16.931,0.782,1.060,0.808,0.370,30.886,-72.864,41.562,1.313,2.863,2.181,6.012,16.912,0.000,0.179
14,1.448,10.969,2.214,0.180,1.000,3.568,5.523,16.619,19.014,0,2.000,4.531,18.063,1.128,4.531,18.063,1.128,1.825,1.127,0.537,52.629,26.507,-87.944,1.619,3.399,2.099,5.083,18.574,0.000,0.228
15,0.437,3.042,0.634,0.766,1.000,18.623,19.307,17.303,18.036,0,1.600,18.927,17.670,0.796,18.927,17.670,0.796,1.089,0.387,0.345,-38.571,-83.526,143.252,2.813,3.152,1.121,18.867,17.645,0.000,0.228
16,1.838,12.126,2.972,0.214,-1.500,11.486,14.566,18.329,20.284,0,1.200,13.010,19.256,0.455,13.010,19.256,0.455,1.977,0.946,0.592,20.570,8.501,27.490,2.091,3.341,1.598,12.171,19.111,0.000,0.163
17,10.543,65.929,11.848,0.044,-0.500,5.865,10.264,19.942,24.048,0,4.800,7.896,22.118,2.475,7.896,22.118,2.475,3.297,2.108,1.545,76.402,66.464,-3.679,1.564,2.134,1.365,8.945,23.022,0.000,0.212
