Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,0.563,5.892,1.805,0.175,1.000,16.081,17.889,2.933,4.106,0.000,2.400,17.264,3.694,1.259,17.264,3.694,1.259,1.630,0.591,0.465,-16.057,65.470,-125.448,2.759,3.503,1.270,17.352,2.982,0.000,0.081
2,0.986,7.755,1.046,0.236,3.000,12.464,13.344,5.034,6.256,0.000,3.200,12.991,5.764,1.836,12.991,5.764,1.836,1.749,0.606,0.406,-21.948,82.884,27.725,2.884,4.308,1.494,13.099,5.768,1.200,0.179
3,210.227,1410.980,200.800,0.002,-226.500,3.275,26.834,5.034,24.683,0.000,4.800,14.537,14.795,2.200,14.537,14.795,2.200,13.244,10.927,2.877,12.759,-0.008,-0.109,1.212,4.603,3.797,10.607,8.554,4.400,0.310
4,0.468,3.733,0.777,0.477,1.000,18.671,19.356,9.042,10.069,0.000,2.000,19.017,9.533,1.180,19.017,9.533,1.180,1.272,0.468,0.296,78.042,-77.601,73.666,2.719,4.292,1.579,19.014,9.433,0.800,0.147
5,0.366,2.892,0.586,0.626,1.000,17.352,18.183,9.922,10.509,0.000,1.600,17.738,10.224,0.919,17.738,10.224,0.919,1.064,0.434,0.287,-15.830,-77.431,128.566,2.450,3.703,1.511,17.596,10.216,0.000,0.163
6,2.633,16.245,1.957,0.183,5.500,19.698,21.653,10.802,13.490,0.000,2.400,20.728,11.917,1.079,20.728,11.917,1.079,1.899,1.158,0.626,58.737,30.357,-86.361,1.641,3.035,1.850,20.969,12.464,0.000,0.179
7,0.205,1.898,0.523,0.692,1.000,11.437,11.877,10.949,11.633,0.000,1.200,11.667,11.257,0.602,11.667,11.257,0.602,0.849,0.373,0.248,74.439,82.130,122.641,2.276,3.415,1.500,11.682,11.193,0.000,0.147
8,0.085,1.106,0.347,0.605,1.000,15.299,15.592,11.437,11.828,0.000,1.200,15.460,11.641,0.560,15.460,11.641,0.560,0.833,0.240,0.213,71.445,-84.765,-115.033,3.471,3.907,1.126,15.445,11.584,0.000,0.130
9,0.463,4.935,1.500,0.202,0.500,24.781,25.417,12.024,13.930,0.000,1.600,25.143,13.062,0.865,25.143,13.062,0.865,1.095,0.884,0.297,-84.247,41.922,-98.271,1.239,3.684,2.974,25.172,13.002,0.000,0.147
10,0.408,3.338,0.749,0.506,1.000,19.747,20.480,12.855,13.784,0.000,2.000,20.055,13.285,1.355,20.055,13.285,1.355,1.132,0.433,0.340,61.545,-69.617,-90.237,2.618,3.335,1.274,19.893,12.953,0.400,0.130
11,0.177,1.845,0.496,0.563,1.000,18.818,19.258,13.197,13.784,0.000,1.600,19.026,13.431,0.939,19.026,13.431,0.939,1.092,0.288,0.255,70.081,-80.200,-102.109,3.798,4.280,1.127,18.965,13.295,0.000,0.147
12,0.256,2.159,0.506,0.737,1.000,12.317,13.050,17.498,17.987,0.000,1.200,12.690,17.767,0.482,12.690,17.767,0.482,0.758,0.419,0.298,21.372,-79.002,66.633,1.810,2.548,1.408,12.806,17.792,0.000,0.163
13,0.573,3.978,0.691,0.591,1.000,10.802,11.926,17.889,18.574,0.000,1.600,11.395,18.206,0.725,11.395,18.206,0.725,0.959,0.588,0.347,-6.580,80.608,-113.807,1.632,2.764,1.693,11.144,18.036,0.000,0.196
14,0.136,1.503,0.510,0.613,1.000,14.370,14.908,19.209,19.747,0.000,1.200,14.632,19.522,0.454,14.632,19.522,0.454,0.750,0.297,0.278,-76.901,78.771,-149.173,2.520,2.694,1.069,14.566,19.405,0.000,0.130
15,0.126,1.290,0.456,0.839,1.000,5.572,6.305,19.307,19.796,0.000,0.800,5.966,19.546,0.309,5.966,19.546,0.309,0.617,0.383,0.267,7.588,-61.096,100.462,1.609,2.306,1.433,6.061,19.502,0.000,0.130
16,0.846,9.156,2.239,0.105,0.500,14.175,16.667,25.319,26.247,0.000,2.400,15.476,25.762,1.259,15.476,25.762,1.259,1.436,1.201,0.412,-18.606,8.010,-82.775,1.196,3.490,2.917,15.641,25.759,0.000,0.130
17,0.434,3.915,0.792,0.355,1.000,16.179,17.303,4.888,5.719,0.400,2.800,16.772,5.304,1.939,16.772,5.304,1.939,1.429,0.425,0.301,-32.661,71.483,-163.284,3.359,4.741,1.412,17.107,5.132,0.400,0.081
18,0.469,4.258,1.181,0.323,1.000,2.395,3.470,12.268,13.784,0.400,3.200,2.922,13.179,2.067,2.922,13.179,2.067,1.620,0.403,0.326,54.033,-59.353,80.536,4.014,4.972,1.239,2.737,12.953,1.600,0.130
19,0.094,1.098,0.434,0.749,1.000,18.671,19.062,16.716,17.303,0.800,1.600,18.856,17.003,1.245,18.856,17.003,1.245,0.610,0.340,0.225,73.255,-76.462,-49.261,1.796,2.706,1.506,18.867,16.765,0.800,0.081
20,0.359,3.076,0.675,0.502,1.500,12.806,13.735,17.840,18.720,0.800,2.000,13.266,18.311,1.507,13.266,18.311,1.507,0.812,0.571,0.318,-44.604,81.281,-102.661,1.421,2.552,1.796,13.099,18.280,1.200,0.130
21,0.481,4.196,0.775,0.354,1.000,8.065,9.433,5.670,6.305,1.200,3.200,8.741,5.955,2.360,8.741,5.955,2.360,1.000,0.766,0.257,-3.117,54.202,-106.050,1.306,3.900,2.985,8.407,5.816,2.000,0.130
22,0.239,2.799,1.207,0.295,0.500,3.715,4.497,5.034,6.550,1.200,2.400,4.065,6.033,1.931,4.065,6.033,1.931,0.911,0.606,0.364,-84.554,18.478,-110.362,1.505,2.501,1.662,4.204,5.132,1.600,0.081
23,0.750,5.481,0.925,0.387,1.000,22.142,23.022,8.651,9.580,1.200,3.600,22.582,9.123,2.519,22.582,9.123,2.519,1.450,0.475,0.413,-80.931,83.667,139.279,3.052,3.513,1.151,22.631,9.091,2.400,0.147
24,0.062,0.884,0.365,0.632,2.000,5.719,6.110,20.822,21.262,1.200,2.000,5.922,21.082,1.615,5.922,21.082,1.615,0.615,0.257,0.219,-57.014,78.210,-108.210,2.395,2.807,1.172,6.012,20.969,1.200,0.081
25,0.139,1.568,0.557,0.564,1.000,7.527,8.260,6.794,7.283,1.600,2.800,7.923,7.066,2.316,7.923,7.066,2.316,0.876,0.328,0.265,-9.368,-70.803,75.533,2.672,3.301,1.235,7.625,7.038,1.600,0.081
26,0.112,1.312,0.448,0.627,1.000,2.542,2.982,11.584,12.122,1.600,2.800,2.766,11.854,2.138,2.766,11.854,2.138,0.708,0.310,0.254,46.387,-72.310,46.543,2.280,2.790,1.223,2.639,11.633,1.600,0.081
