Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,0.704,7.586,2.117,0.129,1.000,9.971,11.975,1.173,2.688,0,2.000,10.869,1.810,1.074,10.869,1.810,1.074,1.311,1.012,0.404,-16.724,71.907,-149.010,1.296,3.250,2.508,10.851,1.613,0.000,0.130
2,302.090,2279.069,368.965,8.719E-4,-404.000,0.391,29.425,2.639,31.722,0,4.800,14.340,16.278,2.207,14.340,16.278,2.207,16.658,15.520,2.928,-38.771,0.082,179.065,1.073,5.689,5.300,26.541,20.480,0.000,0.261
3,3.089,26.416,6.746,0.059,-1.000,19.356,25.808,2.884,5.963,0,2.000,22.383,4.699,0.781,22.383,4.699,0.781,4.059,1.258,0.818,14.383,-0.191,60.857,3.227,4.959,1.537,19.698,4.252,0.000,0.179
4,1.085,11.186,2.266,0.095,-2.000,15.006,18.525,2.835,3.812,0,2.800,16.936,3.285,1.683,16.936,3.285,1.683,2.567,1.129,0.405,-3.293,25.131,-102.613,2.273,6.344,2.791,15.641,3.324,2.000,0.114
5,0.336,3.430,1.140,0.317,1.000,9.140,9.922,2.639,3.910,0,1.600,9.464,3.318,0.799,9.464,3.318,0.799,1.184,0.554,0.359,87.515,65.026,59.597,2.139,3.297,1.542,9.678,3.275,0.000,0.081
6,2.086,14.651,1.839,0.156,2.000,12.953,16.521,3.715,4.790,0,2.000,15.254,4.201,0.861,15.254,4.201,0.861,2.047,1.222,0.466,-0.872,-5.929,89.317,1.675,4.393,2.623,15.054,4.057,0.000,0.196
7,0.161,1.808,0.579,0.493,1.000,26.590,27.469,4.937,5.377,0,1.200,27.039,5.142,0.681,27.039,5.142,0.681,0.814,0.456,0.237,-7.341,74.655,-112.644,1.784,3.439,1.928,27.225,5.083,0.000,0.081
8,0.343,3.567,1.110,0.293,1.000,29.962,31.477,5.230,6.599,0,1.200,30.641,5.968,0.403,30.641,5.968,0.403,1.057,0.702,0.252,43.302,-4.008,76.947,1.506,4.190,2.781,30.255,5.572,0.000,0.130
9,1.046,10.101,2.605,0.120,0.000,25.417,28.398,6.745,8.065,0,2.000,26.803,7.286,0.984,26.803,7.286,0.984,2.021,1.100,0.544,5.274,32.791,-109.700,1.836,3.718,2.025,26.345,7.038,1.200,0.130
10,0.140,1.458,0.667,0.711,1.000,23.364,24.488,6.990,7.723,0,0.400,23.983,7.311,0.200,23.983,7.311,0.200,0.778,0.408,0.262,31.136,-0.000,90.000,1.907,2.969,1.557,23.461,7.038,0.000,0.081
