Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,1.347,10.634,2.109,0.171,2.000,23.168,24.488,1.711,4.057,0,2.000,23.898,2.915,0.998,23.898,2.915,0.998,1.325,1.244,0.476,104.612,25.326,-93.624,1.065,2.784,2.613,24.097,2.346,0.000,0.147
2,2.278,18.042,4.630,0.100,-7.000,31.722,33.188,4.106,8.163,0,2.800,32.420,5.947,1.295,32.420,5.947,1.295,2.430,1.123,0.560,79.549,-37.213,-67.356,2.165,4.342,2.006,32.357,6.256,0.000,0.196
3,2.328,20.202,4.864,0.074,-6.000,20.675,23.413,5.034,8.505,0,3.200,22.194,6.943,1.401,22.194,6.943,1.401,2.719,1.395,0.648,-57.677,25.781,-109.182,1.949,4.197,2.153,22.973,5.474,0.000,0.130
4,176.643,1119.029,170.755,0.003,-189.500,10.313,38.809,6.012,29.131,0,4.800,26.472,15.170,2.250,26.472,15.170,2.250,17.826,9.748,2.705,21.306,0.001,1.257,1.829,6.590,3.604,17.401,12.806,0.000,0.277
5,0.274,2.500,0.932,0.544,1.000,32.993,33.726,7.136,8.407,0,0.800,33.396,7.734,0.413,33.396,7.734,0.413,0.803,0.497,0.312,66.712,-33.942,-102.767,1.616,2.573,1.592,33.335,7.674,0.000,0.130
6,0.711,5.014,0.832,0.454,2.000,27.714,28.691,7.576,8.407,0,2.400,28.215,7.978,1.087,28.215,7.978,1.087,1.341,0.488,0.398,31.985,-84.014,28.536,2.747,3.365,1.225,28.154,7.918,0.000,0.196
7,0.085,0.894,0.472,1.143,1.000,26.052,26.590,12.659,13.246,0,0.400,26.315,12.967,0.200,26.315,12.967,0.200,0.422,0.408,0.259,50.008,-0.000,90.000,1.034,1.631,1.578,26.150,12.708,0.000,0.081
8,0.195,2.190,1.083,0.409,0.000,22.973,24.146,13.050,14.077,0,0.400,23.656,13.634,0.200,23.656,13.634,0.200,0.880,0.408,0.385,-36.510,-0.000,90.000,2.156,2.285,1.060,23.852,13.099,0.000,0.081
9,1.651,13.272,3.128,0.132,1.000,19.014,20.969,14.419,16.081,0,2.400,19.874,15.238,1.057,19.874,15.238,1.057,1.421,1.036,0.739,66.896,-70.844,49.716,1.372,1.924,1.403,19.405,14.615,0.000,0.179
10,0.835,6.704,0.951,0.262,2.000,39.347,40.715,16.961,18.085,0,2.000,40.008,17.550,0.988,40.008,17.550,0.988,1.307,0.745,0.390,-1.101,77.713,-54.747,1.755,3.349,1.908,39.787,17.743,0.000,0.179
11,0.083,0.845,0.439,1.296,1.000,33.335,33.824,17.645,18.231,0,0.400,33.570,17.952,0.200,33.570,17.952,0.200,0.408,0.359,0.290,0.000,-90.000,-167.759,1.136,1.408,1.239,33.530,17.694,0.000,0.081
12,0.073,0.913,0.350,0.785,1.000,9.678,10.216,19.062,19.453,0,0.800,9.944,19.280,0.279,9.944,19.280,0.279,0.543,0.295,0.249,-87.597,85.976,-166.260,1.840,2.184,1.187,9.873,19.307,0.000,0.114
13,86.468,532.072,74.016,0.006,-97.500,5.474,20.089,19.258,32.015,0,4.800,12.942,26.714,2.550,12.942,26.714,2.550,7.467,6.625,2.578,-46.674,-3.651,177.752,1.127,2.896,2.570,8.456,28.545,0.000,0.326
14,1.575,11.092,1.969,0.206,0.000,22.288,23.999,19.062,21.018,0,2.800,23.052,20.041,1.291,23.052,20.041,1.291,1.747,0.943,0.448,-44.538,-58.804,126.167,1.853,3.902,2.105,22.826,20.040,0.000,0.179
15,23.871,142.903,21.251,0.022,-15.000,5.621,13.197,18.769,24.683,0,4.800,9.534,22.028,2.135,9.534,22.028,2.135,3.865,2.830,2.461,-2.580,-0.401,172.280,1.365,1.570,1.150,6.990,21.702,0.000,0.244
16,0.131,1.338,0.555,0.810,1.000,17.792,18.916,21.164,21.653,0,0.400,18.342,21.422,0.200,18.342,21.422,0.200,0.706,0.408,0.237,17.701,-0.000,90.000,1.728,2.971,1.719,17.840,21.213,0.000,0.081
17,0.153,1.805,0.821,0.450,1.000,25.954,26.883,21.946,22.777,0,0.800,26.455,22.413,0.372,26.455,22.413,0.372,0.745,0.437,0.264,-36.829,44.085,-74.339,1.706,2.827,1.657,26.443,22.386,0.000,0.114
18,1.561,12.687,2.152,0.135,0.000,3.324,4.888,22.728,24.977,0,2.800,4.032,23.697,1.247,4.032,23.697,1.247,1.620,1.314,0.398,-3.981,-71.688,32.922,1.233,4.074,3.304,3.568,24.243,0.400,0.163
19,0.091,0.970,0.491,1.021,1.000,8.358,8.994,23.168,23.657,0,0.400,8.666,23.414,0.200,8.666,23.414,0.200,0.415,0.408,0.276,-25.813,-0.000,90.000,1.016,1.504,1.480,8.603,23.266,0.000,0.081
20,2.579,20.808,3.193,0.084,4.000,35.876,39.591,23.266,25.905,0,3.200,37.533,24.283,1.643,37.533,24.283,1.643,2.419,1.470,0.856,-27.966,13.681,75.503,1.646,2.825,1.716,37.147,23.852,1.200,0.147
21,1.031,6.549,0.917,0.428,3.000,9.091,10.411,23.364,24.439,0,2.400,9.781,23.906,1.096,9.781,23.906,1.096,1.400,0.597,0.482,29.712,-85.037,47.887,2.343,2.905,1.240,9.824,23.950,0.000,0.261
22,7.714,47.818,7.472,0.062,4.000,24.146,26.785,22.826,28.056,0,4.800,25.424,24.736,1.683,25.424,24.736,1.683,2.807,1.924,1.123,-75.097,-43.141,-91.462,1.459,2.500,1.713,24.977,24.879,0.000,0.212
23,0.657,5.562,1.099,0.284,2.500,4.546,5.230,24.781,26.003,0,2.800,4.881,25.417,1.310,4.881,25.417,1.310,1.501,0.578,0.309,-50.824,-84.852,117.694,2.598,4.851,1.867,4.790,25.368,0.400,0.163
24,1.674,11.980,2.440,0.184,1.500,21.995,23.999,24.977,27.616,0,2.000,23.143,26.036,0.904,23.143,26.036,0.904,1.418,1.191,0.589,68.189,-2.040,-53.298,1.190,2.405,2.021,22.679,25.612,0.000,0.163
25,1.797,13.939,3.425,0.135,-2.000,17.058,19.160,25.465,27.176,0,3.600,17.950,26.432,2.004,17.950,26.432,2.004,2.108,0.961,0.706,5.754,-80.326,120.196,2.194,2.986,1.361,17.694,26.345,0.800,0.130
26,0.061,0.724,0.364,1.115,2.000,32.846,33.384,25.563,26.003,0,0.400,33.084,25.835,0.200,33.084,25.835,0.200,0.408,0.328,0.258,0.000,-90.000,-82.173,1.245,1.582,1.270,32.944,25.710,0.000,0.081
27,2.906,15.949,2.022,0.235,4.000,8.651,11.242,24.928,26.883,0,3.200,9.943,25.866,1.338,9.943,25.866,1.338,1.924,1.161,0.634,78.967,68.367,-24.230,1.657,3.033,1.831,10.069,26.101,0.000,0.228
28,0.220,2.081,0.629,0.606,1.000,20.724,21.506,26.052,26.785,0,1.200,21.120,26.503,0.696,21.120,26.503,0.696,0.830,0.368,0.343,54.334,71.415,-83.866,2.252,2.418,1.074,21.213,26.541,0.000,0.130
29,1.496,12.774,2.186,0.121,5.000,2.053,4.252,26.736,28.838,0,2.800,3.100,27.765,1.033,3.100,27.765,1.033,1.665,1.306,0.403,-33.119,-37.753,65.645,1.275,4.127,3.236,2.395,28.203,0.000,0.179
30,3.990,30.150,5.588,0.066,-6.500,3.617,6.550,26.687,30.207,0,3.200,5.030,28.772,1.293,5.030,28.772,1.293,2.042,1.831,0.847,119.064,8.308,-67.734,1.115,2.410,2.162,5.377,27.127,0.400,0.179
31,0.480,5.001,1.583,0.208,1.000,20.822,23.559,28.105,28.936,0,2.000,22.588,28.680,0.880,22.588,28.680,0.880,1.918,0.636,0.313,-6.662,-33.042,109.213,3.018,6.134,2.032,21.800,28.643,0.000,0.081
32,10.843,71.807,10.131,0.036,-11.500,17.010,23.999,29.034,32.308,0,4.800,20.484,30.640,2.259,20.484,30.640,2.259,3.310,2.542,0.973,-8.852,13.480,-98.774,1.302,3.401,2.611,20.431,30.793,2.400,0.196
33,0.068,0.804,0.355,1.001,1.000,20.431,21.164,29.962,30.255,0,0.400,20.813,30.102,0.200,20.813,30.102,0.200,0.457,0.408,0.212,9.962,-0.000,90.000,1.119,2.158,1.929,20.480,30.011,0.000,0.081
34,2.038,13.124,1.927,0.208,0.000,26.052,28.007,29.864,31.038,0,3.200,26.971,30.434,1.940,26.971,30.434,1.940,1.965,0.960,0.420,6.337,83.314,-69.987,2.046,4.682,2.289,27.176,30.402,0.800,0.196
35,0.074,0.871,0.434,0.926,1.000,24.439,25.123,30.402,30.891,0,0.400,24.773,30.630,0.200,24.773,30.630,0.200,0.492,0.408,0.215,27.553,-0.000,90.000,1.204,2.288,1.900,24.488,30.451,0.000,0.081
36,0.068,0.739,0.367,1.290,1.000,19.258,19.796,32.064,32.504,0,0.400,19.518,32.278,0.200,19.518,32.278,0.200,0.408,0.328,0.273,0.000,-90.000,-74.985,1.245,1.498,1.203,19.405,32.113,0.000,0.081
37,2.983,20.868,2.937,0.111,-2.500,9.629,12.757,32.699,34.312,0,3.600,11.223,33.569,1.615,11.223,33.569,1.615,2.307,1.140,0.642,4.535,-43.962,103.448,2.025,3.596,1.776,10.558,33.824,0.000,0.212
38,0.317,2.829,0.906,0.503,1.500,25.808,26.736,13.050,14.175,0.400,1.600,26.279,13.588,1.094,26.279,13.588,1.094,0.920,0.460,0.404,-84.173,-53.272,160.103,2.002,2.278,1.138,26.296,13.588,0.400,0.081
39,0.373,3.568,1.107,0.346,-2.500,18.183,19.209,16.961,17.840,0.400,1.600,18.583,17.415,0.819,18.583,17.415,0.819,0.685,0.577,0.394,-36.550,66.428,-98.506,1.187,1.740,1.465,18.476,17.401,0.800,0.130
40,1.137,8.066,1.124,0.279,-2.000,13.930,15.348,17.156,18.476,0.400,3.600,14.696,17.685,2.184,14.696,17.685,2.184,1.453,0.677,0.448,-59.565,78.557,-119.737,2.146,3.241,1.510,14.712,17.547,1.600,0.163
41,0.531,4.526,1.654,0.344,1.000,18.085,19.649,19.307,21.115,0.400,1.600,18.952,20.331,1.137,18.952,20.331,1.137,1.313,0.506,0.475,-56.817,-29.305,140.209,2.593,2.761,1.065,18.329,20.724,0.400,0.081
42,0.089,0.947,0.459,1.052,1.000,23.022,23.706,30.647,31.135,0.400,0.800,23.367,30.912,0.600,23.367,30.912,0.600,0.436,0.408,0.259,-18.933,1.997E-26,90.000,1.069,1.682,1.573,23.364,30.744,0.400,0.081
43,0.085,0.898,0.468,1.129,1.000,32.357,32.944,7.820,8.358,0.800,1.200,32.643,8.084,1.000,32.643,8.084,1.000,0.408,0.405,0.268,77.022,-90.000,153.828,1.009,1.523,1.510,32.699,7.869,0.800,0.081
44,0.720,5.301,1.153,0.393,1.000,11.437,12.708,31.380,32.259,0.800,3.600,11.919,31.825,2.443,11.919,31.825,2.443,1.900,0.513,0.375,24.515,79.516,-71.707,3.700,5.061,1.368,11.780,31.722,2.400,0.179
45,0.210,1.883,0.688,0.749,1.000,33.139,33.726,7.136,8.065,1.200,2.000,33.468,7.595,1.700,33.468,7.595,1.700,0.588,0.487,0.319,-83.489,59.464,97.572,1.207,1.844,1.528,33.335,7.381,1.200,0.081
46,0.148,1.384,0.642,0.936,1.000,21.653,22.533,26.296,26.981,1.200,1.600,22.109,26.636,1.400,22.109,26.636,1.400,0.527,0.408,0.335,26.521,4.761E-26,90.000,1.290,1.574,1.220,21.946,26.345,1.200,0.081
47,0.205,1.942,0.720,0.646,1.000,18.867,20.040,31.673,32.504,1.200,2.000,19.495,32.079,1.564,19.495,32.079,1.564,0.864,0.432,0.282,26.988,33.863,-89.546,2.000,3.061,1.530,19.405,31.966,1.200,0.081
48,0.763,6.882,1.810,0.202,0.000,23.950,25.368,5.083,6.647,1.600,4.000,24.622,5.895,3.073,24.622,5.895,3.073,1.509,0.785,0.410,-36.328,-67.378,73.626,1.922,3.680,1.915,24.683,5.816,2.800,0.130
