 ,Value,Count
1,0,480229
2,1,19152
3,2,7709
4,3,4951
5,4,3885
6,5,3169
7,6,2608
8,7,2368
9,8,2060
10,9,1913
11,10,1767
12,11,1620
13,12,1516
14,13,1487
15,14,1423
16,15,1339
17,16,1169
18,17,1100
19,18,1079
20,19,974
21,20,922
22,21,878
23,22,824
24,23,807
25,24,689
26,25,652
27,26,635
28,27,630
29,28,544
30,29,533
31,30,515
32,31,487
33,32,481
34,33,412
35,34,424
36,35,427
37,36,377
38,37,429
39,38,383
40,39,376
41,40,368
42,41,313
43,42,330
44,43,284
45,44,290
46,45,275
47,46,249
48,47,252
49,48,267
50,49,217
51,50,220
52,51,233
53,52,205
54,53,238
55,54,197
56,55,242
57,56,214
58,57,205
59,58,225
60,59,185
61,60,178
62,61,182
63,62,205
64,63,197
65,64,172
66,65,163
67,66,170
68,67,157
69,68,163
70,69,157
71,70,165
72,71,153
73,72,166
74,73,152
75,74,157
76,75,136
77,76,133
78,77,129
79,78,126
80,79,106
81,80,134
82,81,127
83,82,114
84,83,107
85,84,125
86,85,118
87,86,115
88,87,123
89,88,109
90,89,99
91,90,103
92,91,87
93,92,111
94,93,90
95,94,100
96,95,93
97,96,98
98,97,82
99,98,84
100,99,82
101,100,95
102,101,70
103,102,84
104,103,59
105,104,70
106,105,56
107,106,79
108,107,59
109,108,52
110,109,66
111,110,51
112,111,51
113,112,65
114,113,54
115,114,45
116,115,48
117,116,42
118,117,55
119,118,41
120,119,42
121,120,42
122,121,33
123,122,31
124,123,42
125,124,44
126,125,40
127,126,33
128,127,41
129,128,28
130,129,31
131,130,29
132,131,25
133,132,27
134,133,31
135,134,42
136,135,38
137,136,29
138,137,26
139,138,32
140,139,32
141,140,28
142,141,21
143,142,21
144,143,26
145,144,28
146,145,23
147,146,22
148,147,23
149,148,24
150,149,19
151,150,24
152,151,24
153,152,34
154,153,17
155,154,22
156,155,22
157,156,15
158,157,14
159,158,18
160,159,20
161,160,19
162,161,18
163,162,17
164,163,19
165,164,16
166,165,23
167,166,14
168,167,13
169,168,14
170,169,21
171,170,17
172,171,13
173,172,14
174,173,18
175,174,16
176,175,14
177,176,5
178,177,8
179,178,12
180,179,15
181,180,15
182,181,7
183,182,10
184,183,12
185,184,11
186,185,8
187,186,8
188,187,12
189,188,4
190,189,4
191,190,11
192,191,7
193,192,11
194,193,4
195,194,5
196,195,2
197,196,5
198,197,1
199,198,8
200,199,5
201,200,3
202,201,4
203,202,7
204,203,2
205,204,2
206,205,4
207,206,3
208,207,3
209,208,1
210,209,5
211,210,3
212,211,1
213,212,2
214,213,3
215,214,2
216,215,4
217,216,4
218,217,3
219,218,5
220,219,0
221,220,4
222,221,4
223,222,5
224,223,3
225,224,2
226,225,1
227,226,0
228,227,2
229,228,3
230,229,3
231,230,2
232,231,5
233,232,3
234,233,1
235,234,0
236,235,1
237,236,0
238,237,0
239,238,0
240,239,0
241,240,2
242,241,0
243,242,0
244,243,0
245,244,1
246,245,0
247,246,0
248,247,0
249,248,0
250,249,1
251,250,0
252,251,0
253,252,2
254,253,0
255,254,0
256,255,1
