 ,Value,Count
1,0,594504
2,1,56474
3,2,19255
4,3,9918
5,4,6805
6,5,5284
7,6,4264
8,7,3441
9,8,2735
10,9,2354
11,10,2093
12,11,1902
13,12,1714
14,13,1517
15,14,1468
16,15,1306
17,16,1256
18,17,1196
19,18,1084
20,19,1108
21,20,1025
22,21,987
23,22,879
24,23,891
25,24,847
26,25,847
27,26,744
28,27,777
29,28,730
30,29,714
31,30,714
32,31,639
33,32,644
34,33,623
35,34,572
36,35,586
37,36,569
38,37,533
39,38,512
40,39,484
41,40,487
42,41,454
43,42,544
44,43,448
45,44,437
46,45,436
47,46,440
48,47,418
49,48,403
50,49,440
51,50,375
52,51,384
53,52,367
54,53,353
55,54,358
56,55,337
57,56,363
58,57,330
59,58,341
60,59,331
61,60,324
62,61,324
63,62,309
64,63,316
65,64,299
66,65,274
67,66,287
68,67,282
69,68,286
70,69,297
71,70,273
72,71,279
73,72,261
74,73,242
75,74,251
76,75,261
77,76,260
78,77,266
79,78,238
80,79,266
81,80,229
82,81,234
83,82,265
84,83,245
85,84,251
86,85,230
87,86,210
88,87,229
89,88,230
90,89,195
91,90,203
92,91,221
93,92,188
94,93,200
95,94,198
96,95,194
97,96,183
98,97,183
99,98,173
100,99,191
101,100,176
102,101,169
103,102,171
104,103,149
105,104,156
106,105,170
107,106,167
108,107,160
109,108,147
110,109,160
111,110,134
112,111,158
113,112,130
114,113,144
115,114,154
116,115,133
117,116,121
118,117,116
119,118,104
120,119,116
121,120,116
122,121,121
123,122,111
124,123,85
125,124,97
126,125,110
127,126,89
128,127,92
129,128,80
130,129,90
131,130,67
132,131,84
133,132,87
134,133,82
135,134,68
136,135,70
137,136,70
138,137,79
139,138,63
140,139,58
141,140,62
142,141,65
143,142,46
144,143,69
145,144,57
146,145,45
147,146,53
148,147,53
149,148,54
150,149,40
151,150,43
152,151,51
153,152,35
154,153,41
155,154,30
156,155,39
157,156,40
158,157,37
159,158,28
160,159,27
161,160,23
162,161,22
163,162,22
164,163,22
165,164,20
166,165,17
167,166,21
168,167,15
169,168,12
170,169,15
171,170,10
172,171,18
173,172,11
174,173,7
175,174,9
176,175,9
177,176,11
178,177,10
179,178,4
180,179,6
181,180,10
182,181,10
183,182,7
184,183,7
185,184,5
186,185,9
187,186,5
188,187,3
189,188,6
190,189,6
191,190,7
192,191,10
193,192,5
194,193,3
195,194,5
196,195,4
197,196,2
198,197,4
199,198,1
200,199,5
201,200,0
202,201,1
203,202,0
204,203,0
205,204,1
206,205,1
207,206,2
208,207,0
209,208,0
210,209,0
211,210,0
212,211,0
213,212,0
214,213,0
215,214,0
216,215,0
217,216,0
218,217,0
219,218,0
220,219,0
221,220,0
222,221,0
223,222,0
224,223,0
225,224,0
226,225,0
227,226,0
228,227,0
229,228,0
230,229,0
231,230,0
232,231,0
233,232,0
234,233,0
235,234,0
236,235,0
237,236,0
238,237,0
239,238,0
240,239,0
241,240,0
242,241,0
243,242,0
244,243,0
245,244,0
246,245,0
247,246,0
248,247,0
249,248,0
250,249,0
251,250,0
252,251,0
253,252,0
254,253,0
255,254,0
256,255,0
