 ,Value,Count
1,0,204744
2,1,18280
3,2,7471
4,3,5161
5,4,3826
6,5,2896
7,6,2083
8,7,1640
9,8,1410
10,9,1158
11,10,1064
12,11,886
13,12,872
14,13,839
15,14,700
16,15,720
17,16,655
18,17,595
19,18,535
20,19,480
21,20,426
22,21,469
23,22,426
24,23,416
25,24,371
26,25,340
27,26,334
28,27,360
29,28,313
30,29,319
31,30,316
32,31,318
33,32,308
34,33,262
35,34,274
36,35,260
37,36,240
38,37,262
39,38,247
40,39,245
41,40,216
42,41,207
43,42,239
44,43,226
45,44,207
46,45,218
47,46,182
48,47,193
49,48,209
50,49,199
51,50,157
52,51,203
53,52,180
54,53,200
55,54,180
56,55,195
57,56,183
58,57,171
59,58,156
60,59,168
61,60,159
62,61,177
63,62,143
64,63,155
65,64,150
66,65,144
67,66,108
68,67,145
69,68,148
70,69,161
71,70,131
72,71,156
73,72,147
74,73,118
75,74,108
76,75,128
77,76,132
78,77,133
79,78,124
80,79,123
81,80,118
82,81,98
83,82,97
84,83,79
85,84,86
86,85,115
87,86,94
88,87,100
89,88,83
90,89,61
91,90,87
92,91,78
93,92,85
94,93,91
95,94,66
96,95,76
97,96,52
98,97,72
99,98,72
100,99,60
101,100,61
102,101,69
103,102,65
104,103,54
105,104,80
106,105,72
107,106,57
108,107,58
109,108,44
110,109,52
111,110,51
112,111,45
113,112,55
114,113,50
115,114,59
116,115,58
117,116,52
118,117,44
119,118,51
120,119,52
121,120,42
122,121,43
123,122,49
124,123,43
125,124,55
126,125,45
127,126,41
128,127,49
129,128,42
130,129,61
131,130,29
132,131,37
133,132,27
134,133,32
135,134,33
136,135,29
137,136,38
138,137,33
139,138,28
140,139,26
141,140,31
142,141,21
143,142,20
144,143,15
145,144,26
146,145,25
147,146,21
148,147,17
149,148,16
150,149,15
151,150,17
152,151,12
153,152,19
154,153,12
155,154,13
156,155,16
157,156,12
158,157,7
159,158,6
160,159,8
161,160,13
162,161,9
163,162,7
164,163,12
165,164,4
166,165,11
167,166,6
168,167,8
169,168,9
170,169,11
171,170,11
172,171,11
173,172,5
174,173,7
175,174,6
176,175,10
177,176,7
178,177,10
179,178,9
180,179,5
181,180,6
182,181,5
183,182,2
184,183,1
185,184,2
186,185,3
187,186,0
188,187,0
189,188,4
190,189,3
191,190,0
192,191,1
193,192,0
194,193,0
195,194,2
196,195,1
197,196,1
198,197,0
199,198,0
200,199,0
201,200,0
202,201,0
203,202,0
204,203,0
205,204,0
206,205,0
207,206,0
208,207,0
209,208,0
210,209,0
211,210,0
212,211,0
213,212,0
214,213,0
215,214,0
216,215,0
217,216,0
218,217,0
219,218,0
220,219,0
221,220,0
222,221,0
223,222,0
224,223,0
225,224,0
226,225,0
227,226,0
228,227,0
229,228,0
230,229,0
231,230,0
232,231,0
233,232,0
234,233,0
235,234,0
236,235,0
237,236,0
238,237,0
239,238,0
240,239,0
241,240,0
242,241,0
243,242,0
244,243,0
245,244,0
246,245,0
247,246,0
248,247,0
249,248,0
250,249,0
251,250,0
252,251,0
253,252,0
254,253,0
255,254,0
256,255,0
