 ,Value,Count
1,0,442466
2,1,35608
3,2,15722
4,3,9891
5,4,6750
6,5,5677
7,6,4725
8,7,3925
9,8,3325
10,9,3224
11,10,2845
12,11,2488
13,12,2159
14,13,1881
15,14,1667
16,15,1586
17,16,1394
18,17,1259
19,18,1162
20,19,1045
21,20,993
22,21,993
23,22,961
24,23,815
25,24,863
26,25,698
27,26,670
28,27,679
29,28,627
30,29,622
31,30,574
32,31,608
33,32,514
34,33,524
35,34,487
36,35,494
37,36,455
38,37,485
39,38,501
40,39,468
41,40,472
42,41,419
43,42,407
44,43,411
45,44,412
46,45,418
47,46,402
48,47,360
49,48,386
50,49,324
51,50,338
52,51,325
53,52,354
54,53,343
55,54,318
56,55,325
57,56,292
58,57,291
59,58,295
60,59,248
61,60,244
62,61,271
63,62,243
64,63,241
65,64,217
66,65,224
67,66,215
68,67,218
69,68,190
70,69,201
71,70,189
72,71,181
73,72,171
74,73,189
75,74,167
76,75,183
77,76,180
78,77,194
79,78,138
80,79,143
81,80,155
82,81,149
83,82,149
84,83,150
85,84,137
86,85,154
87,86,139
88,87,115
89,88,141
90,89,122
91,90,119
92,91,104
93,92,100
94,93,108
95,94,93
96,95,88
97,96,99
98,97,80
99,98,102
100,99,92
101,100,79
102,101,101
103,102,88
104,103,84
105,104,80
106,105,83
107,106,79
108,107,70
109,108,75
110,109,75
111,110,74
112,111,63
113,112,78
114,113,59
115,114,63
116,115,75
117,116,68
118,117,61
119,118,57
120,119,57
121,120,53
122,121,60
123,122,41
124,123,46
125,124,51
126,125,52
127,126,48
128,127,35
129,128,35
130,129,44
131,130,38
132,131,33
133,132,31
134,133,30
135,134,19
136,135,27
137,136,21
138,137,22
139,138,16
140,139,20
141,140,12
142,141,12
143,142,13
144,143,11
145,144,17
146,145,17
147,146,12
148,147,14
149,148,9
150,149,4
151,150,10
152,151,7
153,152,13
154,153,13
155,154,7
156,155,10
157,156,8
158,157,9
159,158,9
160,159,9
161,160,10
162,161,5
163,162,4
164,163,5
165,164,8
166,165,0
167,166,4
168,167,2
169,168,4
170,169,4
171,170,4
172,171,2
173,172,1
174,173,5
175,174,3
176,175,0
177,176,4
178,177,1
179,178,0
180,179,3
181,180,2
182,181,2
183,182,1
184,183,2
185,184,0
186,185,0
187,186,1
188,187,1
189,188,0
190,189,0
191,190,0
192,191,0
193,192,0
194,193,0
195,194,0
196,195,0
197,196,0
198,197,0
199,198,0
200,199,0
201,200,0
202,201,0
203,202,0
204,203,0
205,204,0
206,205,0
207,206,0
208,207,0
209,208,0
210,209,0
211,210,0
212,211,0
213,212,0
214,213,0
215,214,0
216,215,0
217,216,0
218,217,0
219,218,0
220,219,0
221,220,0
222,221,0
223,222,0
224,223,0
225,224,0
226,225,0
227,226,0
228,227,0
229,228,0
230,229,0
231,230,0
232,231,0
233,232,0
234,233,0
235,234,0
236,235,0
237,236,0
238,237,0
239,238,0
240,239,0
241,240,0
242,241,0
243,242,0
244,243,0
245,244,0
246,245,0
247,246,0
248,247,0
249,248,0
250,249,0
251,250,0
252,251,0
253,252,0
254,253,0
255,254,0
256,255,0
