 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1403,750,374,1628,11171,1.245,612,98,6.424
2,36,19,13,38,265,1.057,17,2,2.747
3,1,0,2,0,6,1.117,0,0,1.117
4,1,0,2,0,39,5.205,0,0,5.205
5,9,5,3,7,127,2.268,5,0,4.612
6,1,0,2,0,0,0.049,0,0,0.049
7,5,2,4,4,22,0.847,2,0,1.488
8,27,13,13,24,208,1.177,12,0,3.028
9,26,12,11,21,190,1.227,8,3,5.515
10,27,13,13,22,226,1.294,11,2,4.082
11,5,2,4,4,33,0.753,2,0,1.402
12,63,33,22,55,432,1.117,29,3,4.430
13,1,0,2,0,5,0.671,0,0,0.671
14,7,3,5,5,37,0.759,3,0,1.540
15,1,0,2,0,2,0.524,0,0,0.524
16,29,13,14,30,227,1.222,10,1,3.431
17,7,2,6,6,38,1.147,1,0,1.917
18,7,3,5,5,29,0.614,3,0,1.065
19,12,6,4,19,103,1.223,5,0,2.530
20,3,1,3,1,26,1.021,1,0,1.229
21,53,28,20,50,396,1.136,26,2,5.092
22,1,0,2,0,13,1.224,0,0,1.224
23,61,29,27,71,573,1.444,22,6,7.720
24,31,15,13,37,278,1.361,12,2,4.015
25,14,6,9,11,132,1.251,5,1,3.808
26,20,9,11,21,188,1.336,7,2,3.788
27,1,0,2,0,3,0.216,0,0,0.216
28,1,0,2,0,1,0.098,0,0,0.098
29,1,0,2,0,10,0.932,0,0,0.932
30,7,3,5,5,36,0.722,3,0,1.212
31,1,0,2,0,1,0.138,0,0,0.138
32,1,0,2,0,1,0.098,0,0,0.098
33,3,1,3,1,7,0.577,1,0,1.186
34,17,9,6,16,137,0.963,8,1,2.953
35,1,0,2,0,34,2.723,0,0,2.723
36,1,0,2,0,25,3.078,0,0,3.078
37,1,0,2,0,8,1.563,0,0,1.563
38,10,5,5,7,43,0.916,5,0,1.471
39,5,2,4,4,21,0.950,2,0,1.517
40,4,2,2,4,16,0.962,2,0,1.552
41,1,0,2,0,1,0.118,0,0,0.118
42,1,0,2,0,22,3.379,0,0,3.379
43,1,0,2,0,4,0.622,0,0,0.622
44,1,0,2,0,13,0.826,0,0,0.826
45,0,0,1,0,0,0.000,0,0,0.000
46,1,0,2,0,12,0.797,0,0,0.797
47,1,0,2,0,16,2.752,0,0,2.752
48,7,3,5,3,54,1.446,3,0,3.074
49,1,0,2,0,2,0.207,0,0,0.207
50,1,0,2,0,25,3.532,0,0,3.532
51,3,1,3,3,42,2.333,1,0,4.145
52,3,1,3,1,13,0.559,1,0,0.967
53,3,1,3,3,14,0.468,1,0,0.786
54,1,0,2,0,26,1.644,0,0,1.644
55,3,1,3,1,21,0.459,1,0,0.708
56,4,2,2,4,17,0.337,2,0,0.521
57,1,0,2,0,17,1.022,0,0,1.022
58,1,0,2,0,11,0.728,0,0,0.728
59,1,0,2,0,16,0.993,0,0,0.993
60,2,1,1,3,26,1.170,1,0,2.133
61,6,3,3,5,46,0.584,3,0,1.557
62,5,2,4,2,49,1.249,2,0,4.027
63,4,2,2,4,40,1.099,2,0,1.802
64,4,2,2,2,88,2.023,2,0,4.559
65,1,0,2,0,1,0.118,0,0,0.118
66,1,0,2,0,12,1.448,0,0,1.448
67,1,0,2,0,10,0.619,0,0,0.619
68,1,0,2,0,7,0.452,0,0,0.452
69,1,0,2,0,6,0.383,0,0,0.383
70,8,4,4,6,29,0.425,4,0,1.085
71,1,0,2,0,8,0.855,0,0,0.855
72,3,1,2,4,5,0.408,0,1,0.582
73,1,0,2,0,11,0.688,0,0,0.688
74,1,0,2,0,12,0.757,0,0,0.757
75,3,1,3,1,18,1.338,1,0,2.616
76,7,3,5,9,33,0.489,3,0,1.082
77,1,0,2,0,19,1.790,0,0,1.790
78,1,0,2,0,9,1.243,0,0,1.243
79,1,0,2,0,12,0.777,0,0,0.777
80,1,0,2,0,1,0.452,0,0,0.452
81,1,0,2,0,20,3.641,0,0,3.641
82,1,0,2,0,20,2.320,0,0,2.320
83,1,0,2,0,4,0.619,0,0,0.619
84,1,0,2,0,18,1.744,0,0,1.744
85,1,0,0,0,19,1.062,0,0,1.062
86,1,0,0,0,13,0.708,0,0,0.708
87,1,0,0,0,16,0.855,0,0,0.855
88,1,0,0,0,14,0.838,0,0,0.838
