 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.494,255.000,255,255,2.620,0.865,0.727,72.478,0.904,1.189,0.841,0.933,300,60
2,0.244,255.000,255,255,1.969,0.728,0.427,99.305,0.792,1.706,0.586,0.900,366,93
3,10.316,254.866,0,255,53.824,4.467,2.941,148.321,0.045,1.519,0.658,0.374,228,111
4,0.593,255.000,255,255,2.875,0.953,0.792,95.073,0.902,1.203,0.831,0.940,412,117
5,0.896,255.000,255,255,3.867,1.353,0.843,164.790,0.753,1.604,0.623,0.896,476,140
6,1.574,255.000,255,255,9.408,1.812,1.106,115.677,0.223,1.638,0.610,0.661,443,141
7,0.449,255.000,255,255,2.440,0.816,0.700,74.979,0.947,1.166,0.857,0.943,351,148
8,0.984,255.000,255,255,4.979,1.755,0.714,44.319,0.499,2.457,0.407,0.795,133,163
9,0.555,255.000,255,255,2.815,1.050,0.673,62.933,0.881,1.560,0.641,0.946,367,164
10,1.802,255.000,255,255,8.018,1.719,1.335,176.176,0.352,1.288,0.777,0.668,391,168
11,0.295,255.000,255,255,2.450,1.071,0.351,40.598,0.617,3.053,0.328,0.838,339,171
12,1.218,255.000,255,255,6.531,1.782,0.870,6.359,0.359,2.049,0.488,0.627,152,180
13,1.751,255.000,255,255,9.738,1.958,1.139,81.692,0.232,1.718,0.582,0.499,471,185
14,0.523,255.000,255,255,3.392,1.330,0.501,42.242,0.571,2.655,0.377,0.816,425,208
15,0.490,255.000,255,255,4.072,1.499,0.417,82.187,0.372,3.599,0.278,0.728,226,209
16,0.896,255.000,255,255,5.305,1.484,0.768,104.475,0.400,1.932,0.518,0.658,338,211
17,0.801,255.000,255,255,4.278,1.503,0.679,54.037,0.550,2.214,0.452,0.774,505,214
18,0.423,255.000,255,255,2.790,1.117,0.483,25.423,0.683,2.313,0.432,0.909,188,215
19,2.267,255.000,255,255,10.775,2.668,1.082,104.542,0.245,2.466,0.405,0.591,381,217
20,2.457,255.000,255,255,10.945,2.002,1.563,150.570,0.258,1.281,0.781,0.646,135,220
21,0.758,255.000,255,255,3.601,1.090,0.886,93.971,0.734,1.230,0.813,0.866,518,223
22,0.593,255.000,255,255,3.151,1.086,0.696,57.419,0.751,1.560,0.641,0.888,423,236
23,0.376,255.000,255,255,2.900,1.222,0.392,65.725,0.562,3.119,0.321,0.832,235,243
24,2.395,255.000,255,255,11.831,2.498,1.221,177.264,0.215,2.046,0.489,0.554,311,249
25,0.253,255.000,255,255,1.838,0.622,0.518,69.491,0.942,1.201,0.833,0.943,484,250
26,1.992,255.000,255,255,8.284,3.400,0.746,74.978,0.365,4.558,0.219,0.737,99,251
27,0.266,255.000,255,255,1.969,0.692,0.489,98.672,0.862,1.415,0.707,0.916,213,254
28,0.631,255.000,255,255,3.792,1.558,0.516,31.729,0.552,3.018,0.331,0.800,516,257
29,0.201,255.000,255,255,1.728,0.668,0.383,28.376,0.845,1.746,0.573,0.917,431,266
30,0.811,255.000,255,255,5.284,1.244,0.830,83.766,0.365,1.499,0.667,0.627,121,273
31,0.449,255.000,255,255,3.261,1.196,0.478,13.299,0.530,2.505,0.399,0.832,469,280
32,0.782,255.000,255,255,5.695,1.581,0.630,12.362,0.303,2.511,0.398,0.601,254,300
33,1.505,255.000,255,255,7.612,2.043,0.938,30.602,0.326,2.178,0.459,0.570,340,300
34,1.603,255.000,255,255,6.792,2.654,0.769,26.240,0.437,3.452,0.290,0.719,412,303
35,4.599,255.000,255,255,19.752,3.604,1.625,64.210,0.148,2.218,0.451,0.419,476,303
36,2.495,255.000,255,255,9.767,1.984,1.601,126.428,0.329,1.239,0.807,0.699,562,305
37,1.511,255.000,255,255,7.584,2.786,0.690,47.971,0.330,4.036,0.248,0.667,116,311
38,3.959,255.000,255,255,22.687,2.452,2.056,101.364,0.097,1.193,0.838,0.428,159,323
