 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.470,255,255,255,2.645,0.906,0.661,7.684,0.845,1.372,0.729,0.930,224,3
2,0.602,255,255,255,2.960,1.031,0.744,113.250,0.864,1.386,0.722,0.937,369,19
3,0.926,255,255,255,4.323,1.804,0.654,39.012,0.623,2.759,0.362,0.863,244,23
4,0.407,255,255,255,2.379,0.808,0.641,141.363,0.904,1.260,0.793,0.926,338,27
5,0.230,255,255,255,1.763,0.610,0.479,61.935,0.929,1.274,0.785,0.924,433,30
6,1.196,255,255,255,4.844,1.938,0.786,163.695,0.640,2.467,0.405,0.870,393,47
7,1.563,255,255,255,8.091,2.028,0.981,123.915,0.300,2.066,0.484,0.701,252,48
8,0.738,255,255,255,4.093,1.415,0.664,109.257,0.554,2.130,0.469,0.830,312,63
9,0.745,255,255,255,3.657,1.145,0.829,155.848,0.700,1.380,0.724,0.857,449,68
10,0.365,255,255,255,2.695,0.974,0.478,83.073,0.632,2.041,0.490,0.842,428,73
11,0.224,255,255,255,2.660,1.124,0.254,97.829,0.399,4.426,0.226,0.773,350,74
12,0.841,255,255,255,4.408,1.605,0.667,82.381,0.544,2.406,0.416,0.791,364,80
13,0.382,255,255,255,3.151,1.161,0.419,141.791,0.483,2.775,0.360,0.818,185,81
14,0.318,255,255,255,2.224,0.818,0.495,60.502,0.809,1.652,0.605,0.917,340,87
15,0.508,255,255,255,2.720,1.025,0.631,85.469,0.864,1.624,0.616,0.941,393,91
16,0.646,255,255,255,3.076,1.016,0.809,37.977,0.858,1.256,0.796,0.913,488,91
17,0.293,255,255,255,2.033,0.767,0.486,93.317,0.891,1.578,0.634,0.950,232,100
18,0.874,255,255,255,3.562,1.208,0.921,157.757,0.866,1.311,0.763,0.925,126,107
19,1.804,255,255,255,10.319,1.875,1.225,145.828,0.213,1.530,0.653,0.566,445,112
20,0.317,255,255,255,2.029,0.665,0.606,75.027,0.967,1.096,0.912,0.946,294,115
21,0.548,255,255,255,2.985,1.143,0.610,61.511,0.773,1.873,0.534,0.917,521,117
22,0.928,255,255,255,4.373,1.445,0.818,29.769,0.610,1.766,0.566,0.823,378,123
23,1.614,255,255,255,8.512,1.674,1.227,108.399,0.280,1.364,0.733,0.574,323,131
24,0.928,255,255,255,4.172,1.665,0.710,13.763,0.670,2.346,0.426,0.896,258,136
25,0.299,255,255,255,2.189,0.741,0.513,75.143,0.783,1.445,0.692,0.927,346,144
26,0.809,255,255,255,4.608,1.431,0.720,177.519,0.479,1.988,0.503,0.720,432,157
27,0.952,255,255,255,4.537,1.884,0.643,96.857,0.581,2.929,0.341,0.892,453,158
28,2.518,255,255,255,12.464,2.730,1.175,64.443,0.204,2.324,0.430,0.510,256,165
29,0.613,255,255,255,3.205,1.269,0.615,19.905,0.750,2.063,0.485,0.925,232,169
30,2.010,255,255,255,9.924,2.554,1.002,165.042,0.256,2.548,0.392,0.567,327,183
31,0.391,255,255,255,2.305,0.770,0.646,36.569,0.925,1.191,0.840,0.921,207,187
32,1.011,255,255,255,5.485,1.697,0.759,78.405,0.422,2.237,0.447,0.704,531,196
