 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.385,255.000,255,255,2.730,0.750,0.654,159.781,0.650,1.147,0.872,0.886,575,53
2,1.017,255.000,255,255,4.554,1.743,0.743,12.353,0.616,2.347,0.426,0.900,527,88
3,1.440,255.000,255,255,6.728,2.821,0.650,62.008,0.400,4.339,0.230,0.766,725,102
4,0.841,255.000,255,255,3.552,1.244,0.861,84.485,0.838,1.444,0.692,0.938,884,139
5,1.634,255.000,255,255,7.047,2.759,0.754,80.183,0.413,3.658,0.273,0.762,488,147
6,2.698,255.000,255,255,11.464,3.610,0.951,53.408,0.258,3.795,0.263,0.572,721,149
7,1.024,255.000,255,255,4.857,2.103,0.620,88.748,0.546,3.391,0.295,0.908,783,158
8,0.528,255.000,255,255,2.709,0.892,0.754,82.655,0.904,1.183,0.845,0.945,579,165
9,1.663,255.000,255,255,6.798,1.971,1.074,165.007,0.452,1.835,0.545,0.728,776,215
10,2.202,255.000,255,255,9.576,3.193,0.878,57.945,0.302,3.637,0.275,0.719,641,220
11,0.241,233.910,0,255,2.159,0.605,0.506,33.609,0.648,1.194,0.837,0.747,1108,221
12,1.087,252.879,0,255,4.964,1.963,0.705,24.546,0.554,2.784,0.359,0.834,261,233
13,0.843,255.000,255,255,4.514,1.815,0.592,144.763,0.520,3.068,0.326,0.799,856,255
14,0.827,255.000,255,255,3.406,1.240,0.849,32.203,0.895,1.461,0.684,0.954,575,262
15,0.805,255.000,255,255,4.093,1.469,0.698,72.558,0.604,2.105,0.475,0.853,1067,266
16,3.447,255.000,255,255,13.088,2.425,1.810,71.881,0.253,1.340,0.746,0.672,465,272
17,1.259,255.000,255,255,6.286,1.518,1.056,67.981,0.400,1.438,0.695,0.693,517,274
18,4.726,255.000,255,255,20.721,3.381,1.780,142.791,0.138,1.899,0.526,0.395,742,276
19,6.018,255.000,255,255,29.875,2.978,2.573,75.691,0.085,1.157,0.864,0.419,402,282
20,5.820,255.000,255,255,28.069,2.919,2.539,127.910,0.093,1.150,0.870,0.320,554,286
21,0.210,255.000,255,255,1.728,0.625,0.428,82.398,0.883,1.462,0.684,0.921,584,290
22,1.037,255.000,255,255,6.147,1.693,0.780,4.231,0.345,2.172,0.460,0.708,626,292
23,3.043,255.000,255,255,13.489,2.507,1.546,62.637,0.210,1.622,0.617,0.668,681,293
24,0.302,255.000,255,255,2.224,0.877,0.439,100.729,0.768,1.997,0.501,0.898,596,312
25,1.071,255.000,255,255,5.039,1.587,0.859,56.758,0.530,1.847,0.541,0.778,705,312
26,1.200,254.615,0,255,5.576,2.380,0.642,43.023,0.485,3.707,0.270,0.815,947,313
27,0.279,255.000,255,255,2.089,0.841,0.422,148.345,0.802,1.996,0.501,0.906,252,320
28,1.572,255.000,255,255,9.653,2.300,0.870,62.151,0.212,2.642,0.378,0.515,624,329
29,0.208,255.000,255,255,1.703,0.636,0.416,93.285,0.901,1.528,0.654,0.927,502,330
30,0.669,255.000,255,255,4.203,1.097,0.777,43.107,0.476,1.413,0.708,0.743,536,336
31,0.628,255.000,255,255,2.996,1.064,0.751,17.356,0.879,1.417,0.706,0.937,336,340
32,0.834,255.000,255,255,3.857,1.505,0.706,173.129,0.705,2.133,0.469,0.921,246,345
33,0.255,255.000,255,255,1.848,0.648,0.501,11.693,0.938,1.294,0.773,0.937,716,346
34,0.255,255.000,255,255,1.909,0.681,0.477,72.119,0.880,1.429,0.700,0.922,459,350
35,0.995,255.000,255,255,5.149,1.503,0.843,30.694,0.472,1.782,0.561,0.702,733,354
36,3.792,255.000,255,255,16.345,2.911,1.659,19.698,0.178,1.755,0.570,0.504,894,363
37,1.836,255.000,255,255,9.948,2.448,0.955,60.254,0.233,2.563,0.390,0.546,779,373
38,0.789,255.000,255,255,3.606,1.405,0.715,6.041,0.762,1.965,0.509,0.923,473,374
39,0.633,255.000,255,255,3.431,1.179,0.684,120.518,0.676,1.724,0.580,0.871,1011,375
40,2.471,255.000,255,255,12.424,2.819,1.116,27.310,0.201,2.525,0.396,0.574,702,385
41,0.532,255.000,255,255,3.392,1.502,0.451,31.942,0.581,3.330,0.300,0.875,656,386
42,2.137,255.000,255,255,10.439,2.574,1.057,164.142,0.246,2.435,0.411,0.680,382,395
43,0.438,255.000,255,255,2.489,0.921,0.605,44.507,0.888,1.521,0.658,0.945,847,395
44,0.413,255.000,255,255,2.539,0.963,0.546,67.254,0.804,1.765,0.567,0.931,460,396
45,0.289,255.000,255,255,1.969,0.629,0.586,177.256,0.939,1.073,0.932,0.925,787,405
46,1.001,255.000,255,255,4.554,1.508,0.845,6.333,0.606,1.784,0.560,0.815,478,412
47,0.203,255.000,255,255,1.738,0.652,0.396,55.903,0.843,1.649,0.607,0.900,557,423
48,1.838,255.000,255,255,10.470,1.948,1.202,32.851,0.211,1.621,0.617,0.500,810,423
49,0.217,255.000,255,255,1.693,0.577,0.479,10.448,0.952,1.203,0.831,0.934,532,426
50,0.284,255.000,255,255,2.054,0.804,0.450,30.061,0.846,1.789,0.559,0.929,786,427
51,0.284,255.000,255,255,1.933,0.622,0.582,133.528,0.955,1.069,0.935,0.935,397,431
52,7.123,235.504,0,255,26.055,3.387,2.678,171.931,0.132,1.265,0.791,0.466,354,434
53,1.051,255.000,255,255,6.006,2.059,0.650,14.173,0.366,3.169,0.316,0.727,886,436
54,1.102,255.000,255,255,5.170,1.631,0.860,42.696,0.518,1.895,0.528,0.776,520,437
55,0.503,255.000,255,255,2.890,1.130,0.567,18.800,0.757,1.993,0.502,0.924,570,437
56,2.128,255.000,255,255,10.182,2.096,1.293,80.624,0.258,1.621,0.617,0.600,747,437
57,0.528,255.000,255,255,2.875,1.079,0.623,20.214,0.803,1.731,0.578,0.917,442,440
58,1.404,255.000,255,255,7.217,2.304,0.776,81.592,0.339,2.970,0.337,0.664,687,442
59,1.675,255.000,255,255,9.327,2.054,1.039,4.799,0.242,1.977,0.506,0.645,637,443
60,1.686,255.000,255,255,8.827,3.475,0.618,32.712,0.272,5.623,0.178,0.617,542,453
61,0.470,255.000,255,255,2.795,1.151,0.520,169.268,0.757,2.213,0.452,0.934,342,461
62,3.595,255.000,255,255,18.145,3.906,1.172,81.100,0.137,3.334,0.300,0.642,861,462
63,0.299,255.000,255,255,1.969,0.696,0.546,174.663,0.968,1.273,0.786,0.940,471,470
64,3.126,255.000,255,255,16.331,3.945,1.009,45.744,0.147,3.910,0.256,0.459,816,471
65,0.581,255.000,255,255,3.095,1.029,0.718,176.119,0.762,1.433,0.698,0.887,670,476
66,0.829,255.000,255,255,3.902,1.616,0.653,155.227,0.684,2.476,0.404,0.923,426,478
67,1.572,255.000,255,255,6.622,2.004,0.999,146.479,0.451,2.006,0.498,0.717,215,494
