 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.519,255.000,255,255,3.772,1.498,0.441,92.016,0.459,3.396,0.294,0.790,611,105
2,0.597,253.455,0,255,3.842,1.539,0.494,173.712,0.508,3.117,0.321,0.837,821,119
3,3.734,255.000,255,255,18.652,4.897,0.971,82.200,0.135,5.043,0.198,0.406,466,129
4,0.242,253.097,0,255,1.909,0.675,0.457,108.523,0.836,1.477,0.677,0.884,614,158
5,0.251,255.000,255,255,1.944,0.676,0.473,77.513,0.836,1.428,0.700,0.903,617,179
6,0.423,255.000,255,255,3.587,1.234,0.437,81.313,0.414,2.825,0.354,0.751,303,180
7,1.713,254.461,0,255,9.532,2.589,0.843,141.483,0.237,3.073,0.325,0.495,316,203
8,0.811,255.000,255,255,4.919,1.930,0.535,76.696,0.421,3.609,0.277,0.768,709,215
9,0.733,255.000,255,255,3.572,1.429,0.653,31.242,0.722,2.189,0.457,0.901,493,246
10,2.048,255.000,255,255,9.172,2.682,0.972,70.053,0.306,2.759,0.363,0.641,535,266
11,6.768,254.796,0,255,32.904,4.432,1.945,138.858,0.079,2.279,0.439,0.294,276,281
12,3.047,255.000,255,255,17.096,2.903,1.336,46.525,0.131,2.172,0.460,0.438,687,300
13,0.387,255.000,255,255,2.529,1.020,0.483,79.590,0.761,2.110,0.474,0.926,485,318
14,3.237,255.000,255,255,18.482,2.709,1.522,54.546,0.119,1.780,0.562,0.507,596,321
15,0.903,255.000,255,255,5.114,1.763,0.652,44.733,0.434,2.705,0.370,0.700,465,335
16,8.429,234.694,0,255,36.121,4.434,2.421,85.361,0.081,1.832,0.546,0.411,281,336
17,0.858,255.000,255,255,5.014,1.752,0.623,167.842,0.429,2.811,0.356,0.713,503,341
18,6.692,248.175,0,255,32.606,3.633,2.345,24.918,0.079,1.549,0.645,0.378,692,346
19,4.510,211.324,0,255,17.686,4.182,1.373,115.489,0.181,3.046,0.328,0.454,481,360
20,1.880,255.000,255,255,10.686,2.965,0.807,134.224,0.207,3.673,0.272,0.565,499,365
21,1.127,255.000,255,255,6.551,2.255,0.636,57.805,0.330,3.543,0.282,0.686,451,373
22,0.261,255.000,255,255,1.923,0.688,0.482,51.043,0.885,1.425,0.702,0.947,270,379
23,0.572,255.000,255,255,3.873,1.649,0.441,40.344,0.479,3.738,0.268,0.822,466,417
24,0.583,255.000,255,255,3.261,1.311,0.566,152.770,0.688,2.316,0.432,0.848,226,425
25,4.456,255.000,255,255,23.571,3.721,1.525,83.829,0.101,2.440,0.410,0.329,291,431
26,0.416,255.000,255,255,3.025,1.316,0.402,75.499,0.572,3.271,0.306,0.857,683,443
27,0.394,255.000,255,255,2.755,1.125,0.446,114.019,0.653,2.522,0.397,0.852,453,446
28,1.140,255.000,255,255,5.739,2.525,0.575,98.532,0.435,4.394,0.228,0.876,592,448
29,1.451,254.682,0,255,8.821,1.707,1.082,7.104,0.234,1.578,0.634,0.483,437,454
30,0.449,255.000,255,255,2.550,0.908,0.629,15.833,0.867,1.443,0.693,0.927,635,463
31,0.724,255.000,255,255,5.134,1.701,0.542,118.905,0.345,3.141,0.318,0.619,413,473
32,0.510,255.000,255,255,4.313,1.206,0.539,124.495,0.345,2.238,0.447,0.587,681,476
