 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,0,0.060,0,0,0.060
2,1,0,2,0,56,2.988,0,0,2.988
3,3,1,3,1,60,1.058,1,0,2.224
4,3,1,3,1,10,0.220,1,0,0.308
5,1,0,2,0,11,0.546,0,0,0.546
6,1,0,2,0,10,0.556,0,0,0.556
7,1,0,2,0,10,0.609,0,0,0.609
8,1,0,2,0,33,1.587,0,0,1.587
9,5,2,4,6,160,1.642,2,0,4.483
10,1,0,2,0,24,1.134,0,0,1.134
11,1,0,2,0,3,0.223,0,0,0.223
12,1,0,2,0,21,0.989,0,0,0.989
13,1,0,2,0,30,1.548,0,0,1.548
