 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,4,0.213,0,0,0.213
2,1,0,2,0,7,0.376,0,0,0.376
3,3,1,3,3,5,0.165,1,0,0.248
4,1,0,2,0,13,0.631,0,0,0.631
5,1,0,2,0,12,0.623,0,0,0.623
6,1,0,2,0,1,0.085,0,0,0.085
7,1,0,2,0,0,0.043,0,0,0.043
8,1,0,2,0,3,0.205,0,0,0.205
9,7,3,5,5,92,0.704,3,0,1.109
10,1,0,2,0,0,0.043,0,0,0.043
11,3,1,3,1,44,0.807,1,0,1.703
12,1,0,2,0,86,4.282,0,0,4.282
13,0,0,1,0,0,0.000,0,0,0.000
14,1,0,2,0,8,0.489,0,0,0.489
15,1,0,2,0,6,0.333,0,0,0.333
16,1,0,2,0,5,0.343,0,0,0.343
17,1,0,2,0,9,0.478,0,0,0.478
18,1,0,2,0,19,0.956,0,0,0.956
19,1,0,2,0,10,0.468,0,0,0.468
20,1,0,2,0,44,2.372,0,0,2.372
21,1,0,2,0,5,0.326,0,0,0.326
22,3,1,3,1,57,0.974,1,0,1.102
23,1,0,2,0,18,1.037,0,0,1.037
24,1,0,2,0,53,2.878,0,0,2.878
25,0,0,1,0,0,0.000,0,0,0.000
26,1,0,2,0,43,2.136,0,0,2.136
27,1,0,2,0,22,1.172,0,0,1.172
28,3,1,3,1,30,0.544,1,0,0.719
29,1,0,2,0,1,0.120,0,0,0.120
30,1,0,2,0,11,0.581,0,0,0.581
31,1,0,2,0,0,0.043,0,0,0.043
32,1,0,2,0,57,2.996,0,0,2.996
33,5,2,4,2,91,0.965,2,0,2.196
34,1,0,2,0,17,0.942,0,0,0.942
35,1,0,2,0,26,1.377,0,0,1.377
36,1,0,2,0,10,0.609,0,0,0.609
37,1,0,2,0,73,3.623,0,0,3.623
38,1,0,2,0,24,1.116,0,0,1.116
39,1,0,2,0,5,0.308,0,0,0.308
40,1,0,2,0,46,2.387,0,0,2.387
41,1,0,2,0,0,0.060,0,0,0.060
42,1,0,2,0,87,4.219,0,0,4.219
43,1,0,2,0,31,1.678,0,0,1.678
44,1,0,2,0,0,0.043,0,0,0.043
45,1,0,2,0,3,0.205,0,0,0.205
46,0,0,1,0,0,0.000,0,0,0.000
47,1,0,2,0,12,0.676,0,0,0.676
48,1,0,2,0,4,0.266,0,0,0.266
49,1,0,2,0,64,3.311,0,0,3.311
50,1,0,2,0,4,0.266,0,0,0.266
51,1,0,2,0,23,1.197,0,0,1.197
52,1,0,2,0,1,0.103,0,0,0.103
53,1,0,2,0,0,0.043,0,0,0.043
