Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,18.881,86.516,5.782,0.062,-10.000,18.183,24.781,1.369,4.741,0.000,4.800,22.102,3.060,2.521,22.102,3.060,2.521,3.568,2.718,1.007,-20.789,2.932,86.224,1.313,3.544,2.700,22.973,2.493,2.400,0.261
2,9.446,61.959,7.611,0.042,-7.000,15.739,18.623,2.102,6.696,0.000,4.800,17.097,4.791,1.968,17.097,4.791,1.968,2.622,2.495,1.202,104.551,-12.135,-83.842,1.051,2.181,2.075,16.765,6.061,1.200,0.277
3,0.824,6.318,0.703,0.304,7.000,13.832,14.712,4.741,6.012,0.000,2.000,14.166,5.392,1.079,14.166,5.392,1.079,1.318,0.709,0.338,14.657,-86.159,3.331,1.859,3.903,2.100,14.126,5.328,0.000,0.163
4,211.448,1425.204,213.300,0.002,-365.500,5.083,25.612,5.523,26.199,0.000,4.800,16.807,13.751,2.223,16.807,13.751,2.223,11.675,10.089,2.284,-24.797,-2.726,178.480,1.157,5.111,4.417,21.018,8.603,4.400,0.277
5,0.083,1.110,0.560,0.571,1.500,22.777,23.755,7.576,8.114,0.000,0.400,23.213,7.811,0.200,23.213,7.811,0.200,0.663,0.408,0.212,-26.924,-0.000,90.000,1.625,3.133,1.928,23.461,7.625,0.000,0.081
6,0.224,2.093,0.494,0.616,1.000,13.588,14.077,7.772,8.309,0.000,1.600,13.841,8.035,0.829,13.841,8.035,0.829,1.112,0.307,0.263,69.890,86.150,23.986,3.623,4.220,1.165,13.832,8.016,0.000,0.163
7,0.094,1.216,0.738,0.552,1.000,11.437,12.073,9.042,9.971,0.000,0.400,11.753,9.511,0.200,11.753,9.511,0.200,0.645,0.408,0.212,-58.248,-0.000,90.000,1.579,3.047,1.930,11.975,9.091,0.000,0.081
8,0.242,2.461,0.764,0.444,1.000,17.840,18.574,10.802,11.682,0.000,1.600,18.094,11.144,0.834,18.094,11.144,0.834,1.122,0.393,0.326,-63.050,-73.776,131.110,2.854,3.445,1.207,17.987,11.144,0.000,0.130
9,1.248,11.903,2.370,0.104,0.500,2.591,5.083,11.095,12.659,0.000,2.000,3.715,11.800,1.004,3.715,11.800,1.004,1.584,1.320,0.356,-28.712,9.910,-106.720,1.201,4.455,3.710,2.982,12.024,0.000,0.130
10,0.187,1.997,0.759,0.498,1.500,20.822,21.800,14.223,15.054,0.000,0.800,21.267,14.662,0.310,21.267,14.662,0.310,0.680,0.518,0.293,41.701,33.322,-86.224,1.312,2.318,1.767,21.018,14.419,0.000,0.130
11,0.103,1.136,0.414,0.821,1.000,21.800,22.337,16.032,16.472,0.000,0.800,22.039,16.261,0.441,22.039,16.261,0.441,0.610,0.294,0.267,-22.751,-77.276,74.904,2.073,2.289,1.104,21.946,16.179,0.000,0.130
12,3.546,29.027,5.711,0.058,-3.000,13.002,17.303,16.472,18.769,0.000,3.600,15.719,17.579,2.106,15.719,17.579,2.106,2.270,1.980,0.741,-22.004,0.609,94.159,1.146,3.062,2.671,16.521,17.303,1.600,0.179
13,0.137,1.688,0.631,0.439,1.000,22.679,23.510,19.111,19.893,0.000,0.800,23.189,19.471,0.376,23.189,19.471,0.376,0.702,0.453,0.254,-47.543,-47.932,89.436,1.550,2.769,1.786,23.217,19.453,0.000,0.114
14,0.076,0.842,0.414,1.105,1.000,16.423,17.058,20.235,20.724,0.000,0.400,16.705,20.489,0.200,16.705,20.489,0.200,0.443,0.408,0.235,32.454,-0.000,90.000,1.086,1.891,1.741,16.472,20.284,0.000,0.081
15,0.072,0.955,0.415,0.666,1.000,17.792,18.231,20.382,20.871,0.000,0.800,18.009,20.652,0.376,18.009,20.652,0.376,0.622,0.286,0.233,-22.082,-74.626,145.858,2.172,2.666,1.227,17.889,20.529,0.000,0.081
16,0.105,1.476,0.950,0.388,1.500,17.254,17.987,21.213,22.337,0.000,0.400,17.629,21.841,0.200,17.629,21.841,0.200,0.761,0.408,0.216,-59.469,-0.000,90.000,1.863,3.513,1.886,17.645,21.702,0.000,0.081
17,0.070,1.017,0.438,0.524,1.000,15.250,15.934,21.311,21.702,0.000,0.800,15.609,21.516,0.271,15.609,21.516,0.271,0.535,0.409,0.204,36.604,81.519,-70.790,1.308,2.625,2.006,15.445,21.409,0.000,0.081
18,0.075,0.903,0.472,0.875,1.000,11.535,12.220,22.679,23.168,0.000,0.400,11.902,22.922,0.200,11.902,22.922,0.200,0.454,0.408,0.233,-27.631,-0.000,90.000,1.112,1.952,1.755,11.877,22.777,0.000,0.081
19,0.497,5.370,2.831,0.180,1.000,14.077,16.472,26.981,29.620,0.000,0.800,14.902,27.993,0.445,14.902,27.993,0.445,1.346,1.231,0.456,-32.017,-8.674,-162.766,1.093,2.954,2.702,14.419,27.078,0.000,0.081
20,0.304,3.075,1.691,0.359,1.000,17.401,18.525,24.488,26.981,0.800,1.600,18.034,25.714,1.265,18.034,25.714,1.265,1.747,0.462,0.264,-70.134,-12.460,86.872,3.781,6.618,1.750,17.987,26.150,0.800,0.081
21,1.232,10.008,1.857,0.171,0.000,12.220,14.663,14.517,15.983,1.200,3.600,13.566,15.142,2.882,13.566,15.142,2.882,1.316,1.220,0.501,-12.870,7.208,85.234,1.079,2.627,2.435,13.832,14.908,2.800,0.130
22,0.064,0.862,0.505,0.723,1.500,20.822,21.213,23.510,24.097,1.200,1.600,21.019,23.821,1.400,21.019,23.821,1.400,0.408,0.351,0.257,-93.929,-90.000,-104.937,1.162,1.591,1.370,20.920,23.706,1.200,0.081
23,0.499,5.029,1.624,0.221,0.000,6.403,7.723,6.061,7.625,1.600,3.200,7.098,6.762,2.558,7.098,6.762,2.558,1.173,0.638,0.547,61.726,53.248,-46.743,1.839,2.145,1.166,7.527,6.745,1.600,0.081
24,0.196,1.858,0.770,0.676,1.000,20.724,21.897,24.097,24.830,1.600,2.400,21.255,24.511,2.038,21.255,24.511,2.038,0.896,0.403,0.317,21.067,33.707,-92.865,2.223,2.824,1.270,21.409,24.488,1.600,0.081
25,0.485,4.638,1.561,0.266,0.000,9.238,10.313,8.163,9.482,2.000,4.000,9.741,8.896,3.339,9.741,8.896,3.339,1.298,0.561,0.429,-82.743,-64.407,166.204,2.314,3.024,1.307,9.336,9.189,2.000,0.081
26,0.079,0.943,0.547,0.848,2.000,23.852,24.292,17.401,18.085,2.400,2.800,24.057,17.771,2.600,24.057,17.771,2.600,0.432,0.408,0.248,66.554,-1.057E-25,90.000,1.058,1.740,1.644,23.901,17.498,2.400,0.081
27,0.081,0.950,0.481,0.871,2.000,11.584,12.171,18.329,18.769,2.400,2.800,11.864,18.562,2.600,11.864,18.562,2.600,0.408,0.372,0.285,90.651,-90.000,-178.319,1.097,1.434,1.306,11.682,18.427,2.400,0.081
28,0.139,1.385,0.658,0.817,0.500,20.480,21.164,23.266,23.950,2.400,2.800,20.814,23.614,2.600,20.814,23.614,2.600,0.435,0.408,0.381,42.853,3.293E-25,90.000,1.066,1.141,1.070,20.675,23.315,2.400,0.081
29,0.067,0.985,0.572,0.530,1.500,11.095,11.535,17.987,18.525,2.800,3.200,11.319,18.273,3.000,11.319,18.273,3.000,0.408,0.327,0.307,91.083,-90.000,105.299,1.247,1.330,1.066,11.144,18.134,2.800,0.081
30,0.149,2.185,1.193,0.241,-3.500,12.073,12.904,22.875,23.804,2.800,3.200,12.418,23.337,3.000,12.418,23.337,3.000,0.612,0.408,0.381,-55.595,1.599E-25,90.000,1.500,1.607,1.071,12.317,22.973,2.800,0.081
31,0.055,0.879,0.534,0.512,1.500,12.855,13.344,19.747,20.333,3.200,3.600,13.115,20.050,3.400,13.115,20.050,3.400,0.408,0.399,0.235,-103.370,-90.000,-36.404,1.023,1.736,1.697,13.246,19.942,3.200,0.081
32,0.063,0.941,0.525,0.540,1.000,18.183,18.916,20.920,21.311,3.200,3.600,18.549,21.100,3.400,18.549,21.100,3.400,0.499,0.408,0.228,-15.813,-1.801E-26,90.000,1.222,2.184,1.787,18.476,20.969,3.200,0.081
33,0.086,1.056,0.577,0.710,0.000,21.115,21.653,13.246,13.930,3.600,4.000,21.385,13.648,3.800,21.385,13.648,3.800,0.412,0.408,0.312,-101.880,-5.883E-26,90.000,1.009,1.319,1.308,21.311,13.295,3.600,0.081
34,0.248,2.615,0.898,0.390,1.000,17.840,18.476,0.880,2.151,4.000,4.800,18.154,1.452,4.492,18.154,1.452,4.492,0.782,0.556,0.326,87.302,-13.007,-92.655,1.406,2.399,1.706,18.085,1.075,4.400,0.114
35,0.298,2.688,0.821,0.517,1.000,16.961,18.134,4.839,5.621,4.000,4.800,17.423,5.287,4.433,17.423,5.287,4.433,0.623,0.559,0.406,-7.734,-57.125,109.355,1.116,1.537,1.377,17.254,5.132,4.400,0.130
36,0.137,1.489,0.571,0.640,1.000,18.916,19.307,4.986,5.816,4.000,4.800,19.110,5.390,4.449,19.110,5.390,4.449,0.621,0.439,0.227,77.812,-66.356,86.561,1.414,2.739,1.938,19.062,5.279,4.400,0.130
37,0.123,1.201,0.421,0.993,1.000,18.525,18.965,8.945,9.482,4.000,4.800,18.744,9.220,4.414,18.744,9.220,4.414,0.611,0.313,0.268,-69.825,-80.545,93.419,1.950,2.279,1.169,18.671,9.091,4.400,0.130
38,0.057,1.129,0.667,0.258,0.000,9.336,10.216,9.091,9.580,4.000,4.800,9.829,9.359,4.293,9.829,9.359,4.293,0.693,0.405,0.212,-27.028,-42.790,90.821,1.709,3.274,1.916,9.873,9.238,4.000,0.081
39,0.060,0.990,0.557,0.423,-0.500,10.753,11.242,10.118,10.704,4.400,4.800,11.006,10.424,4.600,11.006,10.424,4.600,0.408,0.393,0.268,68.927,-90.000,48.684,1.040,1.523,1.464,11.095,10.313,4.400,0.081
255,0.912,32.557,22.331,0.003,93.000,3.666,24.537,0.929,27.860,0.000,4.800,16.504,15.198,2.127,16.504,15.198,2.127,16.316,10.196,3.019,78.711,5.657,0.364,1.600,5.403,3.377,23.266,7.332,0.000,0.065
