Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,1.260,12.951,3.565,0.083,-3.000,38.271,40.373,0.684,3.177,0.000,2.000,39.351,1.942,0.855,39.351,1.942,0.855,1.900,1.379,0.746,69.723,15.460,37.021,1.378,2.546,1.848,39.836,2.884,0.000,0.130
2,1.409,10.394,1.832,0.200,1.000,34.508,36.267,1.222,3.079,0.000,4.400,35.291,2.129,2.276,35.291,2.129,2.276,3.001,0.572,0.424,-53.748,65.789,-136.872,5.250,7.077,1.348,35.730,1.515,0.000,0.179
3,159.866,1121.252,170.572,0.002,-171.500,16.619,37.489,1.906,22.288,0.000,4.800,26.738,14.031,2.388,26.738,14.031,2.388,10.963,7.204,2.855,-51.101,0.084,174.401,1.522,3.840,2.523,28.887,6.159,4.400,0.293
4,0.156,1.661,0.709,0.598,1.000,33.921,34.459,5.279,6.159,0.000,0.800,34.175,5.764,0.291,34.175,5.764,0.291,0.557,0.487,0.273,61.675,-79.191,75.916,1.143,2.040,1.785,34.166,5.670,0.000,0.130
5,0.489,4.308,0.990,0.339,1.000,34.019,35.534,6.843,7.967,0.000,1.200,34.781,7.547,0.509,34.781,7.547,0.509,0.968,0.783,0.326,-30.423,4.758,93.055,1.236,2.968,2.401,34.361,7.674,0.000,0.163
6,0.111,1.298,0.475,0.636,1.000,33.188,34.019,6.892,7.381,0.000,0.800,33.601,7.150,0.303,33.601,7.150,0.303,0.570,0.489,0.218,-1.357,-78.401,69.391,1.164,2.613,2.244,33.579,7.136,0.000,0.130
7,7.526,58.867,12.041,0.031,-5.500,37.587,42.817,6.843,15.397,0.000,4.400,41.081,10.843,1.351,41.081,10.843,1.351,5.621,2.039,1.343,-70.575,1.294,69.278,2.757,4.185,1.518,39.933,14.028,0.000,0.212
8,0.075,0.930,0.440,0.803,1.000,39.347,40.178,7.869,8.309,0.000,0.400,39.740,8.102,0.200,39.740,8.102,0.200,0.544,0.408,0.206,-17.016,-0.000,90.000,1.332,2.642,1.984,40.031,7.967,0.000,0.081
9,0.115,1.450,0.610,0.488,0.500,35.681,36.610,8.065,8.554,0.000,0.800,36.225,8.296,0.247,36.225,8.296,0.247,0.577,0.486,0.263,4.001,-21.192,90.585,1.187,2.193,1.847,36.316,8.260,0.000,0.114
10,0.512,4.477,1.266,0.331,0.500,32.846,34.166,9.922,11.291,0.000,1.200,33.422,10.537,0.387,33.422,10.537,0.387,0.839,0.611,0.472,51.067,20.603,-84.632,1.373,1.776,1.294,33.335,10.509,0.000,0.147
11,0.160,1.877,0.834,0.436,0.500,30.647,31.184,10.264,11.437,0.000,0.800,30.922,10.827,0.284,30.922,10.827,0.284,0.750,0.545,0.228,74.403,-5.153,-89.354,1.376,3.293,2.393,30.842,10.704,0.000,0.114
12,0.103,1.122,0.394,0.854,1.000,34.801,35.339,10.362,10.802,0.000,0.800,35.082,10.595,0.378,35.082,10.595,0.378,0.612,0.308,0.249,37.518,-79.143,35.355,1.991,2.457,1.234,35.094,10.558,0.000,0.130
13,0.073,0.777,0.425,1.270,1.000,34.117,34.557,11.828,12.415,0.000,0.400,34.321,12.137,0.200,34.321,12.137,0.200,0.408,0.387,0.247,0.000,-90.000,-29.253,1.055,1.656,1.569,34.166,11.926,0.000,0.081
14,1.127,9.861,2.647,0.150,0.000,35.241,38.614,13.295,14.957,0.000,1.200,36.451,14.244,0.460,36.451,14.244,0.460,1.903,0.801,0.673,4.044,6.344,155.004,2.376,2.827,1.190,36.170,14.126,0.000,0.163
15,0.075,1.141,0.584,0.423,1.000,26.443,27.518,20.822,21.409,0.000,0.400,26.914,21.081,0.200,26.914,21.081,0.200,0.780,0.408,0.197,-19.629,-0.000,90.000,1.911,3.961,2.073,27.421,20.920,0.000,0.081
16,8.158,73.636,17.510,0.019,-12.500,6.990,15.348,20.920,26.247,0.000,3.600,10.688,23.626,1.408,10.688,23.626,1.408,4.852,2.281,1.333,-26.969,-6.267,141.852,2.127,3.641,1.711,7.869,24.586,0.000,0.163
17,0.191,2.659,0.765,0.220,1.000,16.667,17.547,21.506,22.337,0.000,1.600,17.090,21.952,0.674,17.090,21.952,0.674,1.086,0.536,0.218,-44.563,67.493,-97.261,2.025,4.979,2.459,17.401,21.604,0.000,0.081
18,1.195,10.105,2.066,0.157,1.000,15.739,17.792,21.995,23.755,0.000,2.800,16.556,22.859,1.446,16.556,22.859,1.446,1.936,0.831,0.555,-33.400,-52.649,104.070,2.330,3.489,1.497,16.130,23.070,0.000,0.179
19,0.524,5.125,1.368,0.230,1.000,6.647,8.016,22.777,24.292,0.000,2.400,7.369,23.580,1.479,7.369,23.580,1.479,1.495,0.579,0.285,-42.318,-52.712,121.862,2.583,5.239,2.028,6.745,23.950,0.000,0.081
20,1.037,9.232,2.460,0.155,1.000,4.546,7.185,24.097,25.808,0.000,1.600,5.761,25.067,0.702,5.761,25.067,0.702,1.719,1.125,0.525,18.022,-18.833,-123.651,1.528,3.276,2.143,6.256,25.514,0.000,0.114
