Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,1.454,13.636,2.988,0.094,1.000,22.386,25.759,2.493,4.155,0,3.200,24.140,3.326,1.611,24.140,3.326,1.611,2.352,1.266,0.377,18.821,-36.137,95.437,1.858,6.239,3.358,23.266,2.933,0.400,0.130
2,1.898,16.579,3.684,0.089,0.000,25.954,29.473,2.591,4.008,0,2.800,27.909,3.409,1.330,27.909,3.409,1.330,1.897,1.526,0.574,-5.316,-9.079,92.573,1.243,3.304,2.659,28.251,3.470,0.000,0.163
3,371.565,2442.499,305.214,0.001,-486.000,3.226,33.433,2.835,35.143,0,4.800,15.821,21.634,2.453,15.821,21.634,2.453,21.442,15.187,2.734,51.864,0.007,0.377,1.412,7.841,5.554,25.123,30.842,2.000,0.277
4,1.082,9.852,2.335,0.138,1.000,22.875,24.390,3.617,4.839,0,4.400,23.676,4.369,2.676,23.676,4.369,2.676,2.236,0.723,0.487,-89.764,-84.787,-171.438,3.094,4.594,1.485,23.706,4.350,0.800,0.130
5,3.296,20.553,2.646,0.142,1.000,19.698,21.848,7.381,9.385,0,3.600,20.966,8.216,1.542,20.966,8.216,1.542,1.783,1.007,0.782,20.772,74.074,-125.303,1.772,2.279,1.287,21.311,8.309,0.000,0.228
6,0.767,5.389,0.572,0.426,2.000,18.085,19.014,7.918,8.651,0,2.400,18.662,8.238,1.435,18.662,8.238,1.435,1.416,0.492,0.384,-69.379,85.973,-171.875,2.880,3.689,1.281,18.769,8.260,1.200,0.179
7,0.384,3.684,0.830,0.334,1.000,22.973,24.146,8.114,8.945,0,1.600,23.505,8.542,1.008,23.505,8.542,1.008,0.922,0.717,0.247,28.188,59.730,-96.640,1.287,3.733,2.901,23.413,8.505,0.800,0.130
8,4.965,41.263,7.835,0.040,-2.500,13.979,17.596,10.362,13.979,0,2.800,15.784,12.385,1.219,15.784,12.385,1.219,2.433,1.439,1.289,33.381,-1.327,40.532,1.691,1.887,1.116,16.423,13.588,0.000,0.179
9,1.334,8.923,1.348,0.283,0.000,20.920,21.995,10.509,12.220,0,2.400,21.538,11.361,1.036,21.538,11.361,1.036,1.371,0.807,0.482,40.596,-81.922,26.827,1.699,2.845,1.674,21.409,11.535,0.000,0.228
10,0.595,5.021,1.085,0.317,2.000,12.855,13.490,11.144,12.464,0,1.600,13.161,11.827,0.893,13.161,11.827,0.893,1.103,0.837,0.298,-81.107,75.589,107.962,1.317,3.698,2.808,13.246,12.171,0.000,0.163
11,14.395,106.588,17.221,0.019,-14.500,16.863,22.582,9.922,19.062,0,3.200,19.705,15.562,1.358,19.705,15.562,1.358,4.610,2.316,1.516,76.511,-1.187,6.431,1.991,3.042,1.528,18.476,17.156,0.000,0.228
12,0.898,7.623,1.425,0.206,1.000,23.999,25.661,11.780,12.806,0,2.000,24.824,12.218,1.045,24.824,12.218,1.045,1.293,0.947,0.412,73.451,-80.744,26.092,1.364,3.138,2.300,25.221,12.171,0.000,0.163
13,1.846,14.948,2.745,0.115,4.500,8.945,11.389,12.268,14.370,0,2.800,10.324,13.227,1.158,10.324,13.227,1.158,1.332,1.076,0.966,-46.932,80.875,-124.893,1.237,1.378,1.114,10.216,12.464,0.000,0.163
14,0.884,6.525,1.252,0.318,1.000,11.780,13.050,11.780,13.197,0,2.000,12.356,12.628,1.102,12.356,12.628,1.102,1.165,0.752,0.443,59.130,67.503,-78.304,1.549,2.628,1.696,12.171,12.611,0.000,0.196
15,1.127,9.434,2.074,0.171,0.500,13.002,14.321,13.784,15.641,0,2.400,13.652,14.862,1.211,13.652,14.862,1.211,1.638,0.804,0.615,-74.916,-58.040,92.891,2.037,2.662,1.307,13.295,15.054,0.000,0.179
16,0.081,1.188,0.321,0.445,1.000,9.385,9.629,14.321,14.615,0,1.600,9.515,14.477,0.821,9.515,14.477,0.821,1.118,0.210,0.199,28.215,89.301,11.073,5.314,5.629,1.059,9.482,14.419,0.000,0.114
17,1.322,12.169,2.778,0.110,-1.000,20.773,23.364,13.784,16.325,0,2.400,21.910,15.158,1.152,21.910,15.158,1.152,1.810,1.214,0.440,37.722,-7.183,-96.290,1.491,4.110,2.757,21.311,14.761,0.000,0.130
18,1.332,10.394,1.935,0.179,1.000,8.994,10.069,15.152,17.352,0,2.800,9.457,16.246,1.316,9.457,16.246,1.316,1.780,0.968,0.469,79.336,56.012,-80.660,1.840,3.796,2.063,9.336,16.619,0.000,0.179
19,0.836,6.541,1.178,0.283,1.000,14.810,16.325,15.445,16.325,0,2.000,15.600,15.877,0.982,15.600,15.877,0.982,1.264,0.888,0.324,-0.195,75.571,-104.072,1.424,3.897,2.737,15.934,15.885,0.000,0.196
20,0.108,1.318,0.560,0.576,1.500,31.380,31.820,17.547,18.183,0,0.800,31.596,17.901,0.356,31.596,17.901,0.356,0.599,0.344,0.247,74.322,-85.897,-129.975,1.739,2.419,1.391,31.575,17.840,0.000,0.130
21,1.016,6.982,0.853,0.343,2.000,16.570,17.645,18.134,19.307,0,2.000,17.119,18.744,1.013,17.119,18.744,1.013,1.261,0.557,0.526,18.497,-83.426,34.331,2.262,2.400,1.061,16.912,18.476,0.000,0.147
22,1.307,10.788,2.321,0.154,0.000,8.163,9.580,18.329,21.018,0,2.000,8.864,19.407,0.850,8.864,19.407,0.850,1.677,1.111,0.427,64.327,8.633,-93.396,1.509,3.925,2.601,8.651,19.062,0.000,0.196
23,0.386,3.558,0.841,0.374,0.000,23.070,23.852,18.916,19.747,0,2.000,23.469,19.291,1.246,23.469,19.291,1.246,1.275,0.378,0.359,19.424,87.668,-36.751,3.372,3.548,1.052,23.510,19.258,0.800,0.163
24,1.928,13.360,2.324,0.176,-2.000,14.175,16.276,19.160,20.773,0,2.800,15.135,19.932,1.281,15.135,19.932,1.281,1.506,0.952,0.694,4.105,-67.432,119.718,1.582,2.169,1.372,15.445,20.235,0.400,0.212
25,0.250,2.680,0.683,0.368,1.000,13.393,13.930,19.405,20.187,0,2.000,13.655,19.668,0.988,13.655,19.668,0.988,1.315,0.330,0.278,43.921,-83.173,44.883,3.987,4.724,1.185,13.588,19.600,0.000,0.179
26,0.292,2.651,0.729,0.519,1.000,12.073,12.708,19.453,20.187,0,1.600,12.423,19.796,0.858,12.423,19.796,0.858,1.137,0.337,0.307,-88.825,86.032,107.036,3.368,3.700,1.098,12.415,19.747,0.000,0.179
27,0.226,2.223,0.548,0.528,1.000,22.386,23.119,20.431,20.969,0,1.600,22.811,20.732,0.878,22.811,20.732,0.878,1.124,0.302,0.290,5.938,80.802,-72.162,3.724,3.875,1.041,22.875,20.724,0.000,0.163
28,0.196,2.227,0.515,0.393,1.000,9.873,10.509,21.164,21.751,0,1.600,10.232,21.460,0.846,10.232,21.460,0.846,0.954,0.428,0.219,38.702,81.698,-88.855,2.231,4.352,1.951,10.313,21.555,0.000,0.130
29,1.637,15.127,2.627,0.088,3.000,20.675,22.582,21.164,23.461,0,2.400,21.726,22.141,1.136,21.726,22.141,1.136,1.766,1.075,0.694,-65.051,-49.466,103.529,1.643,2.546,1.550,21.897,22.484,0.000,0.147
30,0.087,1.033,0.415,0.775,1.000,29.767,30.158,21.457,21.995,0,0.800,29.964,21.736,0.367,29.964,21.736,0.367,0.619,0.289,0.255,70.790,74.562,135.317,2.141,2.429,1.134,29.962,21.653,0.000,0.081
31,0.948,5.774,0.914,0.528,3.000,23.657,24.781,22.288,23.413,0,1.600,24.279,22.806,0.833,24.279,22.806,0.833,1.042,0.701,0.444,44.512,-85.948,84.648,1.486,2.349,1.580,23.950,22.533,0.000,0.179
32,1.104,8.600,1.787,0.217,1.000,14.028,15.836,22.191,23.901,0,2.000,14.959,23.033,0.949,14.959,23.033,0.949,1.327,1.193,0.317,47.466,20.783,-85.562,1.112,4.188,3.766,14.957,23.022,0.000,0.179
33,0.371,3.064,0.585,0.540,3.000,24.683,25.710,23.950,24.488,0,1.200,25.235,24.223,0.638,25.235,24.223,0.638,0.851,0.551,0.291,17.413,78.329,-70.616,1.545,2.921,1.891,25.270,24.195,0.000,0.179
34,0.538,5.341,1.512,0.215,1.000,23.901,25.417,23.852,25.563,0,2.000,24.561,24.795,1.170,24.561,24.795,1.170,1.351,0.666,0.559,-41.608,-65.941,149.664,2.028,2.414,1.191,24.292,24.781,0.000,0.163
35,0.078,0.919,0.342,0.896,1.000,2.297,2.688,27.030,27.469,0,0.800,2.480,27.243,0.449,2.480,27.243,0.449,0.596,0.266,0.233,-79.178,89.063,67.651,2.235,2.560,1.145,2.444,27.176,0.000,0.130
36,0.369,3.590,0.760,0.333,1.500,15.201,16.032,28.203,29.034,0,2.400,15.652,28.642,1.624,15.652,28.642,1.624,1.246,0.479,0.287,-48.487,-76.799,95.202,2.598,4.340,1.670,15.690,28.643,1.200,0.130
37,2.332,19.429,3.838,0.084,0.500,9.678,12.122,30.500,33.090,0,4.800,11.177,32.277,2.629,11.177,32.277,2.629,2.751,1.209,0.627,-63.391,-67.033,151.016,2.275,4.385,1.927,11.731,32.602,2.000,0.147
38,2.040,17.455,3.917,0.089,0.000,25.759,27.665,29.962,33.970,0,4.800,26.775,32.598,2.717,26.775,32.598,2.717,2.672,1.442,0.776,82.423,64.916,104.971,1.853,3.444,1.859,26.541,33.579,0.000,0.196
39,0.520,5.068,0.621,0.235,9.000,21.702,22.435,33.824,35.143,0,2.000,22.111,34.419,1.401,22.111,34.419,1.401,1.085,0.798,0.311,-72.141,67.034,-99.475,1.360,3.486,2.563,22.093,34.801,1.200,0.114
40,0.518,4.818,1.355,0.271,1.000,21.653,23.804,4.937,6.208,0.400,2.400,22.784,5.632,1.694,22.784,5.632,1.694,1.512,0.668,0.316,30.508,36.620,-90.000,2.263,4.785,2.114,22.728,5.621,1.200,0.130
41,0.221,2.359,0.571,0.420,1.000,13.539,14.468,8.554,9.042,0.400,2.400,13.937,8.817,1.613,13.937,8.817,1.613,1.119,0.415,0.239,-14.283,-71.968,90.247,2.696,4.681,1.736,13.784,8.798,1.200,0.130
42,0.494,4.881,1.000,0.237,0.500,3.275,3.812,16.276,17.401,0.400,2.800,3.562,16.798,1.884,3.562,16.798,1.884,1.484,0.563,0.256,-29.211,87.390,162.994,2.639,5.797,2.197,3.519,16.619,1.200,0.130
43,0.211,2.245,0.789,0.446,1.500,27.225,28.056,16.374,17.205,0.400,1.600,27.574,16.801,1.103,27.574,16.801,1.103,0.906,0.389,0.311,26.797,-63.676,-146.601,2.328,2.917,1.253,27.323,16.570,0.400,0.081
44,0.701,6.194,1.211,0.234,1.500,1.711,2.737,19.942,20.773,0.400,3.600,2.313,20.333,2.002,2.313,20.333,2.002,1.825,0.525,0.318,-69.690,84.784,167.504,3.476,5.736,1.650,2.053,20.138,1.200,0.130
45,0.266,2.452,0.508,0.542,1.000,5.230,5.963,27.763,28.300,0.400,2.000,5.602,27.993,1.242,5.602,27.993,1.242,0.969,0.414,0.246,-75.963,85.327,168.792,2.341,3.938,1.682,5.474,27.860,0.800,0.130
46,0.057,0.855,0.425,0.595,1.000,17.645,18.085,28.203,28.740,0.400,1.200,17.923,28.510,0.740,17.923,28.510,0.740,0.616,0.272,0.230,-56.300,-71.420,95.785,2.269,2.682,1.182,17.889,28.447,0.400,0.081
47,0.670,6.536,2.012,0.182,1.000,31.184,34.606,29.718,31.380,0.400,2.000,33.196,30.642,1.204,33.196,30.642,1.204,2.377,0.716,0.323,-24.722,-21.113,109.286,3.322,7.351,2.213,33.775,30.402,1.200,0.114
48,0.241,2.074,0.618,0.736,1.000,16.912,17.596,35.925,36.659,0.400,1.600,17.232,36.319,1.159,17.232,36.319,1.159,0.807,0.371,0.334,-55.829,-72.584,95.055,2.174,2.414,1.111,17.107,36.365,0.800,0.130
49,0.754,6.404,1.090,0.245,2.000,10.851,11.780,1.613,2.688,0.800,4.000,11.341,2.152,2.809,11.341,2.152,2.809,1.629,0.558,0.359,-88.728,-82.507,-100.070,2.920,4.533,1.552,11.340,2.248,2.400,0.130
50,0.571,6.875,1.313,0.113,0.000,6.452,8.212,6.208,7.527,0.800,4.000,7.441,6.850,2.483,7.441,6.850,2.483,1.650,1.065,0.242,-27.931,48.808,-86.106,1.548,6.813,4.400,7.967,6.550,1.200,0.114
51,1.152,10.007,1.549,0.150,3.500,4.057,5.572,8.114,9.482,0.800,4.800,4.890,8.794,3.164,4.890,8.794,3.164,2.432,0.711,0.334,-34.023,76.032,-72.757,3.422,7.285,2.129,4.497,9.091,4.400,0.179
52,0.712,7.510,1.779,0.135,1.000,1.417,2.542,11.633,13.197,0.800,3.600,1.950,12.251,2.365,1.950,12.251,2.365,1.689,0.907,0.275,-22.809,-84.055,56.723,1.862,6.138,3.296,2.053,12.073,1.200,0.130
53,0.613,6.138,1.324,0.184,1.000,2.200,3.519,13.490,14.272,0.800,3.600,2.839,13.909,2.532,2.839,13.909,2.532,1.700,0.753,0.326,8.617,84.101,-88.982,2.256,5.213,2.310,2.542,13.832,1.600,0.130
54,0.555,4.633,1.136,0.351,2.500,31.184,32.015,13.637,14.810,0.800,3.200,31.671,14.192,2.282,31.671,14.192,2.282,1.260,0.572,0.313,36.976,78.796,-123.695,2.203,4.019,1.824,31.673,14.077,1.600,0.130
55,0.154,1.605,0.670,0.647,1.000,19.209,19.991,22.484,23.315,0.800,1.600,19.571,22.876,1.278,19.571,22.876,1.278,0.684,0.446,0.295,-61.604,-49.041,125.859,1.533,2.316,1.511,19.551,22.973,0.800,0.081
56,0.333,3.757,1.711,0.236,0.000,1.906,2.982,26.296,27.567,0.800,2.800,2.392,26.903,1.813,2.392,26.903,1.813,1.230,0.596,0.424,46.164,-62.488,-14.975,2.064,2.897,1.404,2.248,26.345,0.800,0.081
57,1.252,9.780,1.426,0.189,0.000,29.522,31.038,30.891,32.162,0.800,4.800,30.364,31.701,3.141,30.364,31.701,3.141,2.099,0.546,0.468,27.460,74.454,-39.975,3.847,4.489,1.167,30.304,31.722,2.800,0.163
58,0.597,5.137,1.215,0.298,1.000,14.566,15.592,36.072,37.098,0.800,3.200,15.048,36.654,2.336,15.048,36.654,2.336,1.358,0.611,0.325,-82.175,-82.903,-153.188,2.221,4.184,1.883,14.810,36.512,1.600,0.130
59,0.078,1.295,0.359,0.320,1.000,8.309,8.651,5.230,5.572,1.200,3.600,8.461,5.386,2.337,8.461,5.386,2.337,1.101,0.229,0.186,-4.907,85.587,-39.581,4.802,5.907,1.230,8.505,5.328,1.600,0.081
60,0.153,1.494,0.552,0.794,1.000,1.075,1.711,14.028,14.712,1.200,2.000,1.334,14.329,1.607,1.334,14.329,1.607,0.642,0.361,0.324,-63.134,-66.525,113.689,1.776,1.980,1.115,1.222,14.175,1.200,0.081
61,0.717,6.313,1.361,0.231,2.000,18.427,19.893,22.826,23.706,1.200,4.400,19.027,23.204,2.878,19.027,23.204,2.878,2.102,0.521,0.385,17.725,73.890,-64.520,4.036,5.462,1.353,19.307,23.168,2.000,0.130
62,1.092,10.025,2.845,0.134,-5.500,31.429,33.530,28.789,30.744,1.200,3.600,32.539,29.604,2.501,32.539,29.604,2.501,1.300,1.106,0.655,44.561,67.061,-20.270,1.176,1.985,1.688,32.357,29.767,2.000,0.114
63,0.270,2.891,0.700,0.342,1.000,28.740,29.571,32.064,32.699,1.200,3.600,29.210,32.430,2.611,29.210,32.430,2.611,1.644,0.308,0.288,20.616,77.526,-105.711,5.336,5.699,1.068,29.376,32.455,1.600,0.130
64,0.073,0.773,0.362,1.289,1.000,19.111,19.698,34.410,34.801,1.200,1.600,19.386,34.607,1.400,19.386,34.607,1.400,0.408,0.365,0.260,91.578,-90.000,-177.253,1.120,1.570,1.402,19.258,34.459,1.200,0.081
65,0.397,4.470,2.195,0.199,2.000,18.280,19.551,20.480,22.435,1.600,2.800,19.098,21.420,2.129,19.098,21.420,2.129,1.403,0.520,0.434,68.197,31.295,16.256,2.700,3.236,1.199,19.111,21.506,1.600,0.081
66,1.317,10.864,2.667,0.153,0.000,4.057,5.768,24.977,27.812,1.600,4.800,4.925,26.101,3.393,4.925,26.101,3.393,2.080,0.950,0.626,-69.277,-45.607,111.178,2.188,3.322,1.518,4.448,26.492,2.800,0.130
67,1.149,9.307,2.033,0.185,2.000,28.349,30.598,29.180,30.891,1.600,4.000,29.280,30.026,2.853,29.280,30.026,2.853,1.545,1.138,0.538,45.233,52.241,-71.574,1.357,2.869,2.114,29.180,29.864,2.000,0.130
68,0.067,1.087,0.613,0.394,1.000,13.295,13.930,12.122,12.855,2,2.800,13.595,12.467,2.560,13.595,12.467,2.560,0.584,0.454,0.211,52.104,-29.857,84.669,1.286,2.766,2.152,13.393,12.268,2.400,0.081
69,0.845,8.479,2.171,0.132,0.000,30.549,31.820,13.735,15.299,2,4.800,31.188,14.634,3.935,31.188,14.634,3.935,1.349,0.855,0.574,92.008,66.936,56.649,1.579,2.352,1.490,30.842,15.054,3.200,0.130
70,0.817,8.451,2.064,0.125,1.000,2.444,3.764,14.028,16.521,2,4.800,3.153,15.363,3.916,3.153,15.363,3.916,1.620,1.074,0.322,-65.854,-30.241,93.426,1.508,5.027,3.333,3.177,15.397,4.400,0.147
71,0.092,1.294,0.670,0.439,0.000,21.995,22.631,17.596,18.427,2,3.200,22.288,18.023,2.408,22.288,18.023,2.408,0.792,0.347,0.269,-53.417,-58.164,120.445,2.281,2.948,1.292,22.093,18.036,2.000,0.081
72,0.153,1.995,1.034,0.333,1.000,25.368,26.541,21.213,22.142,2,2.800,26.012,21.656,2.285,26.012,21.656,2.285,0.748,0.611,0.322,36.173,11.084,-56.343,1.224,2.320,1.895,25.465,21.506,2.000,0.081
73,0.203,2.867,1.420,0.197,1.000,15.250,16.374,22.044,23.070,2,4.000,15.812,22.566,3.174,15.812,22.566,3.174,1.391,0.437,0.331,-38.527,60.342,179.806,3.184,4.208,1.322,15.885,22.093,2.400,0.081
74,0.079,1.007,0.531,0.696,1.000,12.513,13.246,24.928,25.465,2,2.400,12.808,25.228,2.200,12.808,25.228,2.200,0.427,0.408,0.286,29.811,-0.000,90.000,1.047,1.493,1.426,12.562,24.977,2.000,0.081
75,0.089,1.263,0.418,0.444,1.000,4.155,4.546,27.616,28.056,2,3.600,4.313,27.832,3.034,4.313,27.832,3.034,1.063,0.253,0.217,30.438,-85.527,175.779,4.208,4.906,1.166,4.252,27.763,2.000,0.081
76,0.073,1.006,0.402,0.587,1.000,17.792,18.427,32.259,32.699,2,3.200,18.113,32.501,2.663,18.113,32.501,2.663,0.556,0.398,0.204,-22.645,71.945,-81.373,1.396,2.729,1.955,18.280,32.308,2.400,0.081
77,0.063,0.919,0.542,0.579,0.500,27.958,28.398,2.395,2.933,2.400,2.800,28.137,2.688,2.600,28.137,2.688,2.600,0.408,0.365,0.278,-87.825,-90.000,-77.440,1.118,1.469,1.314,28.056,2.493,2.400,0.081
78,0.457,3.809,1.076,0.427,1.000,19.600,21.115,3.764,4.790,2.400,3.600,20.240,4.336,2.977,20.240,4.336,2.977,0.909,0.777,0.321,23.762,13.618,-82.949,1.170,2.835,2.422,19.796,4.204,2.800,0.130
79,0.655,6.303,1.619,0.193,1.000,28.691,30.060,9.238,11.095,2.400,4.800,29.313,10.110,3.948,29.313,10.110,3.948,1.600,0.928,0.258,55.638,54.905,-85.518,1.724,6.199,3.595,28.887,9.531,4.400,0.179
80,0.085,1.294,0.695,0.378,1.000,32.699,33.286,15.250,16.227,2.400,3.200,33.004,15.782,2.937,33.004,15.782,2.937,0.715,0.471,0.210,62.970,24.916,-89.958,1.519,3.395,2.236,33.139,16.081,2.400,0.081
81,0.068,1.202,0.720,0.300,0.000,21.653,22.239,18.329,19.111,2.400,2.800,21.995,18.780,2.600,21.995,18.780,2.600,0.489,0.408,0.301,-79.134,-7.085E-26,90.000,1.198,1.623,1.355,21.995,18.671,2.400,0.081
82,0.097,1.544,0.805,0.286,0.500,25.270,26.150,22.826,23.657,2.400,3.200,25.715,23.269,2.624,25.715,23.269,2.624,0.696,0.457,0.230,47.740,-6.385,-86.655,1.525,3.033,1.989,25.368,22.973,2.400,0.081
83,1.003,9.822,2.206,0.120,1.000,23.901,26.443,37.196,38.662,2.400,4.800,25.179,37.899,3.634,25.179,37.899,3.634,1.856,1.010,0.390,27.668,34.097,-90.846,1.837,4.764,2.593,24.439,37.343,4.400,0.130
84,0.313,4.207,1.568,0.149,-1.000,12.708,14.028,12.464,13.490,2.800,4.800,13.372,13.009,4.350,13.372,13.009,4.350,1.026,0.593,0.501,4.291,62.737,-95.531,1.730,2.048,1.184,13.490,13.002,4.400,0.130
85,0.077,1.188,0.719,0.404,0.500,19.111,19.698,14.370,15.054,2.800,3.200,19.418,14.728,3.000,19.418,14.728,3.000,0.408,0.386,0.353,-91.748,-90.000,-36.560,1.058,1.157,1.094,19.356,14.566,2.800,0.081
86,0.071,1.070,0.606,0.462,1.000,21.409,22.191,34.752,35.241,2.800,3.200,21.806,35.055,3.000,21.806,35.055,3.000,0.439,0.408,0.276,-6.174,-2.012E-27,90.000,1.075,1.588,1.477,21.702,34.899,2.800,0.081
87,0.273,3.641,1.471,0.175,1.500,19.893,20.773,13.637,14.859,3.200,4.800,20.312,14.069,4.204,20.312,14.069,4.204,1.210,0.629,0.382,77.643,-70.542,97.032,1.923,3.166,1.646,20.138,13.832,4.000,0.114
88,0.104,1.246,0.387,0.635,1.000,28.887,29.376,25.954,26.394,3.200,4.400,29.154,26.168,3.862,29.154,26.168,3.862,0.751,0.269,0.250,34.617,76.197,-72.510,2.796,3.011,1.077,29.229,26.199,3.200,0.081
89,0.085,1.116,0.353,0.589,1.000,28.789,29.131,0.635,1.026,3.600,4.800,28.971,0.825,4.299,28.971,0.825,4.299,0.855,0.258,0.209,-62.575,86.528,-98.840,3.313,4.096,1.236,28.936,0.782,4.400,0.130
90,0.364,4.221,1.801,0.199,-0.500,20.627,22.191,4.106,6.354,3.600,4.800,21.328,5.209,4.451,21.328,5.209,4.451,1.490,0.595,0.270,51.548,4.511,-80.320,2.503,5.511,2.202,20.969,4.839,4.400,0.130
91,0.261,3.098,1.166,0.259,-0.500,32.993,33.677,12.220,13.441,3.600,4.400,33.332,12.871,3.998,33.332,12.871,3.998,0.719,0.550,0.310,-82.669,33.131,-88.904,1.307,2.321,1.776,33.530,12.317,3.600,0.081
92,0.073,0.902,0.461,0.813,1.000,1.417,2.004,13.148,13.588,3.600,4.000,1.657,13.351,3.800,1.657,13.351,3.800,0.408,0.368,0.284,69.748,-90.000,175.185,1.109,1.440,1.299,1.515,13.197,3.600,0.081
93,0.241,2.586,0.733,0.379,1.500,8.945,10.264,15.494,16.179,3.600,4.800,9.513,15.781,4.398,9.513,15.781,4.398,0.901,0.660,0.268,-24.239,-40.932,101.279,1.365,3.359,2.460,9.385,15.690,4.400,0.130
94,0.145,1.799,0.595,0.410,1.000,11.633,12.122,15.299,16.032,3.600,4.800,11.874,15.695,4.429,11.874,15.695,4.429,0.699,0.472,0.247,-36.944,88.310,167.572,1.481,2.831,1.911,11.780,15.543,4.400,0.130
95,0.175,2.287,1.144,0.289,0.000,31.820,32.797,15.836,17.058,3.600,4.400,32.370,16.452,3.868,32.370,16.452,3.868,0.746,0.541,0.330,67.394,19.055,-59.694,1.377,2.257,1.639,32.162,16.130,3.600,0.081
96,0.346,3.742,1.603,0.258,0.000,31.331,32.504,17.938,19.160,3.600,4.400,31.858,18.640,4.027,31.858,18.640,4.027,0.841,0.620,0.419,37.568,32.938,26.955,1.358,2.007,1.478,32.064,18.476,3.600,0.081
97,0.182,1.849,0.485,0.590,1.000,8.945,9.727,19.062,19.551,3.600,4.800,9.352,19.338,4.305,9.352,19.338,4.305,0.802,0.408,0.238,22.171,81.990,-93.867,1.964,3.373,1.718,9.385,19.356,4.400,0.147
98,0.103,1.384,0.654,0.454,0.000,18.036,18.623,21.311,22.044,3.600,4.400,18.359,21.695,3.889,18.359,21.695,3.889,0.601,0.348,0.303,73.035,-61.176,109.597,1.729,1.984,1.147,18.280,21.506,3.600,0.081
99,0.082,0.998,0.499,0.768,1.000,12.268,12.806,9.336,9.971,4,4.800,12.528,9.628,4.577,12.528,9.628,4.577,0.477,0.391,0.264,62.078,61.917,-82.312,1.219,1.806,1.482,12.415,9.385,4.400,0.081
100,0.107,1.132,0.403,0.892,1.000,25.563,26.052,10.655,11.144,4,4.800,25.807,10.871,4.496,25.807,10.871,4.496,0.568,0.315,0.280,63.369,-84.051,70.733,1.801,2.029,1.126,25.710,10.753,4.400,0.130
101,0.065,0.914,0.396,0.625,1.000,12.024,12.513,12.415,12.904,4,4.800,12.245,12.685,4.482,12.245,12.685,4.482,0.592,0.304,0.231,-66.798,-75.606,-152.736,1.948,2.561,1.314,12.122,12.757,4.000,0.081
102,0.102,1.431,0.650,0.404,0.000,14.468,15.348,13.148,13.784,4,4.800,14.924,13.457,4.436,14.924,13.457,4.436,0.612,0.552,0.238,28.923,-63.575,96.926,1.108,2.577,2.325,14.908,13.295,4.000,0.081
