Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
r_n_10.tif,122,144.948,1.188,8.527,254.523,5.921,1.775,0.760,81.431,0.553,0.776
