Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
r_n_05.tif,69,116.910,1.694,15.764,253.307,8.146,2.117,0.903,90.854,0.465,0.713
