 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.765,255.000,255,255,3.948,1.632,0.597,27.089,0.617,2.733,0.366,0.889,357,75
2,1.482,255.000,255,255,5.666,2.144,0.880,59.519,0.580,2.436,0.410,0.861,299,79
3,1.616,255.000,255,255,7.904,3.270,0.629,85.837,0.325,5.199,0.192,0.751,210,80
4,0.251,255.000,255,255,2.630,0.775,0.413,24.053,0.457,1.876,0.533,0.720,112,91
5,0.293,255.000,255,255,2.114,0.750,0.498,9.870,0.824,1.506,0.664,0.928,394,125
6,3.564,253.835,0,255,15.097,3.106,1.461,24.214,0.197,2.126,0.470,0.542,316,140
7,3.644,254.873,0,255,13.028,2.625,1.767,113.498,0.270,1.485,0.673,0.654,355,148
8,2.043,255.000,255,255,9.898,3.691,0.705,66.000,0.262,5.238,0.191,0.662,448,161
9,0.456,255.000,255,255,2.786,0.853,0.681,3.999,0.738,1.253,0.798,0.851,275,188
10,0.420,255.000,255,255,2.850,0.800,0.668,145.862,0.649,1.197,0.835,0.796,336,214
11,0.251,253.165,0,255,2.054,0.748,0.428,62.745,0.749,1.747,0.573,0.866,496,219
12,0.244,255.000,255,255,2.224,0.821,0.379,167.895,0.621,2.166,0.462,0.841,387,220
13,0.760,255.000,255,255,6.151,1.975,0.490,146.015,0.252,4.030,0.248,0.563,190,223
14,0.461,255.000,255,255,2.971,0.840,0.699,168.735,0.657,1.201,0.832,0.873,259,225
15,0.223,255.000,255,255,1.823,0.594,0.477,23.137,0.841,1.245,0.803,0.908,228,228
16,6.562,249.376,0,255,26.324,4.478,1.866,132.509,0.119,2.400,0.417,0.534,113,229
17,0.389,255.000,255,255,2.715,1.082,0.458,155.009,0.663,2.362,0.423,0.851,351,257
18,0.536,255.000,255,255,3.742,0.930,0.733,159.752,0.481,1.268,0.788,0.760,266,262
19,0.420,255.000,255,255,2.740,0.939,0.569,57.731,0.702,1.651,0.606,0.850,338,268
20,4.500,254.180,0,255,18.250,3.479,1.647,164.850,0.170,2.113,0.473,0.566,456,273
21,0.912,255.000,255,255,5.699,2.253,0.515,2.038,0.353,4.373,0.229,0.735,221,276
22,0.626,254.263,0,255,3.643,1.283,0.621,53.907,0.593,2.064,0.484,0.807,209,294
23,0.210,255.000,255,255,1.884,0.634,0.422,87.996,0.743,1.503,0.665,0.850,257,304
24,0.223,250.854,0,255,2.570,0.813,0.348,33.902,0.423,2.336,0.428,0.693,643,318
25,0.561,255.000,255,255,3.247,1.257,0.568,146.814,0.669,2.213,0.452,0.872,255,322
26,1.067,255.000,255,255,4.840,1.753,0.775,152.609,0.573,2.260,0.442,0.811,371,324
27,0.908,255.000,255,255,4.108,1.390,0.832,51.603,0.676,1.670,0.599,0.872,205,327
28,3.405,254.052,0,255,11.843,2.655,1.633,98.973,0.305,1.626,0.615,0.765,439,330
29,3.506,255.000,255,255,15.598,3.269,1.366,1.962,0.181,2.394,0.418,0.561,284,348
30,2.464,254.064,0,255,7.008,2.308,1.360,121.767,0.631,1.697,0.589,0.857,356,354
31,1.411,255.000,255,255,6.703,1.749,1.027,108.847,0.395,1.703,0.587,0.695,226,376
32,0.264,251.507,0,255,3.442,1.127,0.299,127.154,0.280,3.774,0.265,0.557,69,381
33,0.387,255.000,255,255,2.344,0.789,0.625,23.560,0.885,1.263,0.792,0.922,201,402
34,0.217,255.000,255,255,2.149,0.822,0.336,166.217,0.591,2.443,0.409,0.784,445,431
35,0.764,251.979,0,255,6.553,1.314,0.740,113.031,0.223,1.775,0.563,0.591,190,483
36,0.584,255.000,255,255,4.029,1.654,0.450,39.918,0.452,3.678,0.272,0.798,432,483
37,0.259,255.000,255,255,3.066,0.849,0.388,174.291,0.346,2.190,0.457,0.600,318,530
38,0.299,255.000,255,255,2.104,0.690,0.551,26.364,0.848,1.252,0.799,0.924,432,537
39,0.228,255.000,255,255,2.946,0.733,0.396,139.791,0.330,1.850,0.541,0.571,194,543
40,0.481,255.000,255,255,3.442,1.250,0.490,153.067,0.511,2.550,0.392,0.795,321,543
