 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.286,255.000,255,255,2.259,0.639,0.570,33.428,0.704,1.121,0.892,0.878,325,0
2,0.532,255.000,255,255,4.684,1.674,0.405,171.593,0.305,4.137,0.242,0.687,202,57
3,0.923,252.000,0,255,4.313,1.284,0.915,113.427,0.623,1.403,0.713,0.849,243,87
4,0.250,255.000,255,255,2.440,0.804,0.395,120.014,0.527,2.036,0.491,0.765,174,94
5,1.560,250.858,0,255,8.928,1.703,1.166,0.937,0.246,1.461,0.684,0.585,149,106
6,0.380,255.000,255,255,2.415,0.761,0.636,47.549,0.819,1.196,0.836,0.899,209,107
7,1.688,255.000,255,255,11.958,3.005,0.715,34.409,0.148,4.201,0.238,0.493,346,112
8,0.478,254.034,0,255,4.755,1.287,0.472,76.578,0.266,2.725,0.367,0.626,109,148
9,0.221,255.000,255,255,2.695,0.922,0.305,166.096,0.382,3.023,0.331,0.663,233,155
10,0.369,255.000,255,255,2.780,1.113,0.422,19.419,0.600,2.637,0.379,0.857,224,169
11,0.644,254.284,0,255,4.238,1.326,0.619,172.148,0.451,2.144,0.466,0.698,310,175
12,0.331,255.000,255,255,2.114,0.690,0.611,72.554,0.931,1.128,0.886,0.929,93,187
13,0.458,255.000,255,255,2.836,0.941,0.619,37.328,0.715,1.520,0.658,0.872,67,193
14,1.257,255.000,255,255,7.489,1.472,1.087,155.792,0.282,1.354,0.739,0.582,414,193
15,1.400,254.012,0,255,8.155,2.408,0.740,83.418,0.265,3.252,0.308,0.650,183,201
16,0.425,255.000,255,255,3.031,1.068,0.507,46.723,0.582,2.107,0.475,0.813,128,230
17,0.467,254.012,0,255,3.732,1.140,0.521,78.401,0.421,2.186,0.457,0.668,359,242
18,0.213,255.000,255,255,1.714,0.611,0.445,146.974,0.914,1.374,0.728,0.904,301,243
19,0.414,255.000,255,255,2.950,0.976,0.540,57.389,0.598,1.806,0.554,0.843,256,247
20,0.879,249.753,0,255,5.261,1.863,0.601,151.252,0.399,3.099,0.323,0.743,289,257
21,2.741,254.832,0,255,13.517,3.342,1.044,33.386,0.189,3.201,0.312,0.605,148,262
22,1.158,254.203,0,255,6.923,1.439,1.025,111.537,0.304,1.405,0.712,0.672,385,275
23,0.498,255.000,255,255,4.624,1.620,0.391,158.965,0.292,4.142,0.241,0.583,347,277
24,0.669,255.000,255,255,5.300,1.776,0.480,57.092,0.299,3.699,0.270,0.657,212,289
25,0.322,255.000,255,255,2.209,0.721,0.569,119.821,0.829,1.267,0.789,0.904,20,293
26,0.333,255.000,255,255,2.981,0.789,0.537,169.375,0.471,1.470,0.680,0.785,67,293
27,0.463,251.016,0,255,3.137,1.053,0.560,162.180,0.592,1.880,0.532,0.842,420,302
28,0.427,255.000,255,255,2.500,0.892,0.610,154.686,0.859,1.463,0.684,0.922,280,310
29,1.599,255.000,255,255,9.974,2.227,0.914,61.874,0.202,2.437,0.410,0.499,344,310
30,0.934,254.506,0,255,5.981,2.370,0.502,16.518,0.328,4.724,0.212,0.790,59,319
31,0.686,255.000,255,255,3.662,1.085,0.805,101.095,0.643,1.348,0.742,0.839,183,325
32,0.622,255.000,255,255,5.336,1.269,0.625,79.876,0.275,2.031,0.492,0.619,259,348
33,0.320,255.000,255,255,2.906,0.788,0.517,55.239,0.476,1.524,0.656,0.745,390,362
34,0.259,255.000,255,255,2.670,0.845,0.390,93.321,0.456,2.169,0.461,0.797,213,374
35,0.903,255.000,255,255,4.334,1.527,0.753,88.223,0.604,2.029,0.493,0.869,57,384
36,0.505,255.000,255,255,3.336,1.387,0.463,81.047,0.570,2.995,0.334,0.844,188,396
37,0.233,255.000,255,255,2.014,0.639,0.465,33.029,0.723,1.373,0.728,0.869,209,410
38,0.673,255.000,255,255,4.338,1.422,0.602,145.629,0.449,2.361,0.424,0.748,259,418
39,0.409,255.000,255,255,2.921,0.898,0.580,17.661,0.602,1.548,0.646,0.820,112,436
40,1.446,255.000,255,255,6.848,1.826,1.008,108.992,0.387,1.812,0.552,0.719,141,443
