 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.387,255.000,255,255,3.367,1.028,0.480,14.851,0.429,2.143,0.467,0.730,393,20
2,0.308,255.000,255,255,2.981,0.695,0.564,152.860,0.435,1.233,0.811,0.728,394,37
3,0.789,255.000,255,255,4.068,1.684,0.596,34.567,0.599,2.823,0.354,0.853,365,43
4,0.637,255.000,255,255,3.226,1.058,0.766,36.637,0.769,1.381,0.724,0.913,324,67
5,0.461,255.000,255,255,2.680,0.936,0.627,96.436,0.807,1.492,0.670,0.901,412,75
6,0.787,255.000,255,255,3.877,1.365,0.734,104.045,0.658,1.859,0.538,0.855,438,76
7,0.358,253.712,0,255,3.919,1.223,0.373,150.386,0.293,3.277,0.305,0.627,514,78
8,3.014,254.694,0,255,9.462,2.618,1.466,117.847,0.423,1.786,0.560,0.724,294,84
9,1.621,255.000,255,255,7.425,1.503,1.373,177.368,0.370,1.094,0.914,0.787,378,91
10,0.327,255.000,255,255,2.415,0.821,0.508,27.683,0.706,1.615,0.619,0.883,253,104
11,0.262,255.000,255,255,1.969,0.671,0.497,29.878,0.851,1.350,0.741,0.903,362,122
12,1.657,255.000,255,255,8.771,2.760,0.764,57.639,0.271,3.611,0.277,0.584,478,123
13,0.215,255.000,255,255,1.848,0.666,0.412,97.465,0.792,1.616,0.619,0.905,224,127
14,1.089,255.000,255,255,6.838,2.527,0.549,142.534,0.293,4.606,0.217,0.673,190,132
15,1.547,255.000,255,255,6.147,1.622,1.214,32.990,0.514,1.336,0.748,0.776,401,143
16,0.867,253.403,0,255,4.253,1.622,0.680,156.209,0.602,2.385,0.419,0.849,116,146
17,0.289,255.000,255,255,2.043,0.715,0.515,52.083,0.871,1.388,0.720,0.933,379,148
18,1.176,255.000,255,255,6.516,2.531,0.592,18.981,0.348,4.278,0.234,0.702,318,155
19,1.554,255.000,255,255,6.362,1.807,1.095,55.603,0.482,1.650,0.606,0.743,73,171
20,1.006,255.000,255,255,6.201,1.408,0.910,58.001,0.329,1.548,0.646,0.693,257,174
21,0.769,255.000,255,255,3.987,1.401,0.699,10.289,0.608,2.004,0.499,0.848,192,179
22,2.987,252.374,0,255,9.107,3.109,1.223,167.625,0.453,2.541,0.394,0.774,350,182
23,0.288,255.000,255,255,2.043,0.721,0.508,41.536,0.866,1.419,0.705,0.927,141,187
24,0.651,255.000,255,255,3.091,1.051,0.789,177.538,0.857,1.332,0.751,0.924,290,196
25,0.271,255.000,255,255,1.979,0.719,0.481,41.218,0.871,1.496,0.668,0.904,218,207
26,0.320,253.559,0,255,4.137,1.417,0.288,86.968,0.235,4.927,0.203,0.695,0,208
27,0.655,255.000,255,255,3.577,1.388,0.601,171.942,0.643,2.310,0.433,0.886,177,210
28,1.315,255.000,255,255,6.026,2.238,0.748,59.238,0.455,2.990,0.334,0.712,314,222
29,0.689,255.000,255,255,3.141,1.130,0.777,176.711,0.878,1.454,0.688,0.953,115,240
30,0.297,255.000,255,255,2.054,0.688,0.549,75.057,0.884,1.254,0.797,0.899,159,242
31,1.104,255.000,255,255,5.319,2.017,0.697,21.356,0.490,2.895,0.345,0.775,355,247
32,1.057,253.253,0,255,5.195,2.253,0.597,26.440,0.492,3.772,0.265,0.873,209,252
33,1.310,254.296,0,255,4.954,1.658,1.006,65.156,0.671,1.648,0.607,0.862,253,254
34,0.438,255.000,255,255,3.247,1.155,0.483,54.064,0.522,2.394,0.418,0.791,94,265
35,1.768,252.651,0,255,8.686,1.669,1.348,19.222,0.294,1.238,0.808,0.675,139,266
36,0.411,255.000,255,255,2.404,0.802,0.652,171.224,0.893,1.231,0.812,0.923,219,273
